# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-09-04
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,BLTE,2026-09-04,CupHandle,193.61,4.38x,73.8,Depth:23.2% Handle:14.7% Vol:4.38x Target:232.78
2,MRX,2026-09-04,DarvasBox,78.27,2.41x,52.1,Box:[69.43-75.40] Ht:7.9% Vol:2.41x Boxes:3 Stop:69.43
3,AMPH,2026-09-04,CupHandle,23.18,1.54x,45.4,Depth:24.6% Handle:9.2% Vol:1.54x Target:28.60
4,VOD,2026-09-04,CupHandle,16.90,1.73x,47.3,Depth:19.3% Handle:4.4% Vol:1.73x Target:19.99
5,ONEW,2026-09-04,CupHandle,12.70,1.86x,48.6,Depth:34.0% Handle:13.4% Vol:1.86x Target:16.89
6,SPFI,2026-09-03,CupHandle,45.29,1.50x,45.0,Depth:13.6% Handle:14.4% Vol:1.50x Target:51.27
7,LMNR,2026-09-03,CupHandle,15.00,2.13x,51.3,Depth:17.3% Handle:7.4% Vol:2.13x Target:17.44
8,STRD,2026-09-03,CupHandle,75.85,1.38x,43.8,Depth:34.6% Handle:6.9% Vol:1.38x Target:101.83
9,BSVN,2026-09-04,DarvasBox,57.43,2.96x,57.6,Box:[51.11-55.41] Ht:7.8% Vol:2.96x Boxes:7 Stop:51.11
10,MAGS,2026-09-03,CupHandle,70.43,2.28x,52.8,Depth:18.8% Handle:2.2% Vol:2.28x Target:83.15
11,ASND,2026-09-03,CupHandle,271.12,2.04x,50.4,Depth:20.6% Handle:7.5% Vol:2.04x Target:323.92
12,EQBK,2026-09-03,CupHandle,51.00,2.14x,51.4,Depth:14.8% Handle:12.7% Vol:2.14x Target:58.40
13,ESGE,2026-09-04,CupHandle,55.54,1.39x,43.9,Depth:13.5% Handle:3.8% Vol:1.39x Target:63.16
14,XOVR,2026-09-03,CupHandle,21.17,2.83x,58.3,Depth:20.1% Handle:3.9% Vol:2.83x Target:25.30
15,PDEX,2026-09-04,DarvasBox,73.41,2.23x,50.3,Box:[59.92-69.86] Ht:14.2% Vol:2.23x Boxes:4 Stop:59.92
16,ARGX,2026-08-17,DarvasBox,987.84,2.37x,41.7,Box:[843.59-953.58] Ht:11.5% Vol:2.37x Boxes:9 Stop:843.59
17,LINK,2026-09-04,CupHandle,5.40,1.68x,46.8,Depth:34.3% Handle:11.8% Vol:1.68x Target:7.31
18,PPH,2026-08-19,DarvasBox,117.28,3.12x,49.2,Box:[107.70-114.57] Ht:6.0% Vol:3.12x Boxes:7 Stop:107.70
19,PCVX,2026-08-31,CupHandle,60.74,1.63x,46.3,Depth:25.4% Handle:1.9% Vol:1.63x Target:76.14
20,JHAI,2026-09-04,CupHandle,34.32,1.44x,44.4,Depth:13.4% Handle:13.1% Vol:1.44x Target:38.93
