# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-04-07
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,ASTH,2026-03-20,CupHandle,24.23,1.60x,36.0,Depth:25.3% Handle:2.6% Vol:1.60x Target:30.34
2,DSGN,2026-04-06,DarvasBox,12.53,2.44x,52.4,Box:[9.90-11.23] Ht:11.8% Vol:2.44x Boxes:4 Stop:9.90
3,MXL,2026-03-31,CupHandle,17.39,1.39x,38.9,Depth:25.8% Handle:7.2% Vol:1.39x Target:21.83
4,SCHL,2026-03-20,DarvasBox,37.25,5.74x,68.0,Box:[32.86-36.24] Ht:9.3% Vol:5.74x Boxes:3 Stop:32.86
5,MXL,2026-03-20,CupHandle,16.56,1.82x,38.2,Depth:21.2% Handle:9.3% Vol:1.82x Target:20.00
6,PENN,2026-03-31,CupHandle,15.03,1.86x,43.6,Depth:18.5% Handle:3.0% Vol:1.86x Target:17.68
7,AMLX,2026-04-02,CupHandle,14.95,1.33x,43.3,Depth:25.4% Handle:9.2% Vol:1.33x Target:18.64
8,LSE,2026-04-07,CupHandle,5.68,2.84x,58.4,Depth:24.5% Handle:11.8% Vol:2.84x Target:6.91
9,OS,2026-03-27,CupHandle,23.98,5.12x,70.0,Depth:30.2% Handle:0.8% Vol:5.12x Target:31.11
10,ASTH,2026-04-07,CupHandle,27.75,1.60x,46.0,Depth:26.9% Handle:7.8% Vol:1.60x Target:34.39
11,SSBI,2026-03-20,CupHandle,13.25,2.12x,41.2,Depth:19.1% Handle:0.8% Vol:2.12x Target:15.70
12,CCBG,2026-04-07,CupHandle,45.31,1.37x,43.7,Depth:12.5% Handle:4.3% Vol:1.37x Target:50.90
13,SSBI,2026-03-26,CupHandle,13.36,1.95x,39.5,Depth:20.4% Handle:0.4% Vol:1.95x Target:16.01
14,TVTX,2026-04-01,CupHandle,31.42,2.07x,45.7,Depth:20.1% Handle:5.4% Vol:2.07x Target:37.11
15,FRHC,2026-03-31,CupHandle,144.88,1.62x,41.2,Depth:22.8% Handle:10.3% Vol:1.62x Target:176.74
16,RDNW,2026-03-30,CupHandle,6.40,1.58x,40.8,Depth:23.7% Handle:11.7% Vol:1.58x Target:7.85
17,LBTYB,2026-03-20,CupHandle,14.17,2.61x,46.1,Depth:22.4% Handle:15.0% Vol:2.61x Target:17.11
18,AMLX,2026-04-06,CupHandle,15.82,2.39x,53.9,Depth:27.6% Handle:14.8% Vol:2.39x Target:19.95
19,ON,2026-03-31,CupHandle,61.92,1.83x,43.3,Depth:26.9% Handle:11.3% Vol:1.83x Target:78.34
20,ZION,2026-03-23,CupHandle,55.05,1.44x,34.4,Depth:15.8% Handle:4.6% Vol:1.44x Target:63.67
