# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-06-10
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,KREF,2026-06-08,CupHandle,6.97,2.11x,51.1,Depth:25.5% Handle:1.7% Vol:2.11x Target:8.77
2,VOYA,2026-06-08,DarvasBox,88.48,1.94x,47.4,Box:[78.52-84.00] Ht:6.5% Vol:1.94x Boxes:5 Stop:78.52
3,CUZ,2026-06-09,CupHandle,29.23,2.09x,50.9,Depth:23.3% Handle:1.1% Vol:2.09x Target:35.58
4,FVR,2026-06-09,DarvasBox,19.47,1.95x,47.5,Box:[17.28-18.68] Ht:7.5% Vol:1.95x Boxes:3 Stop:17.28
5,IVT,2026-06-08,DarvasBox,34.28,6.95x,78.0,Box:[30.66-33.19] Ht:7.6% Vol:6.95x Boxes:7 Stop:30.66
6,KREF,2026-06-04,CupHandle,7.04,1.47x,39.7,Depth:22.5% Handle:5.2% Vol:1.47x Target:8.56
7,GPRK,2026-06-01,DarvasBox,11.34,2.89x,51.9,Box:[9.48-10.51] Ht:9.8% Vol:2.89x Boxes:3 Stop:9.48
8,CDP,2026-06-09,DarvasBox,34.12,1.80x,46.0,Box:[30.46-33.29] Ht:8.5% Vol:1.80x Boxes:5 Stop:30.46
9,CNI,2026-06-08,DarvasBox,120.81,5.05x,78.0,Box:[108.00-115.80] Ht:6.7% Vol:5.05x Boxes:2 Stop:108.00
10,CUZ,2026-06-08,CupHandle,28.32,2.14x,51.4,Depth:22.5% Handle:8.4% Vol:2.14x Target:34.38
11,ENVA,2026-06-09,CupHandle,179.41,2.32x,53.2,Depth:21.3% Handle:3.5% Vol:2.32x Target:214.40
12,PRG,2026-05-29,CupHandle,36.77,1.90x,39.0,Depth:21.9% Handle:1.4% Vol:1.90x Target:44.42
13,BNS,2026-05-27,DarvasBox,80.68,3.24x,50.4,Box:[76.25-79.00] Ht:3.5% Vol:3.24x Boxes:6 Stop:76.25
14,BHV,2026-06-05,DarvasBox,12.40,8.15x,78.0,Box:[11.33-11.73] Ht:3.4% Vol:8.15x Boxes:3 Stop:11.33
15,WKC,2026-06-08,CupHandle,30.15,1.35x,43.5,Depth:24.9% Handle:5.9% Vol:1.35x Target:37.44
16,TD,2026-05-27,DarvasBox,112.20,3.07x,48.7,Box:[105.81-109.22] Ht:3.1% Vol:3.07x Boxes:8 Stop:105.81
17,PRG,2026-05-27,CupHandle,37.68,1.39x,33.9,Depth:22.5% Handle:6.6% Vol:1.39x Target:45.59
18,PRG,2026-06-04,CupHandle,34.15,1.54x,40.4,Depth:20.9% Handle:1.5% Vol:1.54x Target:41.33
19,PDM,2026-06-10,CupHandle,9.12,1.99x,49.9,Depth:25.9% Handle:1.8% Vol:1.99x Target:11.33
20,DEI,2026-05-29,CupHandle,11.64,1.43x,34.3,Depth:22.8% Handle:2.7% Vol:1.43x Target:14.28
