# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-08-25
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,RCUS,2026-08-17,CupHandle,29.56,1.59x,40.9,Depth:25.8% Handle:13.7% Vol:1.59x Target:37.15
2,NEXA,2026-08-21,CupHandle,15.40,2.01x,50.1,Depth:23.6% Handle:2.8% Vol:2.01x Target:18.97
3,BNS,2026-08-25,DarvasBox,93.10,1.98x,47.8,Box:[85.79-90.47] Ht:5.2% Vol:1.98x Boxes:8 Stop:85.79
4,DB,2026-08-19,CupHandle,38.03,1.60x,41.0,Depth:25.6% Handle:3.4% Vol:1.60x Target:47.70
5,RCUS,2026-08-06,CupHandle,28.33,2.96x,49.6,Depth:25.8% Handle:8.0% Vol:2.96x Target:34.77
6,SB,2026-08-21,DarvasBox,8.53,1.60x,44.0,Box:[7.24-8.04] Ht:10.0% Vol:1.60x Boxes:5 Stop:7.24
7,BWLP,2026-08-25,CupHandle,24.80,1.88x,48.8,Depth:24.5% Handle:5.9% Vol:1.88x Target:30.37
8,BWLP,2026-08-21,CupHandle,24.72,1.48x,44.8,Depth:22.6% Handle:3.9% Vol:1.48x Target:29.73
9,NMM,2026-08-20,DarvasBox,85.32,2.66x,54.6,Box:[77.64-82.84] Ht:6.3% Vol:2.66x Boxes:9 Stop:77.64
10,MRK,2026-08-19,DarvasBox,152.20,4.00x,63.0,Box:[126.22-135.05] Ht:6.5% Vol:4.00x Boxes:4 Stop:126.22
11,SCCO,2026-08-21,CupHandle,216.00,1.71x,47.1,Depth:19.1% Handle:9.2% Vol:1.71x Target:254.07
12,BEKE,2026-08-24,CupHandle,17.71,2.62x,56.2,Depth:22.5% Handle:7.0% Vol:2.62x Target:21.72
13,IVZ,2026-08-05,DarvasBox,32.01,1.63x,34.3,Box:[29.63-31.02] Ht:4.5% Vol:1.63x Boxes:14 Stop:29.63
14,BWLP,2026-08-19,CupHandle,23.32,1.35x,38.5,Depth:21.6% Handle:4.0% Vol:1.35x Target:28.07
15,RVTY,2026-08-20,CupHandle,124.13,1.68x,46.8,Depth:31.2% Handle:5.5% Vol:1.68x Target:160.91
16,BX,2026-08-11,CupHandle,147.17,1.57x,35.7,Depth:18.9% Handle:9.3% Vol:1.57x Target:172.41
17,ETW,2026-08-13,DarvasBox,9.88,1.72x,35.2,Box:[9.27-9.68] Ht:4.2% Vol:1.72x Boxes:8 Stop:9.27
18,NOMD,2026-08-24,CupHandle,12.10,2.47x,54.7,Depth:29.2% Handle:12.4% Vol:2.47x Target:15.81
19,BEKE,2026-08-21,CupHandle,17.75,2.67x,56.7,Depth:25.9% Handle:14.0% Vol:2.67x Target:22.57
20,BVN,2026-08-21,CupHandle,35.47,2.20x,52.0,Depth:23.7% Handle:14.4% Vol:2.20x Target:43.93
