# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NASDAQ_Polygon | End Date: 2026-01-16
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,SWBI,2026-01-09,CupHandle,10.78,73.7,3,76.4,74.1,60.4,45.0,0.0
2,SHLS,2026-01-12,CupHandle,9.62,72.3,3,73.9,59.0,88.0,63.6,0.0
3,SSYS,2026-01-15,CupHandle,11.62,71.9,3,74.6,88.3,26.0,86.4,0.3
4,WGMI,2026-01-16,CupHandle,51.06,71.7,3,70.4,70.7,91.7,51.4,0.0
5,INTW,2026-01-09,CupHandle,64.35,71.2,3,80.6,54.5,50.0,75.0,9.7
6,AMAL,2026-01-05,CupHandle,33.55,71.1,3,79.3,67.7,39.6,35.8,0.0
7,BBGI,2026-01-15,CupHandle,6.03,70.9,3,70.6,64.3,100.0,61.6,8.0
8,VEON,2026-01-14,CupHandle,54.08,70.6,3,65.2,85.3,95.3,64.5,4.9
9,RIOT,2026-01-16,CupHandle,19.24,70.6,3,71.4,64.4,85.9,81.0,7.0
10,BCPC,2026-01-15,Spoon,166.01,70.4,3,74.2,73.4,56.2,47.6,0.9
11,ICHR,2026-01-13,CupHandle,26.13,70.2,3,75.5,86.3,21.4,85.2,9.0
12,MBCN,2026-01-16,CupHandle,35.04,70.0,3,73.6,74.0,68.8,54.9,17.0
13,FUSB,2026-01-13,CupHandle,14.00,69.8,3,78.3,40.3,80.7,100.0,18.8
14,CHDN,2026-01-08,CupHandle,111.52,69.8,3,75.4,71.3,45.8,54.6,0.0
15,OS,2026-01-06,CupHandle,23.61,69.7,3,71.0,62.6,100.0,32.4,6.1
16,FNCH,2026-01-12,CupHandle,14.00,68.8,3,69.7,68.7,100.0,47.2,19.8
17,DIOD,2026-01-15,CupHandle,57.47,68.5,3,72.7,61.2,71.9,56.9,0.0
18,CZR,2026-01-15,CupHandle,25.35,68.0,3,77.9,52.1,50.0,56.1,0.0
19,SPRX,2026-01-09,CupHandle,40.62,67.9,3,68.4,67.4,86.5,55.6,0.0
20,GDEN,2026-01-09,CupHandle,27.49,67.9,3,67.0,70.1,95.8,39.6,0.0
21,SNCY,2026-01-12,CupHandle,17.44,67.7,3,72.2,71.3,47.9,79.5,1.0
22,PNTG,2026-01-14,CupHandle,28.82,67.6,3,70.8,72.1,60.4,59.1,0.0
23,APEI,2026-01-09,CupHandle,40.31,67.3,3,71.3,55.3,89.1,37.5,0.0
24,BOOM,2026-01-15,CupHandle,8.61,66.9,3,73.7,65.7,51.0,62.2,5.0
25,MSFD,2026-01-02,CupHandle,11.77,66.9,3,68.6,71.7,66.1,75.8,0.0
26,TPG,2026-01-15,CupHandle,67.27,66.9,3,68.3,70.7,73.4,63.2,0.0
27,QCLN,2026-01-15,CupHandle,49.34,66.7,3,65.8,66.6,100.0,47.8,0.0
28,DXCM,2026-01-12,CupHandle,70.98,66.7,3,78.6,23.3,78.6,77.9,0.0
29,MCHP,2026-01-06,CupHandle,74.87,66.6,3,75.0,52.4,64.1,46.3,1.0
30,FVCB,2026-01-12,CupHandle,13.97,66.2,3,67.8,73.8,82.8,48.6,13.5
31,DNLI,2026-01-15,CupHandle,18.78,66.2,3,65.2,74.2,87.5,50.2,0.0
32,UPGR,2026-01-15,CupHandle,26.34,66.1,3,65.7,70.2,100.0,75.2,21.0
33,NYAX,2026-01-14,CupHandle,58.72,65.5,3,73.9,71.8,51.0,53.5,26.5
34,JRVR,2026-01-12,CupHandle,6.59,65.3,3,72.7,71.1,38.0,52.2,0.0
35,RUSHB,2026-01-15,CupHandle,59.27,65.3,3,69.4,66.3,76.6,59.7,14.4
36,AAON,2026-01-16,CupHandle,94.08,65.2,3,67.9,59.0,91.7,50.6,3.3
37,GILT,2026-01-12,CupHandle,17.07,65.1,3,75.1,57.7,36.5,96.0,7.7
38,NVTS,2026-01-13,CupHandle,9.46,65.0,3,68.7,72.4,58.9,62.6,2.0
39,EYE,2026-01-15,CupHandle,29.43,64.8,4,65.5,72.2,80.2,53.3,0.0
40,SSRM,2026-01-13,CupHandle,23.84,64.8,4,67.8,67.4,72.9,55.7,1.0
41,CPSS,2026-01-13,CupHandle,9.40,64.8,4,76.7,42.8,66.1,59.1,16.4
42,RYAAY,2026-01-06,CupHandle,71.57,64.5,4,63.6,74.1,83.9,65.8,0.0
43,SRTA,2026-01-13,CupHandle,5.40,63.9,4,70.9,66.1,50.0,51.6,0.0
44,FIP,2026-01-14,CupHandle,5.42,63.9,4,58.8,87.0,92.2,59.7,0.4
45,OPCH,2026-01-13,CupHandle,34.75,63.9,4,72.4,53.2,55.7,78.0,3.2
46,JOUT,2026-01-15,CupHandle,45.00,63.8,4,66.0,60.4,93.8,66.6,9.8
47,QTRX,2026-01-09,CupHandle,8.06,63.8,4,74.8,74.4,9.4,54.1,0.0
48,ABEO,2026-01-15,CupHandle,5.45,63.6,4,69.5,51.4,81.2,52.9,0.0
49,CADL,2026-01-16,CupHandle,6.40,63.4,4,73.3,62.1,32.3,70.9,0.0
50,TWST,2026-01-12,CupHandle,38.04,63.4,4,70.7,70.8,39.6,56.8,1.0
