# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-09-18
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,NEOG,2026-09-08,CupHandle,11.89,1.95x,44.5,Depth:29.7% Handle:7.8% Vol:1.95x Target:15.34
2,QCOM,2026-09-08,CupHandle,174.09,2.83x,53.3,Depth:26.9% Handle:5.1% Vol:2.83x Target:219.05
3,GYRE,2026-09-08,CupHandle,7.17,4.48x,69.8,Depth:21.3% Handle:10.2% Vol:4.48x Target:8.64
4,NTRA,2026-09-15,DarvasBox,350.78,1.62x,44.2,Box:[318.36-343.18] Ht:7.2% Vol:1.62x Boxes:10 Stop:318.36
5,KGEI,2026-09-09,CupHandle,6.72,2.12x,46.2,Depth:26.7% Handle:10.4% Vol:2.12x Target:8.35
6,IBEX,2026-09-11,CupHandle,39.80,3.44x,59.4,Depth:33.8% Handle:3.9% Vol:3.44x Target:53.02
7,QRVO,2026-09-08,CupHandle,104.07,1.56x,40.6,Depth:17.9% Handle:13.6% Vol:1.56x Target:121.79
8,COMT,2026-09-15,CupHandle,38.19,1.74x,47.4,Depth:13.4% Handle:7.5% Vol:1.74x Target:42.84
9,MAGS,2026-09-17,CupHandle,70.78,1.58x,45.8,Depth:19.8% Handle:12.5% Vol:1.58x Target:84.39
10,MAGS,2026-09-11,CupHandle,69.89,1.61x,41.1,Depth:18.8% Handle:9.7% Vol:1.61x Target:82.61
11,MAGS,2026-09-03,CupHandle,70.43,2.28x,42.8,Depth:18.8% Handle:2.2% Vol:2.28x Target:83.15
12,DMAC,2026-09-17,CupHandle,6.85,1.93x,49.3,Depth:20.4% Handle:13.8% Vol:1.93x Target:8.20
13,AKAM,2026-09-09,CupHandle,110.75,1.35x,38.5,Depth:17.5% Handle:14.1% Vol:1.35x Target:129.52
14,AMPH,2026-09-04,CupHandle,23.18,1.54x,35.4,Depth:24.6% Handle:9.2% Vol:1.54x Target:28.60
15,BUG,2026-09-15,DarvasBox,45.30,2.92x,57.2,Box:[38.52-44.55] Ht:13.5% Vol:2.92x Boxes:6 Stop:38.52
16,WCBR,2026-09-17,DarvasBox,44.44,3.26x,60.6,Box:[37.55-43.80] Ht:14.3% Vol:3.26x Boxes:3 Stop:37.55
17,NUAI,2026-09-08,CupHandle,6.60,2.74x,52.4,Depth:31.7% Handle:12.3% Vol:2.74x Target:8.23
18,IMPP,2026-09-08,CupHandle,5.33,1.49x,39.9,Depth:15.5% Handle:14.7% Vol:1.49x Target:6.15
19,UEIC,2026-09-11,CupHandle,4.79,2.70x,52.0,Depth:16.2% Handle:8.2% Vol:2.70x Target:5.52
20,NFXS,2026-09-04,CupHandle,19.43,2.51x,45.1,Depth:25.1% Handle:8.0% Vol:2.51x Target:24.27
