# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NASDAQ_Polygon | End Date: 2026-01-29
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,FSUN,2026-01-22,CupHandle,39.93,82.1,2,77.8,87.4,74.0,61.6,0.0
2,CNTA,2026-01-21,CupHandle,23.23,79.2,2,77.5,73.5,86.5,44.0,0.0
3,PESI,2026-01-28,CupHandle,15.56,76.7,2,81.2,63.9,59.4,58.5,0.0
4,BBGI,2026-01-26,CupHandle,5.58,74.1,3,73.3,57.3,94.8,100.0,0.0
5,OPCH,2026-01-13,CupHandle,34.75,73.3,3,72.4,87.7,55.7,67.8,1.0
6,LNSR,2026-01-23,CupHandle,12.51,73.1,3,75.9,69.9,78.1,49.3,13.8
7,WULF,2026-01-23,CupHandle,14.12,71.6,3,70.0,69.8,93.2,60.9,1.0
8,DXCM,2026-01-22,CupHandle,73.92,69.6,3,76.1,62.6,51.0,65.7,0.0
9,COO,2026-01-12,CupHandle,83.23,69.2,3,69.1,74.3,77.1,58.5,0.0
10,HTCO,2026-01-23,CupHandle,9.10,69.1,3,75.6,68.8,41.7,100.0,13.1
11,OFLX,2026-01-21,CupHandle,33.09,68.5,3,74.9,64.3,61.5,60.0,12.6
12,DVXP,2026-01-27,CupHandle,25.04,68.4,3,76.6,62.5,50.0,100.0,22.4
13,FSTR,2026-01-21,CupHandle,29.56,68.3,3,69.5,88.8,58.3,60.8,16.3
14,OVLY,2026-01-21,CupHandle,32.17,68.0,3,73.7,88.3,29.2,66.1,17.5
15,USAU,2026-01-23,CupHandle,22.60,67.5,3,79.5,67.8,7.3,67.4,0.0
16,JRVR,2026-01-12,CupHandle,6.59,67.1,3,72.7,69.0,53.1,48.0,0.0
17,SHLS,2026-01-16,CupHandle,9.27,66.6,3,74.9,48.3,69.8,48.3,0.0
18,GSM,2026-01-15,CupHandle,5.31,66.4,3,69.1,69.9,65.6,67.1,0.0
19,URNJ,2026-01-20,CupHandle,32.66,66.1,3,75.2,70.4,17.2,90.7,1.6
20,ZEUS,2026-01-20,CupHandle,49.17,66.0,3,81.9,24.5,60.4,60.1,5.0
21,CADL,2026-01-16,CupHandle,6.40,65.6,3,73.3,71.0,31.8,66.3,0.0
22,VEON,2026-01-22,CupHandle,55.28,65.6,3,76.3,28.9,89.1,53.5,4.9
23,CPSS,2026-01-13,CupHandle,9.40,65.4,3,76.7,61.5,38.5,62.5,16.6
24,NVTS,2026-01-13,CupHandle,9.46,65.0,3,68.7,72.4,58.9,62.6,2.0
25,INDB,2026-01-22,CupHandle,80.54,64.6,4,66.2,89.4,43.8,61.1,0.0
26,WSTL,2026-01-20,CupHandle,6.12,64.6,4,67.9,54.9,99.5,71.9,16.8
27,PPTA,2026-01-22,CupHandle,34.85,64.4,4,69.5,65.8,60.4,58.1,0.0
28,RUSHB,2026-01-21,CupHandle,60.73,64.3,4,71.6,59.7,67.7,59.5,14.8
29,INTW,2026-01-09,CupHandle,64.35,64.2,4,80.6,30.0,50.0,83.3,15.0
30,AMAL,2026-01-22,CupHandle,38.44,63.8,4,76.4,72.3,0.5,62.3,0.7
31,MCHPP,2026-01-20,CupHandle,65.27,63.8,4,76.4,35.1,50.0,100.0,0.0
32,NN,2026-01-22,CupHandle,17.01,63.3,4,74.2,67.7,16.7,71.3,0.0
33,MDRR,2026-01-13,CupHandle,13.04,63.3,4,73.8,55.5,51.6,81.2,20.2
34,FIP,2026-01-21,CupHandle,5.99,62.3,4,76.7,36.2,51.0,53.4,0.0
35,ECBK,2026-01-27,CupHandle,17.50,62.1,4,62.8,72.4,91.7,65.1,18.3
36,MBCN,2026-01-22,CupHandle,35.99,61.6,4,75.2,56.9,36.5,52.1,17.2
37,WGMI,2026-01-20,CupHandle,48.21,61.0,4,71.8,30.0,81.8,67.0,0.0
38,CTSH,2026-01-15,CupHandle,84.82,61.0,4,67.6,67.9,51.0,51.7,0.0
39,BTGD,2026-01-26,CupHandle,40.01,60.8,4,63.7,58.4,83.9,79.0,1.0
40,CCFE,2026-01-21,CupHandle,28.39,60.8,4,70.4,57.2,50.0,100.0,20.0
41,ADTN,2026-01-23,CupHandle,9.55,60.7,4,75.7,39.8,41.1,60.0,1.0
42,TECX,2026-01-09,CupHandle,20.56,60.6,4,62.3,70.7,80.7,46.5,0.0
43,GDEV,2026-01-23,CupHandle,22.05,60.6,4,70.3,50.0,67.7,100.0,27.7
44,SPRX,2026-01-20,CupHandle,41.35,60.4,4,74.1,21.1,81.2,56.1,0.0
45,EXEL,2026-01-12,CupHandle,44.06,60.3,4,70.8,61.4,38.0,48.4,0.0
46,STRS,2026-01-26,CupHandle,26.48,59.9,4,71.5,68.9,27.1,72.1,20.9
47,PYZ,2026-01-20,CupHandle,126.01,59.5,4,75.5,49.0,37.0,55.2,21.7
48,QCRH,2026-01-28,CupHandle,89.49,59.4,4,68.3,63.2,47.9,53.2,4.2
49,MCHP,2026-01-20,CupHandle,73.17,59.3,4,76.2,42.4,25.0,62.5,1.0
50,DGICB,2026-01-20,CupHandle,17.38,59.3,4,73.0,36.7,78.6,36.5,22.6
