# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-06-25
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,GUT,2026-06-23,DarvasBox,6.48,3.51x,63.1,Box:[6.13-6.32] Ht:3.1% Vol:3.51x Boxes:5 Stop:6.13
2,LION,2026-06-16,DarvasBox,16.36,4.19x,64.9,Box:[13.19-15.01] Ht:12.1% Vol:4.19x Boxes:4 Stop:13.19
3,ACA,2026-06-22,DarvasBox,144.90,19.01x,78.0,Box:[115.59-135.58] Ht:14.7% Vol:19.01x Boxes:4 Stop:115.59
4,AXP,2026-06-15,Spoon,335.38,0.81x,28.1,Depth:11.0% Roundness:1.00 Vol:0.81x Days:179
5,VNOpN,2026-06-16,CupHandle,17.53,3.38x,58.8,Depth:12.1% Handle:7.2% Vol:3.38x Target:19.71
6,CNI,2026-06-08,DarvasBox,120.81,5.05x,68.0,Box:[108.00-115.80] Ht:6.7% Vol:5.05x Boxes:2 Stop:108.00
7,GRC,2026-06-11,DarvasBox,82.82,2.26x,40.6,Box:[68.94-79.54] Ht:13.3% Vol:2.26x Boxes:7 Stop:68.94
8,GVA,2026-06-23,DarvasBox,150.08,3.12x,59.2,Box:[126.30-145.00] Ht:12.9% Vol:3.12x Boxes:7 Stop:126.30
9,DCO,2026-06-11,DarvasBox,165.00,1.78x,35.8,Box:[138.46-156.32] Ht:11.4% Vol:1.78x Boxes:11 Stop:138.46
10,IVT,2026-06-08,DarvasBox,34.28,6.95x,68.0,Box:[30.66-33.19] Ht:7.6% Vol:6.95x Boxes:7 Stop:30.66
11,WST,2026-06-25,DarvasBox,346.56,2.61x,54.1,Box:[322.09-336.82] Ht:4.4% Vol:2.61x Boxes:2 Stop:322.09
12,CPA,2026-06-18,CupHandle,151.04,1.81x,43.1,Depth:21.5% Handle:1.5% Vol:1.81x Target:180.55
13,PRSU,2026-06-23,DarvasBox,52.18,2.41x,52.1,Box:[43.09-45.75] Ht:5.8% Vol:2.41x Boxes:3 Stop:43.09
14,VVV,2026-06-18,CupHandle,38.07,2.20x,47.0,Depth:23.9% Handle:0.3% Vol:2.20x Target:47.00
15,GFF,2026-06-17,CupHandle,88.84,1.93x,44.3,Depth:23.1% Handle:3.0% Vol:1.93x Target:109.13
16,CRI,2026-06-18,CupHandle,42.54,1.35x,38.5,Depth:21.7% Handle:2.3% Vol:1.35x Target:51.34
17,CBL,2026-06-25,DarvasBox,52.82,1.81x,46.1,Box:[46.49-50.97] Ht:8.8% Vol:1.81x Boxes:7 Stop:46.49
18,YETI,2026-06-18,CupHandle,48.97,1.74x,42.4,Depth:27.9% Handle:5.1% Vol:1.74x Target:62.46
19,ACA,2026-06-18,CupHandle,135.84,1.45x,39.5,Depth:21.8% Handle:1.6% Vol:1.45x Target:163.59
20,CDP,2026-06-09,DarvasBox,34.12,1.80x,36.0,Box:[30.46-33.29] Ht:8.5% Vol:1.80x Boxes:5 Stop:30.46
