# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-03-22
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,FIVE,2026-03-19,DarvasBox,235.17,4.47x,72.7,Box:[206.75-229.33] Ht:9.8% Vol:4.47x Boxes:6 Stop:206.75
2,QQDN,2026-03-20,CupHandle,32.24,5.41x,80.0,Depth:21.9% Handle:2.5% Vol:5.41x Target:38.68
3,SCHL,2026-03-20,DarvasBox,37.25,5.74x,78.0,Box:[32.86-36.24] Ht:9.3% Vol:5.74x Boxes:3 Stop:32.86
4,TERN,2026-03-18,CupHandle,47.78,1.66x,46.6,Depth:26.0% Handle:14.6% Vol:1.66x Target:59.53
5,NSYS,2026-03-12,CupHandle,9.51,2.63x,51.3,Depth:31.6% Handle:0.0% Vol:2.63x Target:12.51
6,INTG,2026-03-11,CupHandle,35.90,2.13x,41.3,Depth:23.5% Handle:0.3% Vol:2.13x Target:43.55
7,DNLI,2026-03-09,CupHandle,21.31,1.47x,34.7,Depth:21.8% Handle:6.3% Vol:1.47x Target:25.60
8,FCFS,2026-03-03,DarvasBox,195.23,2.13x,39.3,Box:[178.63-188.75] Ht:5.4% Vol:2.13x Boxes:6 Stop:178.63
9,ASRT,2026-03-17,CupHandle,12.50,5.74x,80.0,Depth:30.8% Handle:11.9% Vol:5.74x Target:16.34
10,LBTYB,2026-03-20,CupHandle,14.17,2.61x,56.1,Depth:22.4% Handle:15.0% Vol:2.61x Target:17.11
11,FLGC,2026-03-20,CupHandle,9.59,3.94x,69.4,Depth:18.8% Handle:6.6% Vol:3.94x Target:10.95
12,ASTH,2026-03-20,CupHandle,24.23,1.60x,46.0,Depth:25.3% Handle:2.6% Vol:1.60x Target:30.34
13,SPC,2026-03-16,CupHandle,19.49,3.29x,57.9,Depth:12.4% Handle:0.0% Vol:3.29x Target:21.87
14,IDN,2026-03-04,CupHandle,5.10,1.80x,38.0,Depth:20.9% Handle:6.6% Vol:1.80x Target:6.16
15,INTG,2026-03-18,CupHandle,37.51,1.76x,47.6,Depth:23.8% Handle:3.6% Vol:1.76x Target:45.30
16,LFMDP,2026-03-10,CupHandle,23.14,2.84x,48.4,Depth:21.1% Handle:9.1% Vol:2.84x Target:27.97
17,FGBIP,2026-03-02,CupHandle,17.97,2.37x,43.7,Depth:21.3% Handle:0.0% Vol:2.37x Target:21.87
18,INTG,2026-03-12,CupHandle,36.30,3.69x,61.9,Depth:23.1% Handle:10.3% Vol:3.69x Target:43.79
19,QQDN,2026-03-17,CupHandle,29.58,1.61x,46.1,Depth:22.9% Handle:5.1% Vol:1.61x Target:36.42
20,LFMDP,2026-03-12,CupHandle,22.93,1.43x,39.3,Depth:21.1% Handle:3.7% Vol:1.43x Target:27.76
