# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-06-16
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,UBS,2026-06-09,CupHandle,47.86,1.88x,43.8,Depth:25.8% Handle:3.4% Vol:1.88x Target:60.14
2,GRC,2026-06-11,DarvasBox,82.82,2.26x,50.6,Box:[68.94-79.54] Ht:13.3% Vol:2.26x Boxes:7 Stop:68.94
3,RCpC,2026-05-28,CupHandle,13.00,1.54x,35.4,Depth:23.9% Handle:0.0% Vol:1.54x Target:16.02
4,RCPC,2026-05-28,CupHandle,13.00,1.54x,35.4,Depth:21.7% Handle:0.0% Vol:1.54x Target:15.67
5,AIT,2026-06-16,DarvasBox,324.38,2.42x,52.2,Box:[295.83-317.10] Ht:6.7% Vol:2.42x Boxes:3 Stop:295.83
6,BNS,2026-05-27,DarvasBox,80.68,3.24x,50.4,Box:[76.25-79.00] Ht:3.5% Vol:3.24x Boxes:6 Stop:76.25
7,AGM,2026-05-28,CupHandle,179.50,1.38x,33.8,Depth:22.8% Handle:1.6% Vol:1.38x Target:219.77
8,TD,2026-05-27,DarvasBox,112.20,3.07x,48.7,Box:[105.81-109.22] Ht:3.1% Vol:3.07x Boxes:8 Stop:105.81
9,UBS,2026-06-16,CupHandle,50.46,1.35x,43.5,Depth:26.1% Handle:5.9% Vol:1.35x Target:62.99
10,VOYA,2026-06-08,DarvasBox,88.48,1.94x,42.4,Box:[78.52-84.00] Ht:6.5% Vol:1.94x Boxes:5 Stop:78.52
11,KLAR,2026-05-29,CupHandle,18.29,1.35x,33.5,Depth:24.2% Handle:7.8% Vol:1.35x Target:22.13
12,HGV,2026-05-29,CupHandle,52.02,1.31x,33.1,Depth:24.0% Handle:2.7% Vol:1.31x Target:63.82
13,EVR,2026-05-29,CupHandle,340.86,1.42x,34.2,Depth:23.3% Handle:0.7% Vol:1.42x Target:421.53
14,CRBG,2026-06-15,CupHandle,29.46,1.82x,48.2,Depth:20.3% Handle:5.7% Vol:1.82x Target:35.10
15,LYG,2026-06-12,CupHandle,5.50,2.02x,50.2,Depth:15.1% Handle:1.2% Vol:2.02x Target:6.34
16,IHD,2026-06-03,DarvasBox,8.02,2.99x,47.9,Box:[7.08-7.59] Ht:6.7% Vol:2.99x Boxes:7 Stop:7.08
17,KREF,2026-06-08,CupHandle,6.97,2.11x,46.1,Depth:25.5% Handle:1.7% Vol:2.11x Target:8.77
18,SA,2026-06-01,CupHandle,33.29,1.40x,34.0,Depth:25.5% Handle:7.8% Vol:1.40x Target:41.38
19,ALLY,2026-06-09,CupHandle,43.35,2.16x,46.6,Depth:16.8% Handle:3.4% Vol:2.16x Target:50.62
20,SA,2026-06-04,CupHandle,34.05,1.79x,37.9,Depth:25.2% Handle:10.2% Vol:1.79x Target:42.02
