# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-06-26
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,FIHL,2026-06-26,DarvasBox,24.74,4.24x,70.4,Box:[21.08-24.06] Ht:12.4% Vol:4.24x Boxes:3 Stop:21.08
2,PSTL,2026-06-26,DarvasBox,24.88,3.47x,62.7,Box:[22.07-24.49] Ht:9.9% Vol:3.47x Boxes:8 Stop:22.07
3,LION,2026-06-16,DarvasBox,16.36,4.19x,64.9,Box:[13.19-15.01] Ht:12.1% Vol:4.19x Boxes:4 Stop:13.19
4,AXP,2026-06-15,Spoon,335.38,0.81x,23.1,Depth:11.0% Roundness:1.00 Vol:0.81x Days:179
5,GUT,2026-06-23,DarvasBox,6.48,3.51x,63.1,Box:[6.13-6.32] Ht:3.1% Vol:3.51x Boxes:5 Stop:6.13
6,VNOpN,2026-06-16,CupHandle,17.53,3.38x,58.8,Depth:12.1% Handle:7.2% Vol:3.38x Target:19.71
7,ACA,2026-06-22,DarvasBox,144.90,19.01x,78.0,Box:[115.59-135.58] Ht:14.7% Vol:19.01x Boxes:4 Stop:115.59
8,GTES,2026-06-23,CupHandle,27.25,1.57x,45.7,Depth:23.5% Handle:0.5% Vol:1.57x Target:33.66
9,GVA,2026-06-23,DarvasBox,150.08,3.12x,59.2,Box:[126.30-145.00] Ht:12.9% Vol:3.12x Boxes:7 Stop:126.30
10,RVLV,2026-06-26,CupHandle,23.76,1.59x,45.9,Depth:21.5% Handle:1.9% Vol:1.59x Target:28.51
11,CNI,2026-06-08,DarvasBox,120.81,5.05x,68.0,Box:[108.00-115.80] Ht:6.7% Vol:5.05x Boxes:2 Stop:108.00
12,GTES,2026-06-25,CupHandle,29.02,1.81x,48.1,Depth:24.8% Handle:5.1% Vol:1.81x Target:35.92
13,GRC,2026-06-11,DarvasBox,82.82,2.26x,40.6,Box:[68.94-79.54] Ht:13.3% Vol:2.26x Boxes:7 Stop:68.94
14,CBL,2026-06-25,DarvasBox,52.82,1.81x,46.1,Box:[46.49-50.97] Ht:8.8% Vol:1.81x Boxes:7 Stop:46.49
15,GFF,2026-06-17,CupHandle,88.84,1.93x,44.3,Depth:23.1% Handle:3.0% Vol:1.93x Target:109.13
16,WST,2026-06-25,DarvasBox,346.56,2.61x,54.1,Box:[322.09-336.82] Ht:4.4% Vol:2.61x Boxes:2 Stop:322.09
17,DCO,2026-06-11,DarvasBox,165.00,1.78x,35.8,Box:[138.46-156.32] Ht:11.4% Vol:1.78x Boxes:11 Stop:138.46
18,BNS,2026-06-25,DarvasBox,86.46,2.04x,48.4,Box:[78.45-82.22] Ht:4.6% Vol:2.04x Boxes:7 Stop:78.45
19,IVT,2026-06-08,DarvasBox,34.28,6.95x,68.0,Box:[30.66-33.19] Ht:7.6% Vol:6.95x Boxes:7 Stop:30.66
20,ROK,2026-06-26,CupHandle,476.82,2.29x,52.9,Depth:24.4% Handle:3.0% Vol:2.29x Target:589.18
