# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-07-07
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,EXEL,2026-06-26,DarvasBox,54.77,2.75x,45.5,Box:[50.80-53.93] Ht:5.8% Vol:2.75x Boxes:9 Stop:50.80
2,INDV,2026-06-24,CupHandle,41.47,1.52x,35.2,Depth:28.7% Handle:4.0% Vol:1.52x Target:52.59
3,PHOE,2026-07-07,CupHandle,24.56,14.91x,80.0,Depth:30.6% Handle:0.0% Vol:14.91x Target:30.06
4,KFRC,2026-07-07,DarvasBox,54.40,3.69x,64.9,Box:[43.68-50.70] Ht:13.8% Vol:3.69x Boxes:1 Stop:43.68
5,CARL,2026-06-26,CupHandle,11.76,1.46x,34.6,Depth:28.3% Handle:7.1% Vol:1.46x Target:15.12
6,INDV,2026-06-26,CupHandle,41.83,3.34x,53.4,Depth:28.5% Handle:2.6% Vol:3.34x Target:52.85
7,PROF,2026-07-06,CupHandle,7.37,5.45x,80.0,Depth:29.3% Handle:3.5% Vol:5.45x Target:9.36
8,NPCE,2026-06-26,CupHandle,16.47,4.79x,67.9,Depth:26.6% Handle:6.6% Vol:4.79x Target:20.99
9,SWBI,2026-06-18,DarvasBox,16.08,9.08x,68.0,Box:[14.10-15.79] Ht:10.7% Vol:9.08x Boxes:4 Stop:14.10
10,SCHL,2026-06-26,DarvasBox,46.01,2.31x,41.1,Box:[41.05-44.54] Ht:7.8% Vol:2.31x Boxes:7 Stop:41.05
11,PRHIZ,2026-06-24,Spoon,21.00,16.70x,65.0,Depth:10.4% Roundness:1.00 Vol:16.70x Days:89
12,RGS,2026-06-30,CupHandle,28.00,2.76x,52.6,Depth:28.5% Handle:6.9% Vol:2.76x Target:35.68
13,NAMSW,2026-07-07,CupHandle,24.89,1.69x,46.9,Depth:12.2% Handle:0.0% Vol:1.69x Target:27.18
14,HUBG,2026-06-26,CupHandle,43.75,2.30x,43.0,Depth:25.4% Handle:2.7% Vol:2.30x Target:54.94
15,SIBN,2026-06-26,CupHandle,17.33,3.37x,53.7,Depth:26.7% Handle:1.1% Vol:3.37x Target:21.51
16,ICCC,2026-07-01,DarvasBox,11.00,2.29x,45.9,Box:[9.29-10.75] Ht:13.6% Vol:2.29x Boxes:3 Stop:9.29
17,HQY,2026-06-26,CupHandle,88.46,2.31x,43.1,Depth:20.6% Handle:1.5% Vol:2.31x Target:107.31
18,VCEL,2026-06-17,CupHandle,39.13,1.40x,34.0,Depth:24.0% Handle:0.5% Vol:1.40x Target:48.27
19,EDAP,2026-06-23,CupHandle,4.98,1.61x,36.1,Depth:34.7% Handle:3.0% Vol:1.61x Target:6.62
20,UFCS,2026-06-26,DarvasBox,52.55,4.50x,63.0,Box:[43.01-49.94] Ht:13.9% Vol:4.50x Boxes:5 Stop:43.01
