List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,1,ISOU,2026-01-13,CupHandle,11.37,72.8,3,78.4,63.0,50.0,79.7,0.3,,,,,,,,,
Top 50 Composite,2,BTG,2026-01-20,CupHandle,4.91,63.9,4,63.5,86.6,59.9,67.1,0.0,,,,,,7.2%,32.6,Basic Materials,⚠️
Top 50 Composite,3,GGN,2026-01-20,CupHandle,5.40,63.0,4,66.7,74.0,59.4,50.4,0.0,,,,,,,,,
Top 50 Composite,4,GTE,2026-01-12,CupHandle,4.62,62.7,4,70.2,69.9,42.2,51.2,1.0,,,,,,,,,
Top 50 Composite,5,LGCY,2026-01-08,CupHandle,10.31,61.7,4,68.6,47.2,93.2,49.1,12.7,,,,,,,,,
Top 50 Composite,6,ESP,2026-01-22,CupHandle,53.90,58.3,4,70.6,56.7,45.8,54.0,17.2,,,,,,,,,
Top 50 Composite,7,IE,2026-01-20,CupHandle,17.98,56.7,4,67.6,50.0,53.6,58.1,0.0,,,,,,,,,
Top 50 Composite,8,SCCF,2026-01-13,CupHandle,23.49,55.2,4,67.4,56.8,47.4,60.4,19.4,,,,,,,,,
Top 50 Composite,9,BKTI,2026-01-12,CupHandle,82.99,53.6,4,67.1,38.5,65.6,54.8,11.1,,,,,,38.7%,23.1,Technology,⚠️
Top 50 Composite,10,UUUU,2026-01-14,CupHandle,20.91,52.4,4,57.3,70.0,60.4,72.8,3.1,,,,,,,,,
Top 50 Composite,11,TMP,2026-01-22,CupHandle,79.07,52.2,4,64.8,54.0,46.4,54.8,10.6,,,,,,,,,
Top 50 Composite,12,CNL,2026-01-21,CupHandle,15.90,51.7,4,62.7,84.0,5.7,61.9,10.5,,,,,,,,,
Top 50 Composite,13,BHB,2026-01-20,CupHandle,32.29,50.0,4,54.1,78.3,54.7,72.3,4.6,,,,,,7.5%,15.0,Financial Services,⚠️
Top 50 Composite,14,ACU,2026-01-22,CupHandle,44.29,46.3,4,69.4,19.3,41.1,60.4,18.5,,,,,,9.0%,17.7,Consumer Defensive,⚠️
Top 50 Composite,15,UUU,2026-01-16,CupHandle,4.95,45.1,4,57.1,72.9,14.6,68.6,2.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,CANF,,,     4.47,,,,,,,,AMEX,2506.41,711817,,,,,,⚠️
Top 20 Momentum,2,MCRP,,,     2.88,,,,,,,,AMEX,157.14,322530,,,,,,
Top 20 Momentum,3,PHGE,,,     3.57,,,,,,,,AMEX,78.50,51957,,,,,,
Top 20 Momentum,4,UUUU,,,    25.50,,,,,,,,AMEX,69.21,15428351,,,,,,
Top 20 Momentum,5,DDC,,,     3.51,,,,,,,,AMEX,63.26,105950,,,,,,
Top 20 Momentum,6,GORO,,,     1.39,,,,,,,,AMEX,61.65,7859704,,,,,,
Top 20 Momentum,7,UMAC,,,    18.51,,,,,,,,AMEX,59.29,4715331,,,,,,
Top 20 Momentum,8,MAIA,,,     2.20,,,,,,,,AMEX,51.72,946171,,,,,,
Top 20 Momentum,9,GLDG,,,     1.90,,,,,,,,AMEX,48.44,4812581,,,,,,
Top 20 Momentum,10,NGD,,,    12.85,,,,,,,,AMEX,44.54,18556745,,,,,,
Top 20 Momentum,11,DNN,,,     3.90,,,,,,,,AMEX,44.44,50856134,,,,,,
Top 20 Momentum,12,AUST,,,     2.37,,,,,,,,AMEX,42.77,2791192,,,-19.4%,,Basic Materials,⚠️
Top 20 Momentum,13,VTAK,,,     2.22,,,,,,,,AMEX,42.31,29676,,,,,,
Top 20 Momentum,14,URG,,,     1.93,,,,,,,,AMEX,39.86,11023930,,,,,,
Top 20 Momentum,15,LSF,,,     3.16,,,,,,,,AMEX,39.82,128203,,,,,,
Top 20 Momentum,16,WWR,,,     1.09,,,,,,,,AMEX,39.48,3504085,,,,,,
Top 20 Momentum,17,TMQ,,,     6.21,,,,,,,,AMEX,39.24,4240245,,,,,,
Top 20 Momentum,18,WRN,,,     3.69,,,,,,,,AMEX,37.17,1724423,,,,,,
Top 20 Momentum,19,SENS,,,     7.76,,,,,,,,AMEX,36.86,485992,,,,,,
Top 20 Momentum,20,SVM,,,    11.31,,,,,,,,AMEX,36.59,5722914,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Volume,1,BMNR,,,    28.24,,,,,,,,AMEX,,,  1346603328,-9.28,-86.3%,,Financial Services,⚠️
Top 20 Volume,2,UUUU,,,    25.50,,,,,,,,AMEX,,,    457654141,32.40,,,,
Top 20 Volume,3,LEU,,,   302.37,,,,,,,,AMEX,,,    405982523,-2.23,,,,
Top 20 Volume,4,NGD,,,    12.85,,,,,,,,AMEX,,,    288352031,21.80,,,,
Top 20 Volume,5,BTG,,,     5.29,,,,,,,,AMEX,,,    239367773,13.03,7.2%,32.6,Basic Materials,⚠️
Top 20 Volume,6,DNN,,,     3.90,,,,,,,,AMEX,,,    223560439,15.38,,,,
Top 20 Volume,7,EQX,,,    16.19,,,,,,,,AMEX,,,    169112744,12.12,,,,
Top 20 Volume,8,UMAC,,,    18.51,,,,,,,,AMEX,,,    105636085,25.58,,,,
Top 20 Volume,9,AAP,,,    46.77,,,,,,,,AMEX,,,     90054008,8.79,-23.9%,,Consumer Cyclical,⚠️
Top 20 Volume,10,SVM,,,    11.31,,,,,,,,AMEX,,,     73911936,16.72,,,,
Top 20 Volume,11,IMO,,,    99.21,,,,,,,,AMEX,,,     66140852,7.25,,,,
Top 20 Volume,12,SEB,,,  4695.52,,,,,,,,AMEX,,,     62436329,6.14,,,,
Top 20 Volume,13,VZLA,,,     6.36,,,,,,,,AMEX,,,     61655913,8.35,,,,
Top 20 Volume,14,ASM,,,     6.90,,,,,,,,AMEX,,,     51764895,5.34,14.3%,67.6,Basic Materials,⚠️
Top 20 Volume,15,USAS,,,     7.13,,,,,,,,AMEX,,,     46083807,17.08,,,,
Top 20 Volume,16,ORLA,,,    18.45,,,,,,,,AMEX,,,     41543822,25.08,,,,
Top 20 Volume,17,IE,,,    19.86,,,,,,,,AMEX,,,     40712784,10.27,,,,
Top 20 Volume,18,ARMN,,,    19.28,,,,,,,,AMEX,,,     36647575,11.25,3.9%,62.3,Basic Materials,⚠️
Top 20 Volume,19,CMCL,,,    31.40,,,,,,,,AMEX,,,     33297450,-3.77,,,,
Top 20 Volume,20,NG,,,     9.91,,,,,,,,AMEX,,,     31415549,-3.32,,,,
