List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,INTW,2026-01-09,CupHandle,64.35,76.9,2,80.6,76.1,50.0,89.2,15.3,,,,,
Top 50 Composite,2,SWBI,2026-01-09,CupHandle,10.78,74.4,3,76.4,71.1,64.6,60.6,0.0,,,,,
Top 50 Composite,3,DXCM,2026-01-12,CupHandle,70.98,74.0,3,78.6,56.5,67.7,76.3,0.0,,,,,
Top 50 Composite,4,SHLS,2026-01-12,CupHandle,9.62,72.3,3,73.9,59.0,88.0,63.6,0.0,,,,,
Top 50 Composite,5,CPSS,2026-01-13,CupHandle,9.40,70.9,3,76.7,63.4,69.8,57.9,16.4,,,,,
Top 50 Composite,6,GT,2026-01-06,CupHandle,9.26,70.9,3,78.7,56.5,55.2,53.1,0.0,,,,,
Top 50 Composite,7,AAON,2026-01-06,CupHandle,81.67,70.6,3,66.8,83.6,89.6,42.9,0.0,,,,,
Top 50 Composite,8,CMCO,2026-01-13,CupHandle,20.03,70.0,3,73.9,79.8,41.1,74.5,4.9,,,,,
Top 50 Composite,9,HIMX,2026-01-13,CupHandle,8.53,69.8,3,71.2,64.1,82.8,61.2,0.0,,,,,
Top 50 Composite,10,CHDN,2026-01-08,CupHandle,111.52,69.7,3,75.4,57.1,67.7,56.6,0.0,,,,,
Top 50 Composite,11,ICHR,2026-01-13,CupHandle,26.13,69.5,3,75.5,84.2,20.3,84.3,8.4,,,,,
Top 50 Composite,12,GDEN,2026-01-09,CupHandle,27.49,68.7,3,67.0,71.3,95.8,47.6,0.0,,,,,
Top 50 Composite,13,MDRR,2026-01-13,CupHandle,13.04,68.0,3,73.8,70.0,51.0,100.0,20.2,,,,,
Top 50 Composite,14,AENT,2025-12-29,CupHandle,8.43,67.8,3,78.0,53.0,58.9,39.2,8.7,,,,,
Top 50 Composite,15,ATEX,2026-01-02,CupHandle,22.23,67.7,3,78.9,50.0,50.5,38.0,0.0,,,,,
Top 50 Composite,16,FUSB,2026-01-13,CupHandle,14.00,67.5,3,78.3,35.7,74.0,100.0,18.7,,,,,
Top 50 Composite,17,APPS,2025-12-31,CupHandle,5.00,67.3,3,71.6,68.8,62.5,46.2,0.0,,,,,
Top 50 Composite,18,MSFD,2026-01-02,CupHandle,11.77,67.3,3,68.6,71.6,70.8,68.1,0.0,,,,,
Top 50 Composite,19,CYRX,2026-01-07,CupHandle,10.66,67.0,3,68.6,74.3,70.3,51.1,0.5,,,,,
Top 50 Composite,20,AMUU,2026-01-06,CupHandle,54.48,66.9,3,71.5,74.8,50.0,60.7,4.0,,,,,
Top 50 Composite,21,SFIX,2026-01-12,CupHandle,5.51,66.7,3,74.4,71.5,33.3,56.5,0.0,,,,,
Top 50 Composite,22,VEON,2026-01-13,CupHandle,53.41,66.7,3,67.1,65.4,94.8,54.9,4.4,,,,,
Top 50 Composite,23,DLTR,2026-01-06,CupHandle,133.78,66.6,3,67.7,82.5,60.4,49.6,0.0,,,,,
Top 50 Composite,24,OS,2026-01-06,CupHandle,23.61,66.2,3,71.0,53.2,94.8,34.7,7.1,,,,,
Top 50 Composite,25,LSCC,2026-01-06,CupHandle,85.44,66.0,3,79.3,33.9,57.3,62.5,0.0,,,,,
Top 50 Composite,26,AMAL,2026-01-05,CupHandle,33.55,65.9,3,79.3,38.1,54.2,47.5,0.0,,,,,
Top 50 Composite,27,WLDN,2026-01-06,CupHandle,113.90,65.7,3,70.5,67.1,51.0,86.2,0.0,,,,,
Top 50 Composite,28,DKNG,2026-01-08,CupHandle,35.98,65.6,3,73.0,52.9,66.7,55.6,0.0,,,,,
Top 50 Composite,29,JRVR,2026-01-12,CupHandle,6.59,65.4,3,72.7,74.7,30.2,60.4,0.0,,,,,
Top 50 Composite,30,SNCY,2026-01-12,CupHandle,17.44,65.3,3,72.2,50.0,66.1,100.0,5.4,,,,,
Top 50 Composite,31,GILT,2026-01-12,CupHandle,17.07,65.2,3,75.1,55.9,41.7,91.5,8.0,,,,,
Top 50 Composite,32,SSRM,2026-01-13,CupHandle,23.84,64.8,4,67.8,67.4,72.9,55.7,1.0,,,,,
Top 50 Composite,33,ICUI,2026-01-13,CupHandle,148.28,64.8,4,71.3,66.2,51.6,53.7,0.0,,,,,
Top 50 Composite,34,BLFS,2026-01-06,CupHandle,26.35,64.5,4,67.0,67.0,77.1,53.3,0.0,,,,,
Top 50 Composite,35,SRTA,2026-01-13,CupHandle,5.40,63.9,4,70.9,66.1,50.0,51.6,0.0,,,,,
Top 50 Composite,36,MEOH,2026-01-05,CupHandle,42.93,63.9,4,75.7,47.3,47.9,66.4,3.8,,,,,
Top 50 Composite,37,OPCH,2026-01-13,CupHandle,34.75,63.9,4,72.4,53.2,55.7,78.0,3.2,,,,,
Top 50 Composite,38,NYAX,2026-01-09,CupHandle,55.60,63.2,4,71.7,71.8,51.0,53.5,26.5,,,,,
Top 50 Composite,39,SCDS,2026-01-02,CupHandle,60.43,63.1,4,65.3,74.3,89.1,55.9,28.0,,,,,
Top 50 Composite,40,ADTN,2026-01-12,CupHandle,9.36,63.1,4,69.6,59.6,62.0,60.2,0.0,,,,,
Top 50 Composite,41,GDS,2026-01-08,CupHandle,41.75,63.0,4,74.8,59.9,16.1,95.6,0.0,,,,,
Top 50 Composite,42,APEI,2025-12-31,CupHandle,37.80,62.6,4,67.3,50.0,92.2,51.4,0.0,,,,,
Top 50 Composite,43,MXL,2026-01-13,CupHandle,18.34,62.2,4,75.2,29.6,69.8,58.4,0.0,,,,,
Top 50 Composite,44,SYNA,2026-01-05,CupHandle,79.16,62.0,4,77.5,50.0,14.1,82.7,1.7,,,,,
Top 50 Composite,45,HTLD,2026-01-06,CupHandle,10.40,62.0,4,75.4,67.9,11.5,39.4,2.1,,,,,
Top 50 Composite,46,BDSX,2026-01-12,CupHandle,8.08,61.5,4,67.7,82.5,17.2,100.0,2.0,,,,,
Top 50 Composite,47,JACK,2026-01-08,CupHandle,22.57,61.5,4,71.1,68.4,31.2,50.5,0.0,,,,,
Top 50 Composite,48,SNPS,2026-01-05,CupHandle,494.19,61.5,4,76.8,28.6,59.4,50.4,0.0,,,,,
Top 50 Composite,49,LINC,2026-01-13,CupHandle,25.16,61.5,4,66.2,63.4,65.6,69.1,0.0,,,,,
Top 50 Composite,50,QTRX,2026-01-09,CupHandle,8.06,61.5,4,74.8,60.1,10.4,83.7,0.0,,,,,
,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,CHR,,,     1.79,,,,,,,,NASDAQ,4375.00,1082602,,
Top 20 Momentum,2,WOK,,,     2.36,,,,,,,,NASDAQ,4084.40,10850782,,
Top 20 Momentum,3,VSA,,,     2.30,,,,,,,,NASDAQ,3181.03,1335607,,
Top 20 Momentum,4,DRCT,,,     1.72,,,,,,,,NASDAQ,2558.42,16635421,,
Top 20 Momentum,5,RVYL,,,     5.39,,,,,,,,NASDAQ,2193.62,1037180,,
Top 20 Momentum,6,BIYA,,,     4.51,,,,,,,,NASDAQ,2123.87,162062,,
