List,Rank,Symbol,Exchange,Signal,Score,Confidence,IC10d,Price,Predicted,Return,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50,1,NGD,,STRONG_BUY,49.7,MEDIUM (69%),0.1,8.55,8.1,-5.28%,,,,,,,,
Top 50,2,GGN,,STRONG_BUY,46.4,MEDIUM (67%),0.093,5.22,5.92,+13.46%,,,,,,,,
Top 50,3,WRN,,STRONG_BUY,46.8,MEDIUM (65%),0.032,2.52,2.46,-2.35%,,,,,,,,
Top 50,4,EQX,,STRONG_BUY,46.8,MEDIUM (63%),0.062,14.68,14.38,-2.02%,,,,,,,,
Top 50,5,IAUX,,STRONG_BUY,43.2,MEDIUM (65%),0.14,1.35,1.29,-4.32%,,,,,,,,
Top 50,6,VGZ,,STRONG_BUY,47.6,MEDIUM (58%),0.052,2.27,2.01,-11.41%,,,,,,,,
Top 50,7,LTSF,,STRONG_BUY,41.4,MEDIUM (64%),0.254,22.75,25.89,+13.78%,,,,,,,,
Top 50,8,GRF,,STRONG_BUY,44.2,MEDIUM (60%),0.225,11.5,13.03,+13.31%,,,,,,,,
Top 50,9,ELLO,,STRONG_BUY,45.1,MEDIUM (59%),0.037,21.58,24.39,+13.00%,,,,,,,,
Top 50,10,TRT,,STRONG_BUY,42.1,MEDIUM (61%),0.043,8.72,9.29,+6.57%,,,,,,,,
Top 50,11,GAU,,STRONG_BUY,41.1,MEDIUM (63%),0.095,2.58,2.57,-0.52%,,,,,,,,
Top 50,12,BMNR,,STRONG_BUY,47.3,MEDIUM (54%),0.091,39.21,52.16,+33.03%,,,,,-86.3%,,Financial Services,⚠️
Top 50,13,PRK,,STRONG_BUY,47.5,MEDIUM (53%),0.042,164.24,203.88,+24.13%,,,,,,,,
Top 50,14,MPTI,,STRONG_BUY,38.6,MEDIUM (63%),0.161,52.8,48.62,-7.91%,,,,,,,,
Top 50,15,CRF,,STRONG_BUY,38.7,MEDIUM (61%),0.067,8.0,9.49,+18.62%,,,,,,,,
Top 50,16,LUD,,STRONG_BUY,44.5,MEDIUM (53%),0.043,10.6,9.99,-5.79%,,,,,,,,
Top 50,17,CHEB,,STRONG_BUY,44.4,MEDIUM (52%),0.202,10.55,12.68,+20.21%,,,,,,,,
Top 50,18,PW,,STRONG_BUY,41.9,MEDIUM (55%),0.117,1.0,1.27,+26.94%,,,,,,,,
Top 50,19,MXC,,STRONG_BUY,41.5,MEDIUM (54%),0.041,10.2,12.78,+25.27%,,,,,,,,
Top 50,20,BATL,,STRONG_BUY,40.3,MEDIUM (55%),0.045,1.2,1.45,+21.01%,,,,,-6.1%,,Energy,⚠️
Top 50,21,EAD,,STRONG_BUY,39.5,MEDIUM (54%),0.142,6.89,8.29,+20.32%,,,,,,,,
Top 50,22,NG,,STRONG_BUY,37.4,MEDIUM (57%),0.059,9.7,8.99,-7.31%,,,,,,,,
Top 50,23,SILV,,STRONG_BUY,38.5,MEDIUM (54%),0.175,11.55,12.94,+12.00%,,,,,,,,
Top 50,24,GLU,,STRONG_BUY,36.0,MEDIUM (58%),0.113,18.53,20.97,+13.15%,,,,,,,,
Top 50,25,AINC,,STRONG_BUY,36.0,MEDIUM (58%),0.033,4.97,5.79,+16.44%,,,,,,,N/A,⚠️
Top 50,26,ITRG,,STRONG_BUY,36.1,MEDIUM (58%),0.037,4.15,3.77,-9.05%,,,,,,,,
Top 50,27,BHB,,STRONG_BUY,39.1,MEDIUM (53%),0.069,32.9,37.61,+14.33%,,,,,7.5%,15.0,Financial Services,⚠️
Top 50,28,BKTI,,STRONG_BUY,41.8,LOW (49%),0.07,74.15,63.66,-14.15%,,,,,38.7%,23.1,Technology,⚠️
Top 50,29,SLSR,,STRONG_BUY,37.6,MEDIUM (54%),0.143,7.94,7.45,-6.15%,,,,,,,,
Top 50,30,OSTX,,STRONG_BUY,36.9,MEDIUM (55%),0.043,2.03,2.3,+13.37%,,,,,,,,
Top 50,31,IDR,,STRONG_BUY,36.5,MEDIUM (55%),0.087,39.92,35.73,-10.48%,,,,,,,,
Top 50,32,COHN,,STRONG_BUY,36.8,MEDIUM (54%),0.145,16.76,16.71,-0.31%,,,,,,,,
Top 50,33,TMP,,STRONG_BUY,36.3,MEDIUM (52%),0.039,75.78,84.05,+10.92%,,,,,,,,
Top 50,34,DC,,STRONG_BUY,33.8,MEDIUM (55%),0.046,5.75,5.87,+2.16%,,,,,,,,
Top 50,35,INUV,,STRONG_BUY,35.3,MEDIUM (52%),0.055,3.01,3.64,+20.81%,,,,,,,,
Top 50,36,HYLN,,STRONG_BUY,35.0,MEDIUM (52%),0.032,2.01,2.15,+7.06%,,,,,,,,
Top 50,37,ENX,,STRONG_BUY,33.4,MEDIUM (54%),0.134,10.0,11.64,+16.44%,,,,,,,,
Top 50,38,PLMR,,STRONG_BUY,34.0,MEDIUM (52%),0.046,126.59,143.38,+13.27%,,,,,,,,
Top 50,39,CNL,,STRONG_BUY,33.5,MEDIUM (53%),0.064,12.4,13.2,+6.42%,,,,,,,,
Top 50,40,OZ,,STRONG_BUY,34.1,LOW (49%),0.081,63.72,73.98,+16.12%,,,,,,,,
Top 50,41,NHS,,STRONG_BUY,32.0,MEDIUM (51%),0.193,7.33,8.59,+17.09%,,,,,,,,
Top 50,42,VZLA,,BUY,26.3,MEDIUM (60%),0.172,5.27,4.62,-12.24%,,,,,,,,
Top 50,43,BITE,,BUY,27.0,MEDIUM (56%),0.165,12.5,12.98,+3.85%,,,,,,,N/A,⚠️
Top 50,44,INDO,,BUY,29.7,LOW (50%),0.071,2.95,3.39,+15.00%,,,,,,,,
Top 50,45,ACU,,BUY,28.9,MEDIUM (51%),0.173,38.87,44.48,+14.43%,,,,,9.0%,17.7,Consumer Defensive,⚠️
Top 50,46,ERC,,BUY,28.4,MEDIUM (51%),0.222,9.4,10.72,+13.99%,,,,,,,,
Top 50,47,EP,,BUY,29.3,LOW (50%),0.091,3.32,4.47,+34.59%,,,,,,,,
Top 50,48,VCXB,,STRONG_BUY,31.5,LOW (46%),0.164,11.07,12.69,+14.59%,,,,,,,,
Top 50,49,DMYY,,BUY,26.2,MEDIUM (54%),0.087,12.8,13.59,+6.17%,,,,,,,,
Top 50,50,VFL,,STRONG_BUY,32.3,LOW (44%),0.078,10.16,11.82,+16.36%,,,,,,,,
,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,PHGE,AMEX,,,,,     2.75,,,631.19,476952,,,,,,
Top 20 Momentum,2,NBY,AMEX,,,,,     2.81,,,172.82,460458,,,,,,
Top 20 Momentum,3,YCBD,AMEX,,,,,     1.20,,,86.92,16318455,,,,,,
Top 20 Momentum,4,AXIL,AMEX,,,,,     8.00,,,64.59,1512756,,,13.8%,39.2,Technology,⚠️
Top 20 Momentum,5,LUD,AMEX,,,,,    10.60,,,61.59,104310,,,,,,
Top 20 Momentum,6,VTAK,AMEX,,,,,     3.00,,,54.40,56149,,,,,,
Top 20 Momentum,7,USAS,AMEX,,,,,     5.77,,,48.71,3530458,,,,,,
Top 20 Momentum,8,DC,AMEX,,,,,     5.75,,,43.39,1273167,,,,,,
Top 20 Momentum,9,ITRG,AMEX,,,,,     4.15,,,41.16,1638846,,,,,,
Top 20 Momentum,10,PW,AMEX,,,,,     1.00,,,40.85,1975403,,,,,,
Top 20 Momentum,11,SLI,AMEX,,,,,     4.56,,,39.88,3640177,,,,,,
Top 20 Momentum,12,NFGC,AMEX,,,,,     2.83,,,37.38,1728061,,,,,,
Top 20 Momentum,13,TMQ,AMEX,,,,,     4.82,,,36.93,5291492,,,,,,
Top 20 Momentum,14,IAUX,AMEX,,,,,     1.35,,,35.00,5006376,,,,,,
Top 20 Momentum,15,MAIA,AMEX,,,,,     1.36,,,30.77,881747,,,,,,
Top 20 Momentum,16,AUST,AMEX,,,,,     1.98,,,30.26,94690,,,-19.4%,,Basic Materials,⚠️
Top 20 Momentum,17,TRT,AMEX,,,,,     8.72,,,29.19,27397,,,,,,
Top 20 Momentum,18,MYO,AMEX,,,,,     1.05,,,28.69,832616,,,,,,
Top 20 Momentum,19,VGZ,AMEX,,,,,     2.27,,,28.25,1164522,,,,,,
Top 20 Momentum,20,CTGO,AMEX,,,,,    27.81,,,27.04,134226,,,,,,
,,,,,,,,,,,,,,,,,,
Top 20 Volume,1,BMNR,AMEX,,,,,    39.21,,,,,  2117217922,35.49,-86.3%,,Financial Services,⚠️
Top 20 Volume,2,LEU,AMEX,,,,,   268.50,,,,,    217545726,6.82,,,,
Top 20 Volume,3,UUUU,AMEX,,,,,    15.82,,,,,    144371938,12.44,,,,
Top 20 Volume,4,BTG,AMEX,,,,,     4.68,,,,,    142468009,1.74,7.2%,32.6,Basic Materials,⚠️
Top 20 Volume,5,NGD,AMEX,,,,,     8.55,,,,,    130612792,3.26,,,,
Top 20 Volume,6,DNN,AMEX,,,,,     2.76,,,,,    118604987,9.52,,,,
Top 20 Volume,7,EQX,AMEX,,,,,    14.68,,,,,    106476341,4.63,,,,
Top 20 Volume,8,AAP,AMEX,,,,,    48.29,,,,,     70038147,-8.61,-23.9%,,Consumer Cyclical,⚠️
Top 20 Volume,9,IMO,AMEX,,,,,    91.90,,,,,     53773208,-6.42,,,,
Top 20 Volume,10,YCBD,AMEX,,,,,     1.20,,,,,     36972747,108.15,,,,
Top 20 Volume,11,IE,AMEX,,,,,    15.43,,,,,     34963041,20.17,,,,
Top 20 Volume,12,VZLA,AMEX,,,,,     5.27,,,,,     32790103,3.54,,,,
Top 20 Volume,13,PLMR,AMEX,,,,,   126.59,,,,,     31430892,3.41,,,,
Top 20 Volume,14,ORLA,AMEX,,,,,    13.12,,,,,     28847053,-6.42,,,,
Top 20 Volume,15,PMI,AMEX,,,,,     3.05,,,,,     26412455,43.87,,,,
Top 20 Volume,16,AXIL,AMEX,,,,,     8.00,,,,,     25450699,58.63,13.8%,39.2,Technology,⚠️
Top 20 Volume,17,UMAC,AMEX,,,,,    10.67,,,,,     23326203,26.27,,,,
Top 20 Volume,18,NG,AMEX,,,,,     9.70,,,,,     23022303,-4.72,,,,
Top 20 Volume,19,USAS,AMEX,,,,,     5.77,,,,,     21160000,22.25,,,,
Top 20 Volume,20,TMQ,AMEX,,,,,     4.82,,,,,     17576584,8.07,,,,
