List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,1,DPRO,2025-12-23,POS,0.00,68.1,3,40.0,96.2,99.5,76.6,0.0,,,,,,,,,
Top 50 Composite,2,DTCK,2025-12-12,POS,0.00,67.1,3,40.0,88.1,97.9,100.0,30.0,,,,,,,,,
Top 50 Composite,3,AIOT,2025-12-23,CupHandle,5.53,66.8,3,60.4,86.8,72.4,62.5,0.0,,,,,,-9.0%,,Technology,⚠️
Top 50 Composite,4,DXR,2025-12-30,POS,0.00,66.6,3,40.0,98.9,97.9,100.0,100.0,,,,,,,,,
Top 50 Composite,5,AAON,2025-12-30,CupHandle,78.62,66.4,3,68.1,70.0,97.9,38.6,0.0,,,,,,12.1%,74.4,Industrials,⚠️
Top 50 Composite,6,ASTH,2025-12-19,POS,0.00,66.0,3,40.0,93.3,95.8,71.5,0.0,,,,,,1.8%,117.5,Healthcare,⚠️
Top 50 Composite,7,HSCSW,2025-12-18,CupHandle,0.14,65.3,3,81.5,71.7,50.0,88.5,100.0,,,,,,,,,
Top 50 Composite,8,KOPN,2025-12-19,POS,0.00,65.2,3,40.0,82.1,96.9,87.4,0.0,,,,,,,,,
Top 50 Composite,9,CHRS,2025-12-30,CupHandle,1.41,64.5,4,70.6,66.2,87.0,38.7,0.0,,,,,,,,,
Top 50 Composite,10,SOPA,2025-12-29,POS,0.00,63.2,4,40.0,100.0,55.7,100.0,30.0,,,,,,,,,
Top 50 Composite,11,FTAI,2025-12-30,POS,0.00,62.9,4,40.0,100.0,78.6,56.2,0.0,,,,,,,,,
Top 50 Composite,12,CELH,2025-12-24,POS,0.00,62.7,4,40.0,95.5,99.5,37.2,0.0,,,,,,3.1%,427.7,Consumer Defensive,⚠️
Top 50 Composite,13,MUU,2025-12-19,POS,0.00,62.6,4,40.0,100.0,66.7,77.1,20.0,,,,,,,,,
Top 50 Composite,14,ARRY,2025-12-23,POS,0.00,62.5,4,40.0,94.5,85.4,56.2,0.0,,,,,,-7.8%,,Technology,⚠️
Top 50 Composite,15,RPTX,2025-12-30,POS,0.00,62.2,4,40.0,86.4,64.1,100.0,5.0,,,,,,,,,
Top 50 Composite,16,IBKR,2025-12-23,POS,0.00,61.8,4,40.0,91.6,90.6,49.9,0.0,,,,,,,,,
Top 50 Composite,17,LITP,2025-12-26,POS,0.00,61.7,4,40.0,88.0,87.0,100.0,100.0,,,,,,,,,
Top 50 Composite,18,SOTK,2025-12-26,CupHandle,4.06,61.7,4,61.6,86.7,80.2,48.0,100.0,,,,,,,,,
Top 50 Composite,19,HLNE,2025-12-23,POS,0.00,61.6,4,40.0,100.0,64.1,65.6,0.0,,,,,,,,,
