List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,1,GAU,2025-12-30,CupHandle,2.59,59.3,4,74.5,39.4,82.3,49.3,0.0,,,,,,,,,
Top 50 Composite,2,VZLA,2025-12-19,POS,0.00,58.5,4,40.0,91.4,69.8,52.2,0.0,,,,,,,,,
Top 50 Composite,3,BTG,2025-12-22,POS,0.00,58.4,4,40.0,75.9,100.0,43.7,0.0,,,,,,7.2%,32.6,Basic Materials,⚠️
Top 50 Composite,4,HYLN,2025-12-26,POS,0.00,55.3,4,40.0,62.2,97.9,51.3,0.0,,,,,,,,,
Top 50 Composite,5,AAP,2025-12-29,POS,0.00,55.0,4,40.0,64.7,89.1,55.6,0.0,,,,,,-23.9%,,Consumer Cyclical,⚠️
Top 50 Composite,6,GROY,2025-12-23,POS,0.00,53.2,4,40.0,66.3,94.8,30.4,0.0,,,,,,,,,
Top 50 Composite,7,NHS,2025-12-15,POS,0.00,53.1,4,40.0,68.8,99.0,57.5,100.0,,,,,,,,,
Top 50 Composite,8,DSS,2025-12-26,POS,0.00,52.9,4,40.0,55.1,92.7,92.6,100.0,,,,,,,,,
Top 50 Composite,9,BDL,2025-12-30,POS,0.00,52.6,4,40.0,70.4,60.9,100.0,100.0,,,,,,31.6%,11.7,Consumer Cyclical,⚠️
Top 50 Composite,10,IAF,2025-12-26,POS,0.00,52.5,4,40.0,75.0,96.9,42.8,100.0,,,,,,,,,
Top 50 Composite,11,GGN,2025-12-26,POS,0.00,52.0,4,40.0,75.3,85.4,53.4,100.0,,,,,,,,,
Top 50 Composite,12,ITRG,2025-12-12,POS,0.00,51.7,4,40.0,73.5,60.4,49.0,0.0,,,,,,,,,
Top 50 Composite,13,ELLO,2025-12-22,POS,0.00,51.3,4,40.0,100.0,55.2,36.0,100.0,,,,,,,,,
Top 50 Composite,14,CMCL,2025-12-26,POS,0.00,51.2,4,40.0,70.7,95.3,44.0,100.0,,,,,,,,,
Top 50 Composite,15,PLX,2025-12-30,POS,0.00,51.2,4,40.0,51.3,87.5,56.2,0.0,,,,,,,,,
Top 50 Composite,16,UTG,2025-12-30,POS,0.00,51.1,4,40.0,79.4,82.3,42.6,100.0,,,,,,,,,
Top 50 Composite,17,NRO,2025-12-30,POS,0.00,50.8,4,40.0,72.3,69.3,71.7,100.0,,,,,,,,,
Top 50 Composite,18,GLQ,2025-12-26,POS,0.00,50.7,4,40.0,70.0,77.1,65.7,100.0,,,,,,,,,
Top 50 Composite,19,FTF,2025-12-30,POS,0.00,50.6,4,40.0,71.6,75.5,63.0,100.0,,,,,,,,,
Top 50 Composite,20,BHM,2025-12-30,POS,0.00,50.6,4,40.0,100.0,2.1,100.0,100.0,,,,,,-5.1%,,Real Estate,⚠️
Top 50 Composite,21,NBH,2025-12-30,POS,0.00,50.5,4,40.0,71.5,77.6,60.0,100.0,,,,,,,,,
Top 50 Composite,22,REI,2025-12-29,POS,0.00,50.4,4,40.0,46.2,100.0,43.9,0.0,,,,,,,,,
Top 50 Composite,23,CRF,2025-12-30,POS,0.00,50.1,4,40.0,59.3,85.4,33.9,0.0,,,,,,,,,
Top 50 Composite,24,INTT,2025-12-30,POS,0.00,50.1,4,40.0,74.7,83.3,42.7,100.0,,,,,,,,,
Top 50 Composite,25,FAX,2025-12-23,POS,0.00,49.9,4,40.0,71.9,91.7,36.4,100.0,,,,,,,,,
Top 50 Composite,26,NML,2025-12-30,POS,0.00,49.8,4,40.0,72.5,71.4,60.4,100.0,,,,,,,,,
Top 50 Composite,27,FCO,2025-12-30,POS,0.00,49.7,4,40.0,78.3,52.6,72.3,100.0,,,,,,,,,
Top 50 Composite,28,UUU,2025-12-29,POS,0.00,49.6,4,40.0,73.9,85.9,37.4,100.0,,,,,,,,,
Top 50 Composite,29,GLDG,2025-12-17,POS,0.00,49.2,4,40.0,49.8,89.1,41.6,0.0,,,,,,,,,
Top 50 Composite,30,IMO,2025-12-30,POS,0.00,49.1,4,40.0,72.4,64.1,26.4,0.0,,,,,,,,,
Top 50 Composite,31,WYY,2025-12-30,POS,0.00,49.0,4,40.0,57.0,70.3,87.7,100.0,,,,,,,,,
Top 50 Composite,32,AEON,2025-12-24,POS,0.00,48.8,4,40.0,84.2,64.6,38.0,100.0,,,,,,,0.4,Healthcare,⚠️
Top 50 Composite,33,CLM,2025-12-26,POS,0.00,48.5,4,40.0,55.0,84.4,31.4,0.0,,,,,,,,,
Top 50 Composite,34,AMS,2025-12-16,POS,0.00,48.4,4,40.0,73.8,77.1,40.0,100.0,,,,,,-11.9%,,Healthcare,⚠️
Top 50 Composite,35,EAD,2025-12-30,POS,0.00,48.1,4,40.0,59.9,83.3,58.4,100.0,,,,,,,,,
Top 50 Composite,36,FLYX,2025-12-30,POS,0.00,48.0,4,40.0,92.5,39.1,47.3,100.0,,,,,,,,,
Top 50 Composite,37,GLO,2025-12-26,POS,0.00,47.9,4,40.0,69.1,83.9,36.7,100.0,,,,,,,,,
Top 50 Composite,38,SCCD,2025-12-29,POS,0.00,47.6,4,40.0,56.7,70.3,78.2,100.0,,,,,,,,,
Top 50 Composite,39,DNN,2025-12-26,POS,0.00,47.2,4,40.0,37.1,96.4,43.3,0.0,,,,,,,,,
Top 50 Composite,40,DVS,2025-12-23,POS,0.00,47.2,4,40.0,61.5,50.0,53.0,0.0,,,,,,,,,
Top 50 Composite,41,IDR,2025-12-30,POS,0.00,46.8,4,40.0,29.7,83.3,72.2,0.0,,,,,,,,,
Top 50 Composite,42,URG,2025-12-30,POS,0.00,46.7,4,40.0,55.3,87.0,17.9,10.0,,,,,,,,,
Top 50 Composite,43,NRXS,2025-12-30,POS,0.00,46.5,4,40.0,90.0,32.3,15.5,10.0,,,,,,,,,
Top 50 Composite,44,ACCS,2025-12-23,POS,0.00,46.5,4,40.0,84.3,50.0,38.3,100.0,,,,,,-36.3%,,Communication Services,⚠️
Top 50 Composite,45,PTHS,2025-12-11,POS,0.00,46.1,4,40.0,90.4,50.0,23.3,100.0,,,,,,,,,
Top 50 Composite,46,SLSR,2025-12-30,POS,0.00,46.1,4,40.0,47.8,89.6,59.6,100.0,,,,,,,,,
Top 50 Composite,47,AEF,2025-12-30,POS,0.00,45.7,4,40.0,77.4,51.0,45.8,100.0,,,,,,14.6%,8.0,Financial Services,⚠️
Top 50 Composite,48,CATX,2025-12-30,POS,0.00,45.7,4,40.0,41.5,91.7,28.8,0.0,,,,,,-37.3%,,Healthcare,⚠️
Top 50 Composite,49,ERC,2025-12-30,POS,0.00,45.7,4,40.0,55.9,86.5,43.9,100.0,,,,,,,,,
Top 50 Composite,50,GLU,2025-12-23,POS,0.00,45.7,4,40.0,67.0,34.4,89.1,100.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,NBY,,,     4.85,,,,,,,,AMEX,344.95,2944030,,,,,,
Top 20 Momentum,2,YCBD,,,     1.36,,,,,,,,AMEX,122.44,35527603,,,,,,
Top 20 Momentum,3,NRXS,,,     4.51,,,,,,,,AMEX,66.42,998163,,,,,,
Top 20 Momentum,4,TRT,,,    13.54,,,,,,,,AMEX,59.29,46508,,,,,,
Top 20 Momentum,5,AXIL,,,     7.88,,,,,,,,AMEX,57.60,2162823,,,13.8%,39.2,Technology,⚠️
Top 20 Momentum,6,AEON,,,     1.08,,,,,,,,AMEX,44.29,186655,,,,0.4,Healthcare,⚠️
Top 20 Momentum,7,ZDGE,,,     3.14,,,,,,,,AMEX,33.62,3084873,,,,,,
Top 20 Momentum,8,CNL,,,    15.01,,,,,,,,AMEX,31.15,52539,,,,,,
Top 20 Momentum,9,COHN,,,    21.96,,,,,,,,AMEX,29.86,49814,,,,,,
Top 20 Momentum,10,IAUX,,,     1.57,,,,,,,,AMEX,25.60,8516449,,,,,,
Top 20 Momentum,11,ITRG,,,     4.49,,,,,,,,AMEX,24.03,1736754,,,,,,
Top 20 Momentum,12,BHM,,,    11.60,,,,,,,,AMEX,22.95,8804,,,-5.1%,,Real Estate,⚠️
Top 20 Momentum,13,FLYX,,,     4.07,,,,,,,,AMEX,21.49,15707,,,,,,
Top 20 Momentum,14,ELLO,,,    26.20,,,,,,,,AMEX,20.46,2985,,,,,,
Top 20 Momentum,15,UUU,,,     5.11,,,,,,,,AMEX,20.24,31182,,,,,,
Top 20 Momentum,16,USAS,,,     5.34,,,,,,,,AMEX,19.46,4257760,,,,,,
Top 20 Momentum,17,MXC,,,    10.38,,,,,,,,AMEX,16.79,4416,,,,,,
Top 20 Momentum,18,VZLA,,,     5.77,,,,,,,,AMEX,16.57,6232571,,,,,,
Top 20 Momentum,19,CATX,,,     2.74,,,,,,,,AMEX,14.64,1430922,,,-37.3%,,Healthcare,⚠️
Top 20 Momentum,20,MCRP,,,     1.28,,,,,,,,AMEX,14.29,488715,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Volume,1,BMNR,,,    27.72,,,,,,,,AMEX,,,    999449898,-11.61,-86.3%,,Financial Services,⚠️
Top 20 Volume,2,LEU,,,   247.03,,,,,,,,AMEX,,,    206634349,-5.63,,,,
Top 20 Volume,3,NGD,,,     8.89,,,,,,,,AMEX,,,    164405059,0.79,,,,
Top 20 Volume,4,EQX,,,    14.20,,,,,,,,AMEX,,,    131412598,0.71,,,,
Top 20 Volume,5,BTG,,,     4.80,,,,,,,,AMEX,,,    129388045,5.73,7.2%,32.6,Basic Materials,⚠️
Top 20 Volume,6,UUUU,,,    15.07,,,,,,,,AMEX,,,    127873579,0.00,,,,
Top 20 Volume,7,DNN,,,     2.69,,,,,,,,AMEX,,,     91431337,-1.82,,,,
Top 20 Volume,8,AAP,,,    39.87,,,,,,,,AMEX,,,     81844757,-1.31,-23.9%,,Consumer Cyclical,⚠️
Top 20 Volume,9,ORLA,,,    13.71,,,,,,,,AMEX,,,     70990768,-3.31,,,,
Top 20 Volume,10,VZLA,,,     5.77,,,,,,,,AMEX,,,     46446961,7.45,,,,
Top 20 Volume,11,IDR,,,    41.49,,,,,,,,AMEX,,,     40071166,-9.57,,,,
Top 20 Volume,12,UMAC,,,    11.91,,,,,,,,AMEX,,,     38766575,20.91,,,,
Top 20 Volume,13,NBY,,,     4.85,,,,,,,,AMEX,,,     34133581,-8.49,,,,
Top 20 Volume,14,IMO,,,    86.96,,,,,,,,AMEX,,,     33751872,3.38,,,,
Top 20 Volume,15,IE,,,    16.14,,,,,,,,AMEX,,,     30373949,3.73,,,,
Top 20 Volume,16,USAS,,,     5.34,,,,,,,,AMEX,,,     27974820,-3.44,,,,
Top 20 Volume,17,PLMR,,,   134.92,,,,,,,,AMEX,,,     25882513,-0.03,,,,
Top 20 Volume,18,NG,,,     9.49,,,,,,,,AMEX,,,     24199149,-4.53,,,,
Top 20 Volume,19,SLI,,,     4.54,,,,,,,,AMEX,,,     20710619,-11.15,,,,
Top 20 Volume,20,IAUX,,,     1.57,,,,,,,,AMEX,,,     17833703,1.95,,,,
