List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,1,FSUN,2026-01-22,CupHandle,39.93,82.1,2,77.8,87.4,74.0,61.6,0.0,,,,,,,,,
Top 50 Composite,2,CNTA,2026-01-21,CupHandle,23.23,79.1,2,77.5,65.8,89.1,77.8,0.0,,,,,,,,,
Top 50 Composite,3,BBGI,2026-01-26,CupHandle,5.58,78.4,2,73.3,74.9,95.8,91.6,2.7,,,,,,-5.9%,,Communication Services,⚠️
Top 50 Composite,4,OPCH,2026-01-13,CupHandle,34.75,73.3,3,72.4,87.7,55.7,67.8,1.0,,,,,,,,,
Top 50 Composite,5,LNSR,2026-01-23,CupHandle,12.51,73.1,3,75.9,69.9,78.1,49.3,13.8,,,,,,,,,
Top 50 Composite,6,COO,2026-01-12,CupHandle,83.23,72.8,3,72.4,74.3,77.1,58.5,0.0,,,,,,,,,
Top 50 Composite,7,WULF,2026-01-23,CupHandle,14.12,71.6,3,70.0,69.8,93.2,60.9,1.0,,,,,,,,,
Top 50 Composite,8,ADTN,2026-01-23,CupHandle,9.55,70.9,3,75.7,74.1,45.3,59.2,1.0,,,,,,-11.8%,,Technology,⚠️
Top 50 Composite,9,SIBN,2026-01-07,CupHandle,21.40,70.0,3,81.1,50.3,46.4,46.5,0.0,,,,,,,,,
Top 50 Composite,10,DXCM,2026-01-22,CupHandle,73.92,69.6,3,76.1,62.6,51.0,65.7,0.0,,,,,,,,,
Top 50 Composite,11,UPWK,2026-01-23,CupHandle,22.11,69.3,3,70.3,81.5,59.9,52.3,0.0,,,,,,,,,
Top 50 Composite,12,URNJ,2026-01-20,CupHandle,32.66,68.8,3,75.2,50.0,77.6,70.5,7.4,,,,,,,,,
Top 50 Composite,13,OFLX,2026-01-21,CupHandle,33.09,68.5,3,74.9,64.3,61.5,60.0,12.6,,,,,,,,,
Top 50 Composite,14,FSTR,2026-01-21,CupHandle,29.56,68.3,3,69.5,88.8,58.3,60.8,16.3,,,,,,,,,
Top 50 Composite,15,OVLY,2026-01-21,CupHandle,32.17,68.0,3,73.7,88.3,29.2,66.1,17.5,,,,,,,,,
Top 50 Composite,16,DVXP,2026-01-26,CupHandle,24.87,67.7,3,74.1,73.2,50.0,100.0,29.0,,,,,,,,,
Top 50 Composite,17,HTCO,2026-01-23,CupHandle,9.10,67.7,3,75.6,67.9,41.1,74.6,11.6,,,,,,,,,
Top 50 Composite,18,USAU,2026-01-23,CupHandle,22.60,67.5,3,79.5,67.8,7.3,67.4,0.0,,,,,,,,,
Top 50 Composite,19,JRVR,2026-01-12,CupHandle,6.59,67.1,3,72.7,69.0,53.1,48.0,0.0,,,,,,,,,
Top 50 Composite,20,BOOM,2026-01-15,CupHandle,8.61,66.9,3,73.7,65.7,51.0,62.2,5.0,,,,,,-0.2%,,Industrials,⚠️
