List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,WTS,2026-02-05,STRONG_BUY,0.132,72.1,3,,+2.32%,,,,,,,,
Top 50 Composite,2,DGX,2026-02-05,STRONG_BUY,0.088,70.3,3,,+4.29%,,,,,,,,
Top 50 Composite,3,YUM,2026-02-05,STRONG_BUY,0.091,70.1,3,,+9.09%,,,,,,,,
Top 50 Composite,4,MEC,2026-02-05,STRONG_BUY,0.113,69.6,3,,+8.93%,,,,,,,,
Top 50 Composite,5,CCS,2026-02-05,STRONG_BUY,0.043,66.0,3,,+14.20%,,,,,,,,
Top 50 Composite,6,VMI,2026-02-05,STRONG_BUY,0.054,69.8,3,,-0.01%,,,,,,,,
Top 50 Composite,7,DTM,2026-02-05,STRONG_BUY,0.051,68.1,3,,-7.76%,,,,,,,,
Top 50 Composite,8,NVS,2026-02-05,STRONG_BUY,0.050,65.4,3,,-0.15%,,,,,,,,
Top 50 Composite,9,DHT,2026-02-05,STRONG_BUY,0.141,66.4,3,,+2.45%,,,,,,,,
Top 50 Composite,10,GRDN,2026-02-05,STRONG_BUY,0.068,64.7,2,,-0.08%,,,,,,,,
Top 50 Composite,11,RGA,2026-02-05,STRONG_BUY,0.114,63.0,2,,+7.19%,,,,,,,,
Top 50 Composite,12,MGY,2026-02-05,STRONG_BUY,0.197,62.4,2,,+9.09%,,,,,,,,
Top 50 Composite,13,WMS,2026-02-05,STRONG_BUY,0.072,63.6,2,,+0.30%,,,,,,,,
Top 50 Composite,14,RRX,2026-02-05,STRONG_BUY,0.051,67.3,3,,-0.31%,,,,,,,,
Top 50 Composite,15,WTM,2026-02-05,STRONG_BUY,0.174,63.5,2,,+9.11%,,,,,,,,
Top 50 Composite,16,CPF,2026-02-05,STRONG_BUY,0.053,66.7,3,,+7.01%,,,,,,,,
Top 50 Composite,17,CpF,2026-02-05,STRONG_BUY,0.053,66.7,3,,+7.01%,,,,,,,,
Top 50 Composite,18,NUW,2026-02-05,STRONG_BUY,0.110,58.5,2,,+11.37%,,,,,,,,
Top 50 Composite,19,ITT,2026-02-05,STRONG_BUY,0.134,61.8,2,,-1.85%,,,,,,,,
Top 50 Composite,20,CFR,2026-02-05,STRONG_BUY,0.076,59.4,2,,+1.69%,,,,,,,,
Top 50 Composite,21,ESE,2026-02-05,STRONG_BUY,0.089,60.1,2,,-10.02%,,,,,,,,
Top 50 Composite,22,NAN,2026-02-05,STRONG_BUY,-0.040,57.4,2,,+11.32%,,,,,,,,
Top 50 Composite,23,NPO,2026-02-05,STRONG_BUY,0.080,65.4,3,,-3.02%,,,,,,,,
Top 50 Composite,24,SPB,2026-02-05,STRONG_BUY,0.109,60.6,2,,+11.00%,,,,,,,,
Top 50 Composite,25,TRP,2026-02-05,STRONG_BUY,0.107,62.3,2,,-1.00%,,,,,,,,
Top 50 Composite,26,BJ,2026-02-05,STRONG_BUY,0.074,63.0,2,,+10.17%,,,,,,,,
Top 50 Composite,27,XPO,2026-02-05,STRONG_BUY,0.064,61.5,2,,-7.08%,,,,,,,,
Top 50 Composite,28,BFH,2026-02-05,STRONG_BUY,0.063,58.6,2,,-8.01%,,,,,,,,
Top 50 Composite,29,ACA,2026-02-05,STRONG_BUY,0.119,65.5,3,,+1.63%,,,,,,,,
Top 50 Composite,30,AME,2026-02-05,STRONG_BUY,0.041,57.3,2,,+4.73%,,,,,,,,
Top 50 Composite,31,NRP,2026-02-05,STRONG_BUY,0.071,56.9,2,,+7.73%,,,,,,,,
Top 50 Composite,32,LH,2026-02-05,STRONG_BUY,0.091,56.8,2,,+4.02%,,,,,,,,
Top 50 Composite,33,PNW,2026-02-05,STRONG_BUY,0.043,61.3,2,,+12.33%,,,,,,,,
Top 50 Composite,34,NMZ,2026-02-05,STRONG_BUY,0.047,58.0,2,,+13.84%,,,,,,,,
Top 50 Composite,35,AGCO,2026-02-05,STRONG_BUY,0.172,58.1,2,,+5.02%,,,,,,,,
Top 50 Composite,36,HTD,2026-02-05,STRONG_BUY,0.134,59.5,2,,+1.63%,,,,,,,,
Top 50 Composite,37,AIZN,2026-02-05,STRONG_BUY,0.090,56.0,2,,+9.94%,,,,,,,,
Top 50 Composite,38,SGI,2026-02-05,STRONG_BUY,0.064,59.8,2,,-4.31%,,,,,,,,
Top 50 Composite,39,TAK,2026-02-05,STRONG_BUY,0.077,60.7,2,,+6.22%,,,,,,,,
Top 50 Composite,40,ECL,2026-02-05,STRONG_BUY,0.053,59.7,2,,+11.01%,,,,,,,,
Top 50 Composite,41,WPC,2026-02-05,STRONG_BUY,0.040,63.1,2,,+3.88%,,,,,,,,
Top 50 Composite,42,FMX,2026-02-05,STRONG_BUY,0.052,56.4,2,,+9.63%,,,,,,,,
Top 50 Composite,43,CRS,2026-02-05,STRONG_BUY,0.062,54.2,2,,-19.18%,,,,,,,,
Top 50 Composite,44,PLpC,2026-02-05,STRONG_BUY,0.140,56.6,2,,-5.55%,,,,,,,,
Top 50 Composite,45,PLOW,2026-02-05,STRONG_BUY,0.065,56.8,2,,-3.79%,,,,,,,,
Top 50 Composite,46,ABCB,2026-02-05,STRONG_BUY,0.042,62.8,2,,-3.24%,,,,,,,,
Top 50 Composite,47,FRT,2026-02-05,STRONG_BUY,0.044,58.6,2,,+9.00%,,,,,,,,
Top 50 Composite,48,FAF,2026-02-05,STRONG_BUY,0.106,57.8,2,,+9.89%,,,,,,,,
Top 50 Composite,49,GFF,2026-02-05,STRONG_BUY,0.064,55.7,2,,+0.97%,,,,,,,,
Top 50 Composite,50,AROC,2026-02-05,STRONG_BUY,0.122,56.9,2,,+2.86%,,,,,,,,
