List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,BHM,2026-02-17,CupHandle,10.82,62.8,4,75.4,50.0,55.2,49.8,18.5,,,,,
Top 50 Composite,2,BDL,2026-02-09,CupHandle,33.21,60.7,4,68.7,61.6,77.1,22.4,20.9,,,,,
Top 50 Composite,3,ESP,2026-02-09,DarvasBox,60.14,60.4,4,75.9,66.6,0.5,81.4,17.9,,,,,
Top 50 Composite,4,ACU,2026-02-17,CupHandle,44.32,52.6,4,64.7,68.3,36.5,36.1,18.2,,,,,
Top 50 Composite,5,AULTpD,2026-02-02,CupHandle,23.42,52.3,4,66.1,26.7,94.3,39.0,19.8,,,,,
Top 50 Composite,6,OPHC,2026-02-04,CupHandle,4.95,51.9,4,67.7,65.7,10.4,51.4,15.6,,,,,
Top 50 Composite,7,GENC,2026-01-30,CupHandle,14.34,51.5,4,68.3,59.6,18.8,33.4,14.3,,,,,
Top 50 Composite,8,CIX,2026-02-13,CupHandle,24.58,51.2,4,59.6,64.8,65.1,46.3,19.4,,,,,
Top 50 Composite,9,SIM,2026-02-10,CupHandle,30.75,50.4,4,61.7,63.2,47.4,58.1,22.9,,,,,
Top 50 Composite,10,TMP,2026-01-30,DarvasBox,80.12,49.4,4,67.0,63.6,1.0,38.6,4.9,,,,,
Top 50 Composite,11,LGCY,2026-02-13,CupHandle,11.55,48.4,4,62.0,50.9,33.9,100.0,10.6,,,,,
Top 50 Composite,12,EVI,2026-01-30,CupHandle,25.70,44.0,4,63.6,23.4,63.5,40.8,18.2,,,,,
Top 50 Composite,13,BCV,2026-01-29,CupHandle,24.24,42.2,4,61.7,28.5,59.9,28.3,16.8,,,,,
Top 50 Composite,14,RLGT,2026-02-09,CupHandle,7.04,37.3,4,59.6,38.4,1.0,92.3,1.0,,,,,
Top 50 Composite,15,PRK,2026-02-03,CupHandle,171.21,33.9,4,53.2,61.8,1.0,44.1,6.9,,,,,
Top 50 Composite,16,NML,2026-02-11,CupHandle,9.74,33.5,4,55.0,45.5,5.7,63.0,0.0,,,,,
Top 50 Composite,17,INTT,2026-02-03,DarvasBox,9.67,33.0,4,51.1,59.8,13.5,41.2,7.4,,,,,
Top 50 Composite,18,OBE,2026-02-11,DarvasBox,8.03,30.1,4,54.8,39.1,0.5,51.9,0.0,,,,,
,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,TCGL,,,   172.84,,,,,,,,AMEX_Yahoo,1995.03,2150362,,
Top 20 Momentum,2,BATL,,,     2.68,,,,,,,,AMEX_Yahoo,117.89,16123967,,
Top 20 Momentum,3,SIF,,,    12.90,,,,,,,,AMEX_Yahoo,111.13,96754,,
Top 20 Momentum,4,PHGE,,,     5.90,,,,,,,,AMEX_Yahoo,92.81,2974431,,
Top 20 Momentum,5,CATX,,,     4.85,,,,,,,,AMEX_Yahoo,90.20,7177350,,
Top 20 Momentum,6,TRX,,,     1.64,,,,,,,,AMEX_Yahoo,72.63,13851756,,
Top 20 Momentum,7,PZG,,,     2.21,,,,,,,,AMEX_Yahoo,53.47,3108043,,
Top 20 Momentum,8,PLX,,,     2.98,,,,,,,,AMEX_Yahoo,43.96,1610127,,
Top 20 Momentum,9,ARMP,,,     8.15,,,,,,,,AMEX_Yahoo,36.29,39369,,
Top 20 Momentum,10,GORO,,,     1.59,,,,,,,,AMEX_Yahoo,35.90,13853699,,
