List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,CSCL,2026-02-05,STRONG_BUY,0.067,68.4,3,,+1.68%,,,,,,,,
Top 50 Composite,2,COCO,2026-02-05,STRONG_BUY,0.052,67.8,3,,-6.36%,,,,,,,,
Top 50 Composite,3,ADI,2026-02-05,STRONG_BUY,0.101,67.8,3,,+3.92%,,,,,,,,
Top 50 Composite,4,PLXS,2026-02-05,STRONG_BUY,0.057,64.2,2,,-6.11%,,,,,,,,
Top 50 Composite,5,QVAL,2026-02-05,STRONG_BUY,0.131,63.8,2,,+8.28%,,,,,,,,
Top 50 Composite,6,FELE,2026-02-05,STRONG_BUY,0.061,68.3,3,,+12.48%,,,,,,,,
Top 50 Composite,7,CBOE,2026-02-05,STRONG_BUY,0.105,61.3,2,,+5.50%,,,,,,,,
Top 50 Composite,8,HIFS,2026-02-05,STRONG_BUY,0.085,66.3,3,,+9.25%,,,,,,,,
Top 50 Composite,9,LFUS,2026-02-05,STRONG_BUY,0.065,64.1,2,,+5.15%,,,,,,,,
Top 50 Composite,10,EWBC,2026-02-05,STRONG_BUY,0.047,64.9,2,,-0.62%,,,,,,,,
Top 50 Composite,11,CASS,2026-02-05,STRONG_BUY,0.096,64.2,2,,+10.76%,,,,,,,,
Top 50 Composite,12,CASY,2026-02-05,STRONG_BUY,0.126,60.5,2,,-8.47%,,,,,,,,
Top 50 Composite,13,MCFT,2026-02-05,STRONG_BUY,0.067,62.9,2,,+7.68%,,,,,,,,
Top 50 Composite,14,NXST,2026-02-05,STRONG_BUY,0.064,57.0,2,,+1.77%,,,,,,,,
Top 50 Composite,15,FCFS,2026-02-05,STRONG_BUY,0.124,58.6,2,,-0.10%,,,,,,,,
Top 50 Composite,16,PLPC,2026-02-05,STRONG_BUY,0.140,56.7,2,,-3.31%,,,,,,,,
Top 50 Composite,17,FISI,2026-02-05,STRONG_BUY,0.065,59.3,2,,+3.70%,,,,,,,,
Top 50 Composite,18,SITM,2026-02-05,STRONG_BUY,0.090,58.2,2,,-14.89%,,,,,,,,
Top 50 Composite,19,HBT,2026-02-05,STRONG_BUY,0.107,62.4,2,,-0.90%,,,,,,,,
Top 50 Composite,20,PEP,2026-02-05,STRONG_BUY,0.145,61.9,2,,+10.73%,,,,,,,,
Top 50 Composite,21,PATK,2026-02-05,STRONG_BUY,0.059,60.2,2,,-2.37%,,,,,,,,
Top 50 Composite,22,EWJV,2026-02-05,STRONG_BUY,0.175,58.6,2,,+1.41%,,,,,,,,
Top 50 Composite,23,ABCB,2026-02-05,STRONG_BUY,0.042,62.9,2,,-2.49%,,,,,,,,
Top 50 Composite,24,RGTZ,2026-02-05,STRONG_BUY,0.496,60.7,2,,-8.38%,,,,,,,,
Top 50 Composite,25,PFG,2026-02-05,STRONG_BUY,0.130,59.3,2,,+6.06%,,,,,,,,
Top 50 Composite,26,WFRD,2026-02-05,STRONG_BUY,0.065,59.2,2,,+6.06%,,,,,,,,
Top 50 Composite,27,ZION,2026-02-05,STRONG_BUY,0.071,62.1,2,,-1.13%,,,,,,,,
