List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,1,BKTI,2026-01-05,CupHandle,77.16,64.5,4,64.1,83.3,79.7,49.1,11.7,,,,,,38.7%,23.1,Technology,⚠️
Top 50 Composite,2,BHB,2025-12-19,CupHandle,32.42,55.3,4,64.2,49.8,74.5,44.0,4.0,,,,,,7.5%,15.0,Financial Services,⚠️
Top 50 Composite,3,ESP,2026-01-05,CupHandle,46.94,51.5,4,66.0,40.0,65.1,43.7,17.0,,,,,,,,,
Top 50 Composite,4,CNL,2025-12-29,CupHandle,14.75,49.9,4,71.6,30.0,26.6,55.9,9.1,,,,,,,,,
Top 50 Composite,5,CMT,2025-12-19,CupHandle,21.29,47.5,4,68.9,26.5,38.5,56.9,14.2,,,,,,,,,
Top 50 Composite,6,PLMR,2025-12-19,CupHandle,134.96,30.5,4,54.4,29.6,22.4,48.5,0.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,CANF,,,     4.29,,,,,,,,AMEX,1283.87,11839081,,,,,,⚠️
Top 20 Momentum,2,NBY,,,     7.39,,,,,,,,AMEX,205.37,2703115,,,,,,
Top 20 Momentum,3,MCRP,,,     1.79,,,,,,,,AMEX,77.23,375574,,,,,,
Top 20 Momentum,4,YCBD,,,     1.10,,,,,,,,AMEX,73.23,34024611,,,,,,
Top 20 Momentum,5,NRXS,,,     4.44,,,,,,,,AMEX,60.87,966334,,,,,,
Top 20 Momentum,6,AEON,,,     1.13,,,,,,,,AMEX,47.71,227586,,,,0.4,Healthcare,⚠️
Top 20 Momentum,7,ZDGE,,,     3.75,,,,,,,,AMEX,45.35,3100051,,,,,,
Top 20 Momentum,8,UMAC,,,    14.68,,,,,,,,AMEX,39.54,2844130,,,,,,
Top 20 Momentum,9,AXIL,,,     6.25,,,,,,,,AMEX,24.60,1789415,,,13.8%,39.2,Technology,⚠️
Top 20 Momentum,10,BHM,,,    10.25,,,,,,,,AMEX,23.49,10090,,,-5.1%,,Real Estate,⚠️
Top 20 Momentum,11,UUUU,,,    18.34,,,,,,,,AMEX,23.42,9332264,,,,,,
Top 20 Momentum,12,ELLO,,,    27.07,,,,,,,,AMEX,22.49,4373,,,,,,
Top 20 Momentum,13,LEU,,,   322.97,,,,,,,,AMEX,22.07,986479,,,,,,
Top 20 Momentum,14,CNL,,,    14.44,,,,,,,,AMEX,22.06,58500,,,,,,
Top 20 Momentum,15,WRN,,,     3.04,,,,,,,,AMEX,20.63,1183869,,,,,,
Top 20 Momentum,16,URG,,,     1.64,,,,,,,,AMEX,20.59,14814238,,,,,,
Top 20 Momentum,17,DNN,,,     3.22,,,,,,,,AMEX,19.70,40602815,,,,,,
Top 20 Momentum,18,MXC,,,    11.10,,,,,,,,AMEX,16.68,3750,,,,,,
Top 20 Momentum,19,NGD,,,     9.07,,,,,,,,AMEX,15.84,17531607,,,,,,
Top 20 Momentum,20,COHN,,,    21.96,,,,,,,,AMEX,13.78,56557,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Volume,1,BMNR,,,    32.33,,,,,,,,AMEX,,,  1291934719,14.20,-86.3%,,Financial Services,⚠️
Top 20 Volume,2,LEU,,,   322.97,,,,,,,,AMEX,,,    322478763,27.00,,,,
Top 20 Volume,3,UUUU,,,    18.34,,,,,,,,AMEX,,,    205514168,25.27,,,,
Top 20 Volume,4,CANF,,,     4.29,,,,,,,,AMEX,,,    134259858,1905.61,,,,⚠️
Top 20 Volume,5,DNN,,,     3.22,,,,,,,,AMEX,,,    124523464,19.70,,,,
Top 20 Volume,6,NGD,,,     9.07,,,,,,,,AMEX,,,    124020270,-2.79,,,,
Top 20 Volume,7,BTG,,,     4.55,,,,,,,,AMEX,,,    122883882,-5.21,7.2%,32.6,Basic Materials,⚠️
Top 20 Volume,8,EQX,,,    14.50,,,,,,,,AMEX,,,    104691259,-2.09,,,,
Top 20 Volume,9,AAP,,,    38.89,,,,,,,,AMEX,,,     91127367,-5.72,-23.9%,,Consumer Cyclical,⚠️
Top 20 Volume,10,IMO,,,    87.13,,,,,,,,AMEX,,,     64393971,1.82,,,,
Top 20 Volume,11,IDR,,,    45.26,,,,,,,,AMEX,,,     53534433,-0.13,,,,
Top 20 Volume,12,UMAC,,,    14.68,,,,,,,,AMEX,,,     49543204,20.23,,,,
Top 20 Volume,13,VZLA,,,     5.61,,,,,,,,AMEX,,,     38913333,-5.24,,,,
Top 20 Volume,14,USAS,,,     5.63,,,,,,,,AMEX,,,     38176463,-8.90,,,,
Top 20 Volume,15,CLM,,,     8.46,,,,,,,,AMEX,,,     25092852,1.20,,,,
Top 20 Volume,16,IE,,,    16.17,,,,,,,,AMEX,,,     24994489,-4.04,,,,
Top 20 Volume,17,ORLA,,,    14.16,,,,,,,,AMEX,,,     24500991,-3.01,,,,
Top 20 Volume,18,PLMR,,,   129.34,,,,,,,,AMEX,,,     23317642,-4.04,,,,
Top 20 Volume,19,NG,,,     9.96,,,,,,,,AMEX,,,     21525928,-2.16,,,,
Top 20 Volume,20,CRF,,,     8.09,,,,,,,,AMEX,,,     15044447,1.38,,,,
