List,Rank,Symbol,Exchange,Signal,Score,Confidence,IC10d,Price,Predicted,Return,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50,1,BKV,,STRONG_BUY,67.8,HIGH (76%),0.14,29.07,33.6,+15.57%,,,,,2.7%,58.6,Energy,⚠️
Top 50,2,AME,,STRONG_BUY,69.1,MEDIUM (74%),0.07,199.8,258.96,+29.61%,,,,,14.6%,36.0,Industrials,⚠️
Top 50,3,NBR,,STRONG_BUY,67.2,HIGH (76%),0.057,56.31,64.02,+13.70%,,,,,,,,
Top 50,4,LOW,,STRONG_BUY,66.6,MEDIUM (74%),0.078,246.2,316.48,+28.55%,,,,,,,,
Top 50,5,WPM,,STRONG_BUY,65.4,MEDIUM (74%),0.182,112.83,125.08,+10.86%,,,,,,,,
Top 50,6,DDS,,STRONG_BUY,66.6,MEDIUM (71%),0.055,698.18,803.51,+15.09%,,,,,,,,
Top 50,7,NXG,,STRONG_BUY,63.4,MEDIUM (74%),0.193,51.04,65.76,+28.84%,,,,,,,,
Top 50,8,QSR,,STRONG_BUY,65.3,MEDIUM (71%),0.102,73.54,94.48,+28.48%,,,,,,,,
Top 50,9,AMBQ,,STRONG_BUY,66.4,MEDIUM (69%),0.249,30.2,43.13,+42.83%,,,,,,,Technology,⚠️
Top 50,10,HL,,STRONG_BUY,62.2,MEDIUM (73%),0.074,17.0,17.08,+0.45%,,,,,,,,
Top 50,11,MOH,,STRONG_BUY,61.8,MEDIUM (71%),0.094,156.88,201.38,+28.37%,,,,,,,,
Top 50,12,VPG,,STRONG_BUY,63.0,MEDIUM (69%),0.198,38.34,43.06,+12.31%,,,,,,,,
Top 50,13,SHOC,,STRONG_BUY,61.0,MEDIUM (71%),0.065,71.15,81.22,+14.15%,,,,,,,,
Top 50,14,PAC,,STRONG_BUY,62.2,MEDIUM (68%),0.135,242.63,290.46,+19.71%,,,,,,,,
Top 50,15,AAM,,STRONG_BUY,57.8,MEDIUM (73%),0.182,10.64,13.45,+26.39%,,,,,,,Financial Services,⚠️
Top 50,16,MSGE,,STRONG_BUY,59.6,MEDIUM (70%),0.085,52.97,61.28,+15.68%,,,,,,,,
Top 50,17,TALO,,STRONG_BUY,60.8,MEDIUM (69%),0.184,11.46,13.99,+22.12%,,,,,,,,
Top 50,18,PDS,,STRONG_BUY,62.2,MEDIUM (67%),0.074,70.92,85.01,+19.87%,,,,,,,,
Top 50,19,HTB,,STRONG_BUY,59.1,MEDIUM (70%),0.162,42.26,53.84,+27.41%,,,,,,,,
Top 50,20,WMT,,STRONG_BUY,58.6,MEDIUM (70%),0.085,115.06,123.4,+7.25%,,,,,,,,
Top 50,21,PLOW,,STRONG_BUY,54.3,HIGH (76%),0.073,33.44,38.78,+15.97%,,,,,,,,
Top 50,22,DIAX,,STRONG_BUY,58.2,MEDIUM (70%),0.19,15.22,19.06,+25.22%,,,,,,,,
Top 50,23,CIVI,,STRONG_BUY,60.0,MEDIUM (68%),0.104,30.35,38.54,+26.97%,,,,,,,,
Top 50,24,MIXT,,STRONG_BUY,59.6,MEDIUM (68%),0.174,14.55,15.88,+9.16%,,,,,,,,
Top 50,25,HBM,,STRONG_BUY,59.3,MEDIUM (68%),0.065,17.57,18.84,+7.26%,,,,,,,,
Top 50,26,GATX,,STRONG_BUY,60.1,MEDIUM (67%),0.117,167.21,210.39,+25.82%,,,,,,,,
Top 50,27,STXV,,STRONG_BUY,57.7,MEDIUM (69%),0.167,33.26,41.69,+25.34%,,,,,,,,
Top 50,28,HTH,,STRONG_BUY,60.2,MEDIUM (66%),0.093,35.11,43.4,+23.60%,,,,,,,,
Top 50,29,CDAY,,STRONG_BUY,57.7,MEDIUM (69%),0.397,69.52,88.1,+26.72%,,,,,,,N/A,⚠️
Top 50,30,SKY,,STRONG_BUY,60.2,MEDIUM (66%),0.086,85.38,102.08,+19.56%,,,,,,,,
Top 50,31,GAB,,STRONG_BUY,58.0,MEDIUM (68%),0.177,6.26,7.73,+23.49%,,,,,,,,
Top 50,32,BCX,,STRONG_BUY,55.4,MEDIUM (71%),0.308,10.76,12.87,+19.65%,,,,,,22.4,Financial Services,⚠️
Top 50,33,RGT,,STRONG_BUY,57.1,MEDIUM (69%),0.16,12.89,15.51,+20.34%,,,,,,,,
Top 50,34,SGI,,STRONG_BUY,53.2,MEDIUM (74%),0.166,92.31,104.41,+13.11%,,,,,,,,
Top 50,35,LCII,,STRONG_BUY,58.3,MEDIUM (67%),0.106,115.0,136.63,+18.80%,,,,,,,,
Top 50,36,SAN,,STRONG_BUY,58.6,MEDIUM (66%),0.1,11.3,11.74,+3.93%,,,,,,,,
Top 50,37,CFR,,STRONG_BUY,57.4,MEDIUM (67%),0.077,126.64,154.17,+21.74%,,,,,15.5%,14.0,Financial Services,⚠️
Top 50,38,M,,STRONG_BUY,57.3,MEDIUM (67%),0.035,22.57,25.62,+13.50%,,,,,,,,
Top 50,39,BGS,,STRONG_BUY,55.8,MEDIUM (69%),0.21,4.64,5.89,+26.84%,,,,,-40.9%,,Consumer Defensive,⚠️
Top 50,40,FNV,,STRONG_BUY,57.9,MEDIUM (66%),0.093,202.93,225.69,+11.22%,,,,,,,,
Top 50,41,HSBC,,STRONG_BUY,54.9,MEDIUM (70%),0.19,74.08,81.0,+9.35%,,,,,,,,
Top 50,42,FTV,,STRONG_BUY,62.7,MEDIUM (61%),0.048,53.75,70.96,+32.02%,,,,,,,,
Top 50,43,ARES,,STRONG_BUY,58.0,MEDIUM (66%),0.069,163.07,195.22,+19.72%,,,,,17.1%,61.8,Financial Services,⚠️
Top 50,44,BFH,,STRONG_BUY,56.4,MEDIUM (68%),0.113,73.83,83.39,+12.95%,,,,,16.3%,7.4,Financial Services,✅
Top 50,45,CADE,,STRONG_BUY,56.7,MEDIUM (67%),0.078,43.15,52.18,+20.93%,,,,,9.2%,15.2,Financial Services,⚠️
Top 50,46,DLX,,STRONG_BUY,56.2,MEDIUM (68%),0.039,20.89,25.94,+24.19%,,,,,,,,
Top 50,47,TGT,,STRONG_BUY,57.9,MEDIUM (66%),0.048,94.62,119.13,+25.91%,,,,,,,,
Top 50,48,FIS,,STRONG_BUY,60.4,MEDIUM (63%),0.092,66.66,88.0,+32.01%,,,,,,,,
Top 50,49,VIK,,STRONG_BUY,53.2,MEDIUM (71%),0.04,68.85,75.93,+10.29%,,,,,,,,
Top 50,50,GFF,,STRONG_BUY,51.5,MEDIUM (73%),0.145,73.9,90.45,+22.40%,,,,,,,,
,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,HPP,NYSE,,,,,    13.94,,,548.37,6694625,,,,,,
Top 20 Momentum,2,DBI,NYSE,,,,,     8.47,,,109.65,1448104,,,,,,
Top 20 Momentum,3,ANVS,NYSE,,,,,     4.41,,,81.48,5413233,,,-246.1%,,Healthcare,⚠️
Top 20 Momentum,4,EVTL,NYSE,,,,,     7.28,,,69.30,2220324,,,,,,
Top 20 Momentum,5,EB,NYSE,,,,,     4.43,,,54.36,2544617,,,,,,
