List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,ESP,2026-01-05,CupHandle,46.94,57.2,4,66.0,56.2,61.5,84.4,17.6,,,,,
Top 50 Composite,2,BHB,2025-12-19,CupHandle,32.42,55.3,4,64.2,49.8,74.5,44.0,4.0,,,,,
Top 50 Composite,3,UUU,2026-01-05,CupHandle,6.05,54.1,4,65.5,31.6,72.4,100.0,3.2,,,,,
Top 50 Composite,4,CNL,2025-12-29,CupHandle,14.75,52.9,4,71.6,50.9,13.0,45.4,8.7,,,,,
Top 50 Composite,5,BKTI,2026-01-05,CupHandle,77.16,51.0,4,64.1,36.9,75.0,47.7,12.1,,,,,
Top 50 Composite,6,CMT,2025-12-19,CupHandle,21.29,47.5,4,68.9,26.5,38.5,56.9,14.2,,,,,
Top 50 Composite,7,PLMR,2025-12-19,CupHandle,134.96,30.5,4,54.4,29.6,22.4,48.5,0.0,,,,,
,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,CANF,,,     4.36,,,,,,,,AMEX,1441.73,11139585,,
Top 20 Momentum,2,NBY,,,    19.16,,,,,,,,AMEX,584.29,3170383,,
Top 20 Momentum,3,FLYX,,,     7.23,,,,,,,,AMEX,81.66,6432771,,
Top 20 Momentum,4,NRXS,,,     4.44,,,,,,,,AMEX,67.55,1075881,,
Top 20 Momentum,5,MCRP,,,     2.09,,,,,,,,AMEX,67.20,280036,,
Top 20 Momentum,6,UMAC,,,    14.68,,,,,,,,AMEX,46.51,3008957,,
Top 20 Momentum,7,ZDGE,,,     3.75,,,,,,,,AMEX,34.89,3481690,,
Top 20 Momentum,8,AEON,,,     1.09,,,,,,,,AMEX,32.59,225954,,
Top 20 Momentum,9,LEU,,,   322.97,,,,,,,,AMEX,29.70,967228,,
Top 20 Momentum,10,URG,,,     1.64,,,,,,,,AMEX,28.12,11884451,,
Top 20 Momentum,11,DNN,,,     3.31,,,,,,,,AMEX,26.82,40843289,,
Top 20 Momentum,12,UUUU,,,    18.16,,,,,,,,AMEX,24.64,10043063,,
Top 20 Momentum,13,ELLO,,,    27.07,,,,,,,,AMEX,23.89,4471,,
Top 20 Momentum,14,DDC,,,     3.00,,,,,,,,AMEX,21.95,71415,,
Top 20 Momentum,15,PTHS,,,    28.00,,,,,,,,AMEX,21.79,23197,,
Top 20 Momentum,16,BHM,,,    10.25,,,,,,,,AMEX,21.16,10052,,
Top 20 Momentum,17,MAIA,,,     1.63,,,,,,,,AMEX,19.85,632179,,
Top 20 Momentum,18,WRN,,,     3.04,,,,,,,,AMEX,18.29,1202328,,
Top 20 Momentum,19,MPTI,,,    63.26,,,,,,,,AMEX,17.37,43113,,
Top 20 Momentum,20,CMCL,,,    29.18,,,,,,,,AMEX,14.21,214270,,
,,,,,,,,,,,,,,,,,
Top 20 Volume,1,BMNR,,,    30.06,,,,,,,,AMEX,,,  1214155865,5.33
Top 20 Volume,2,LEU,,,   322.97,,,,,,,,AMEX,,,    343030174,29.58
Top 20 Volume,3,UUUU,,,    18.16,,,,,,,,AMEX,,,    234436159,20.50
Top 20 Volume,4,BTG,,,     4.50,,,,,,,,AMEX,,,    153282043,-0.88
Top 20 Volume,5,DNN,,,     3.31,,,,,,,,AMEX,,,    146927853,22.59
Top 20 Volume,6,NGD,,,     9.56,,,,,,,,AMEX,,,    142498897,7.54
Top 20 Volume,7,EQX,,,    14.16,,,,,,,,AMEX,,,    109071005,1.22
Top 20 Volume,8,FLYX,,,     7.23,,,,,,,,AMEX,,,    104502396,76.77
Top 20 Volume,9,AAP,,,    43.84,,,,,,,,AMEX,,,    100382231,9.96
Top 20 Volume,10,IMO,,,    87.13,,,,,,,,AMEX,,,     71570138,1.37
Top 20 Volume,11,UMAC,,,    14.68,,,,,,,,AMEX,,,     51985254,26.33
Top 20 Volume,12,NBY,,,    19.16,,,,,,,,AMEX,,,     43605243,294.24
Top 20 Volume,13,IDR,,,    47.80,,,,,,,,AMEX,,,     43306089,10.96
Top 20 Volume,14,USAS,,,     5.63,,,,,,,,AMEX,,,     39695204,4.07
Top 20 Volume,15,VZLA,,,     5.61,,,,,,,,AMEX,,,     39053704,2.00
Top 20 Volume,16,IE,,,    16.17,,,,,,,,AMEX,,,     25789724,0.68
Top 20 Volume,17,PLMR,,,   129.34,,,,,,,,AMEX,,,     24783817,-4.46
Top 20 Volume,18,ORLA,,,    14.21,,,,,,,,AMEX,,,     23465499,3.65
Top 20 Volume,19,CLM,,,     8.40,,,,,,,,AMEX,,,     22902835,0.72
Top 20 Volume,20,NG,,,    10.08,,,,,,,,AMEX,,,     21977091,6.22
