================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: AMEX_Yahoo
Date: 2026-02-16
Ranking Method: Baseline (Rule-Based)
Fallback Reason: Training error: Input y contains NaN.
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      AAp           nan      nan     0.0000   nan         
2      ACCS          nan      nan     0.0000   nan         
3      ACU           nan      nan     0.0000   nan         
4      AEF           nan      nan     0.0000   nan         
5      AEON          nan      nan     0.0000   nan         
6      AIM           nan      nan     0.0000   nan         
7      AIRI          nan      nan     0.0000   nan         
8      AMA           nan      nan     0.0000   nan         
9      AMBO          nan      nan     0.0000   nan         
10     AMPE          nan      nan     0.0000   nan         
11     AMS           nan      nan     0.0000   nan         
12     AMZE          nan      nan     0.0000   nan         
13     ANV           nan      nan     0.0000   nan         
14     APT           nan      nan     0.0000   nan         
15     APUS          nan      nan     0.0000   nan         
16     AREN          nan      nan     0.0000   nan         
17     ARMN          nan      nan     0.0000   nan         
18     ARMP          nan      nan     0.0000   nan         
19     ASM           nan      nan     0.0000   nan         
20     ATCH          nan      nan     0.0000   nan         
21     ATEK          nan      nan     0.0000   nan         
22     ATNM          nan      nan     0.0000   nan         
23     AULTpD        nan      nan     0.0000   nan         
24     AUMN          nan      nan     0.0000   nan         
25     AUST          nan      nan     0.0000   nan         
26     AWX           nan      nan     0.0000   nan         
27     AXIL          nan      nan     0.0000   nan         
28     AZTR          nan      nan     0.0000   nan         
29     BATL          nan      nan     0.0000   nan         
30     BCV           nan      nan     0.0000   nan         
31     BDL           nan      nan     0.0000   nan         
32     BGI           nan      nan     0.0000   nan         
33     BHB           nan      nan     0.0000   nan         
34     BHM           nan      nan     0.0000   nan         
35     BKTI          nan      nan     0.0000   nan         
36     BMNR          nan      nan     0.0000   nan         
37     BQ            nan      nan     0.0000   nan         
38     BRBS          nan      nan     0.0000   nan         
39     BRIA          nan      nan     0.0000   nan         
40     BRN           nan      nan     0.0000   nan         
41     BTG           nan      nan     0.0000   nan         
42     BTIM          nan      nan     0.0000   nan         
43     BURU          nan      nan     0.0000   nan         
44     CANF          nan      nan     0.0000   nan         
45     CATX          nan      nan     0.0000   nan         
46     CCEL          nan      nan     0.0000   nan         
47     CET           nan      nan     0.0000   nan         
48     CEV           nan      nan     0.0000   nan         
49     CHGS          nan      nan     0.0000   nan         
50     CHOW          nan      nan     0.0000   nan         

================================================================================
