List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,ESP,2025-12-22,CupHandle,45.32,51.7,4,62.6,60.8,55.7,38.9,17.0,,,,,
Top 50 Composite,2,VZLA,2025-12-19,POS,0.00,40.1,4,40.0,91.4,69.8,52.2,0.0,,,,,
Top 50 Composite,3,NHS,2025-12-15,POS,0.00,39.0,4,40.0,68.8,99.0,57.5,0.0,,,,,
Top 50 Composite,4,UTG,2025-12-30,POS,0.00,38.3,4,40.0,79.4,82.3,42.6,0.0,,,,,
Top 50 Composite,5,GGN,2025-12-26,POS,0.00,38.3,4,40.0,75.3,85.4,53.4,0.0,,,,,
Top 50 Composite,6,UMAC,2025-12-30,POS,0.00,37.3,4,40.0,90.4,53.6,56.9,0.0,,,,,
Top 50 Composite,7,ELLO,2025-12-22,POS,0.00,37.3,4,40.0,100.0,55.2,36.0,24.6,,,,,
Top 50 Composite,8,CRF,2026-01-02,POS,0.00,37.0,4,40.0,71.3,80.2,67.1,0.0,,,,,
Top 50 Composite,9,ACCS,2026-01-02,POS,0.00,36.4,4,40.0,99.4,50.0,29.1,18.3,,,,,
Top 50 Composite,10,INTT,2025-12-30,POS,0.00,36.2,4,40.0,74.7,83.3,42.7,13.0,,,,,
Top 50 Composite,11,EAD,2026-01-02,POS,0.00,35.9,4,40.0,67.7,80.7,64.9,0.0,,,,,
Top 50 Composite,12,NML,2025-12-30,POS,0.00,35.5,4,40.0,72.5,71.4,60.4,0.0,,,,,
Top 50 Composite,13,IMO,2026-01-02,POS,0.00,34.8,4,40.0,77.0,67.7,35.5,0.0,,,,,
Top 50 Composite,14,ERH,2026-01-02,POS,0.00,34.4,4,40.0,67.1,88.5,34.2,15.5,,,,,
Top 50 Composite,15,CLM,2026-01-02,POS,0.00,33.8,4,40.0,59.3,82.3,64.0,0.0,,,,,
Top 50 Composite,16,GLO,2026-01-02,POS,0.00,32.6,4,40.0,58.0,81.8,49.5,0.0,,,,,
Top 50 Composite,17,GLQ,2026-01-02,POS,0.00,31.8,4,40.0,56.0,84.4,43.7,5.7,,,,,
Top 50 Composite,18,WYY,2026-01-02,POS,0.00,31.5,4,40.0,58.2,69.3,85.0,12.9,,,,,
Top 50 Composite,19,BDL,2026-01-02,POS,0.00,30.8,4,40.0,64.3,55.2,100.0,23.6,,,,,
Top 50 Composite,20,SCCD,2025-12-29,POS,0.00,30.5,4,40.0,56.7,70.3,78.2,19.7,,,,,
