Symbol,Exchange,Date,IC_5d,IC_10d,IC_20d,FFT_Freq,FFT_Power,FFT_Stability,Pattern_Score,Pattern_Age,Pattern_Type,Vol_20d,ATR_20d,Volume_ZScore,Volume_Ratio_5_20,RSI_14d,RSI_Slope,MACD_Hist,MA_Ratio_50_200,Price_vs_MA50,Kurtosis_20d,Skew_20d,Current_Price,Price_Change_5d,Price_Change_20d,Num_Signals,IC_Enabled_Count,Baseline_Score,ML_Score,Final_Score,Fundamental_Score
AAP,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.763327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.960955,0,0,,,,50.0
AAp,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.763327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.960955,0,0,,,,50.0
ACCS,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.065365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.715078,0,0,,,,50.0
ACU,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.804225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.474201,0,0,,,,50.0
AEF,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.16162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.347318,0,0,,,,50.0
AEON,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.893133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.65094,0,0,,,,50.0
AIM,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.072363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.441557,0,0,,,,50.0
AIRI,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.45202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.637977,0,0,,,,50.0
AMA,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,50.0
AMBO,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.765233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.985221,28.044973,0,0,,,,50.0
AMPE,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.120867,0.0,0.330935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.810467,-47.855068,0,0,,,,50.0
AMS,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.69538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.809523,0,0,,,,50.0
AMZE,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.936768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.109758,0,0,,,,50.0
ANV,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.321242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.659852,0,0,,,,50.0
APT,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.765894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.636368,0,0,,,,50.0
APUS,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.998995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.629627,0,0,,,,50.0
AREN,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.865676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.569025,0,0,,,,50.0
ARMN,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,1.39125,0.0,0.690701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.683356,-23.296219,0,0,,,,50.0
ARMP,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.987405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.781085,0,0,,,,50.0
ASM,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.873799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.257173,0,0,,,,50.0
ATCH,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.947192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.831857,0,0,,,,50.0
ATEK,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,50.0
ATNM,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.146678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.157893,0,0,,,,50.0
AULTPD,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.420795,0.0,1.63659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.782608,-4.438204,0,0,,,,50.0
AULTpD,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.420795,0.0,1.328171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.782608,-4.438204,0,0,,,,50.0
AUMN,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.136915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.412891,0,0,,,,50.0
AUST,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.53062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.343437,0,0,,,,50.0
AWX,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.039684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775193,0,0,,,,50.0
AXIL,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.474595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.408449,0,0,,,,50.0
AZTR,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.155323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.804877,0,0,,,,50.0
BATL,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.041191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.559323,0,0,,,,50.0
BCV,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.464864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.528284,0,0,,,,50.0
BDL,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.935309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.794944,-8.823529,0,0,,,,50.0
BGI,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.618134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76057,0,0,,,,50.0
BHB,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.579385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.509074,0,0,,,,50.0
BHM,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.927339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44087,0,0,,,,50.0
BKTI,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.164546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.412152,0,0,,,,50.0
BMNR,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.969383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.29412,0,0,,,,50.0
BQ,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.347187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.363636,0,0,,,,50.0
BRBS,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.546712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.493827,0,0,,,,50.0
BRIA,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.512062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.615386,0,0,,,,50.0
BRN,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.656873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.302326,0,0,,,,50.0
BTG,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.931205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.7837,0,0,,,,50.0
BTIM,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,50.0
BURU,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.733031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,50.0
CANF,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.018055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.065846,0,0,,,,50.0
CAQ,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,50.0
CATX,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.598936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.411215,0,0,,,,50.0
CCEL,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.140104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.963418,0,0,,,,50.0
CET,AMEX,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.082352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.079464,0,0,,,,50.0
