List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,1,DXCM,2026-01-12,CupHandle,70.98,74.0,3,78.6,56.5,67.7,76.3,0.0,,,,,,,,,
Top 50 Composite,2,SWBI,2026-01-09,CupHandle,10.78,73.7,3,76.4,74.1,60.4,45.0,0.0,,,,,,,,,
Top 50 Composite,3,SHLS,2026-01-12,CupHandle,9.62,72.3,3,73.9,59.0,88.0,63.6,0.0,,,,,,,,,
Top 50 Composite,4,INTW,2026-01-09,CupHandle,64.35,71.2,3,80.6,54.5,50.0,75.0,9.7,,,,,,,,,
Top 50 Composite,5,AMAL,2026-01-05,CupHandle,33.55,71.1,3,79.3,67.7,39.6,35.8,0.0,,,,,,13.9%,12.1,Financial Services,⚠️
Top 50 Composite,6,GT,2026-01-06,CupHandle,9.26,70.9,3,78.7,56.5,55.2,53.1,0.0,,,,,,,,,
Top 50 Composite,7,VEON,2026-01-14,CupHandle,54.08,70.6,3,65.2,85.3,95.3,64.5,4.9,,,,,,,,,
Top 50 Composite,8,MCHP,2026-01-06,CupHandle,74.87,70.6,3,75.0,62.0,72.9,42.2,1.0,,,,,,,,,
Top 50 Composite,9,ICHR,2026-01-13,CupHandle,26.13,70.2,3,75.5,86.3,21.4,85.2,9.0,,,,,,,,,
Top 50 Composite,10,FUSB,2026-01-13,CupHandle,14.00,69.8,3,78.3,40.3,80.7,100.0,18.8,,,,,,,,,
Top 50 Composite,11,CHDN,2026-01-08,CupHandle,111.52,69.8,3,75.4,71.3,45.8,54.6,0.0,,,,,,,,,
Top 50 Composite,12,HIMX,2026-01-13,CupHandle,8.53,69.8,3,71.2,64.1,82.8,61.2,0.0,,,,,,,,,
Top 50 Composite,13,OS,2026-01-06,CupHandle,23.61,69.7,3,71.0,62.6,100.0,32.4,6.1,,,,,,,,,
Top 50 Composite,14,PNTG,2026-01-14,CupHandle,28.82,69.6,3,70.8,70.2,75.0,59.0,0.0,,,,,,,,,
Top 50 Composite,15,DIOD,2026-01-14,CupHandle,55.81,69.1,3,72.1,58.8,84.9,50.6,0.0,,,,,,,,,
Top 50 Composite,16,SPRX,2026-01-09,CupHandle,40.62,68.8,3,68.4,73.8,84.4,45.5,0.0,,,,,,,,,
Top 50 Composite,17,GDEN,2026-01-09,CupHandle,27.49,67.9,3,67.0,70.1,95.8,39.6,0.0,,,,,,,,,
Top 50 Composite,18,CMCO,2026-01-13,CupHandle,20.03,67.9,3,73.9,70.1,39.6,77.9,0.5,,,,,,,,,
Top 50 Composite,19,SYNA,2026-01-05,CupHandle,79.16,67.9,3,77.5,70.7,13.5,84.7,1.1,,,,,,,,,
Top 50 Composite,20,AENT,2025-12-29,CupHandle,8.43,67.8,3,78.0,53.0,58.9,39.2,8.7,,,,,,19.9%,19.8,Communication Services,⚠️
Top 50 Composite,21,APEI,2026-01-09,CupHandle,40.31,67.3,3,71.3,55.3,89.1,37.5,0.0,,,,,,11.2%,32.3,Consumer Defensive,⚠️
Top 50 Composite,22,ATEX,2026-01-02,CupHandle,22.23,67.1,3,78.9,50.0,44.3,47.0,0.1,,,,,,50.4%,5.4,Communication Services,⚠️
Top 50 Composite,23,MSFD,2026-01-02,CupHandle,11.77,66.9,3,68.6,71.7,66.1,75.8,0.0,,,,,,,,,
Top 50 Composite,24,FVCB,2026-01-12,CupHandle,13.97,66.2,3,67.8,73.8,82.8,48.6,13.5,,,,,,,,,
Top 50 Composite,25,LINC,2026-01-14,CupHandle,25.14,65.6,3,68.6,70.3,62.5,69.4,0.0,,,,,,,,,
Top 50 Composite,26,NYAX,2026-01-14,CupHandle,58.72,65.5,3,73.9,71.8,51.0,53.5,26.5,,,,,,,,,
Top 50 Composite,27,SNCY,2026-01-12,CupHandle,17.44,65.3,3,72.2,50.0,66.1,100.0,5.4,,,,,,,,,
Top 50 Composite,28,BOOM,2026-01-14,CupHandle,8.44,65.2,3,72.1,65.7,51.0,62.2,5.0,,,,,,-0.2%,,Industrials,⚠️
Top 50 Composite,29,CYRX,2026-01-07,CupHandle,10.66,65.2,3,68.6,68.2,68.2,54.0,0.0,,,,,,,,,
Top 50 Composite,30,GILT,2026-01-12,CupHandle,17.07,65.1,3,75.1,57.7,36.5,96.0,7.7,,,,,,,,,
Top 50 Composite,31,TPG,2026-01-09,CupHandle,66.79,65.1,3,66.7,70.7,73.4,63.2,0.0,,,,,,,,,
Top 50 Composite,32,SSRM,2026-01-13,CupHandle,23.84,64.8,4,67.8,67.4,72.9,55.7,1.0,,,,,,,,,
Top 50 Composite,33,ICUI,2026-01-13,CupHandle,148.28,64.8,4,71.3,66.2,51.6,53.7,0.0,,,,,,,,,
Top 50 Composite,34,CPSS,2026-01-13,CupHandle,9.40,64.8,4,76.7,42.8,66.1,59.1,16.4,,,,,,,,,
Top 50 Composite,35,BLFS,2026-01-06,CupHandle,26.35,64.5,4,67.0,67.0,77.1,53.3,0.0,,,,,,-5.2%,,Healthcare,⚠️
Top 50 Composite,36,FITB,2026-01-08,CupHandle,49.82,64.2,4,71.8,64.7,44.8,62.9,0.0,,,,,,,,,
Top 50 Composite,37,AAON,2026-01-06,CupHandle,81.67,64.0,4,66.8,59.0,91.7,50.6,3.3,,,,,,12.1%,74.4,Industrials,⚠️
Top 50 Composite,38,SRTA,2026-01-13,CupHandle,5.40,63.9,4,70.9,66.1,50.0,51.6,0.0,,,,,,,,,
Top 50 Composite,39,MEOH,2026-01-05,CupHandle,42.93,63.9,4,75.7,47.3,47.9,66.4,3.8,,,,,,,,,
Top 50 Composite,40,FIP,2026-01-14,CupHandle,5.42,63.9,4,58.8,87.0,92.2,59.7,0.4,,,,,,,,,
Top 50 Composite,41,OPCH,2026-01-13,CupHandle,34.75,63.9,4,72.4,53.2,55.7,78.0,3.2,,,,,,,,,
Top 50 Composite,42,QTRX,2026-01-09,CupHandle,8.06,63.8,4,74.8,74.4,9.4,54.1,0.0,,,,,,,,,
Top 50 Composite,43,MDRR,2026-01-13,CupHandle,13.04,63.3,4,73.8,55.5,51.6,81.2,20.2,,,,,,,,,
Top 50 Composite,44,ADTN,2026-01-12,CupHandle,9.36,63.1,4,69.6,59.6,62.0,60.2,0.0,,,,,,-11.8%,,Technology,⚠️
Top 50 Composite,45,APPS,2026-01-14,CupHandle,5.24,63.0,4,67.7,68.8,62.5,46.2,0.0,,,,,,-46.9%,,Technology,⚠️
Top 50 Composite,46,PALD,2026-01-05,CupHandle,24.06,62.9,4,70.9,74.6,50.0,34.3,19.2,,,,,,,,,
Top 50 Composite,47,APLD,2026-01-07,CupHandle,29.56,62.9,4,69.0,62.2,64.1,48.9,1.0,,,,,,-7.9%,,Technology,⚠️
Top 50 Composite,48,ALGM,2026-01-14,CupHandle,32.25,62.7,4,67.7,82.1,34.4,63.3,0.6,,,,,,-1.4%,,Technology,⚠️
Top 50 Composite,49,WERN,2026-01-14,CupHandle,33.09,62.2,4,69.2,43.8,81.8,71.9,0.0,,,,,,,,,
Top 50 Composite,50,MXL,2026-01-13,CupHandle,18.34,62.2,4,75.2,29.6,69.8,58.4,0.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,WOK,,,     2.40,,,,,,,,NASDAQ,4445.45,5834102,,,,,,
Top 20 Momentum,2,DRCT,,,     1.72,,,,,,,,NASDAQ,2701.30,17165773,,,,,,
Top 20 Momentum,3,BIYA,,,     4.51,,,,,,,,NASDAQ,2269.94,151113,,,-40.6%,,Technology,⚠️
Top 20 Momentum,4,RVYL,,,     5.07,,,,,,,,NASDAQ,2192.04,814161,,,,,,
Top 20 Momentum,5,ASBP,,,     2.21,,,,,,,,NASDAQ,2178.35,37212558,,,,,Healthcare,⚠️
Top 20 Momentum,6,ORIS,,,     1.89,,,,,,,,NASDAQ,2134.04,1317881,,,,,,
