List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,1,WPP,2026-01-05,CupHandle,23.55,76.0,2,84.5,56.7,50.5,42.0,0.0,,,,,,,,,
Top 50 Composite,2,GEV,2026-01-20,CupHandle,684.86,75.0,2,68.2,86.2,97.4,60.2,0.0,,,,,,,,,
Top 50 Composite,3,BDX,2026-01-05,CupHandle,198.96,73.8,3,71.0,88.7,71.9,46.1,0.0,,,,,,6.5%,34.7,Healthcare,⚠️
Top 50 Composite,4,BAP,2026-01-13,CupHandle,311.50,73.6,3,74.6,67.4,83.3,65.3,8.0,,,,,,18.5%,15.5,Financial Services,✅
Top 50 Composite,5,AVNS,2026-01-15,CupHandle,12.34,72.4,3,69.7,89.9,64.6,64.7,0.0,,,,,,-46.7%,,Healthcare,⚠️
Top 50 Composite,6,LTM,2026-01-13,CupHandle,58.47,71.9,3,75.5,71.2,52.6,71.6,0.0,,,,,,,,,
Top 50 Composite,7,OOMA,2026-01-13,CupHandle,12.12,71.5,3,71.7,63.6,92.2,55.1,0.0,,,,,,,,,
Top 50 Composite,8,FFWM,2026-01-08,CupHandle,6.31,70.9,3,71.8,71.2,72.4,66.7,0.0,,,,,,,,,
Top 50 Composite,9,BTU,2026-01-09,CupHandle,33.80,69.3,3,70.9,82.2,51.0,64.9,0.0,,,,,,-0.4%,,Energy,⚠️
Top 50 Composite,10,SEI,2026-01-15,CupHandle,55.40,68.6,3,73.5,52.3,78.1,71.2,1.0,,,,,,,,,
Top 50 Composite,11,BALL,2026-01-06,CupHandle,54.30,67.9,3,73.2,66.3,63.0,35.0,0.0,,,,,,11.7%,22.1,Consumer Cyclical,⚠️
Top 50 Composite,12,SMFG,2026-01-09,CupHandle,20.20,67.8,3,72.3,66.9,60.9,56.7,0.0,,,,,,,,,
Top 50 Composite,13,PAGS,2026-01-08,CupHandle,9.93,67.8,3,68.0,73.3,78.6,55.7,0.0,,,,,,,,,
Top 50 Composite,14,GFI,2026-01-15,CupHandle,49.84,67.3,3,72.1,67.3,57.8,60.1,0.0,,,,,,,,,
Top 50 Composite,15,AVNT,2026-01-15,CupHandle,36.00,67.2,3,73.5,67.6,48.4,67.8,4.1,,,,,,4.8%,29.7,Basic Materials,⚠️
Top 50 Composite,16,ALSN,2026-01-15,CupHandle,111.55,67.0,3,73.2,65.4,51.0,62.6,0.4,,,,,,40.4%,13.5,Consumer Cyclical,⚠️
Top 50 Composite,17,GPRK,2026-01-20,CupHandle,7.45,66.9,3,70.7,47.9,95.8,61.9,0.0,,,,,,,,,
Top 50 Composite,18,RYI,2026-01-20,CupHandle,28.79,66.6,3,71.8,66.2,56.8,61.0,0.0,,,,,,,,,
Top 50 Composite,19,CNM,2026-01-15,CupHandle,57.86,66.3,3,76.2,56.9,42.2,59.0,0.0,,,,,,,,,
Top 50 Composite,20,GBCI,2026-01-15,CupHandle,48.39,66.2,3,67.6,84.1,55.2,52.4,0.0,,,,,,,,,
Top 50 Composite,21,OI,2026-01-05,CupHandle,15.25,66.1,3,78.0,39.0,66.1,34.7,0.0,,,,,,,,,
Top 50 Composite,22,BCPC,2026-01-15,Spoon,166.01,66.1,3,70.5,73.0,51.0,61.1,0.0,,,,,,12.1%,37.4,Basic Materials,⚠️
Top 50 Composite,23,SNDR,2026-01-06,CupHandle,28.56,66.0,3,66.6,70.8,85.4,42.3,0.0,,,,,,,,,
Top 50 Composite,24,BWXT,2026-01-15,CupHandle,213.25,66.0,3,65.4,74.7,82.8,71.6,6.2,,,,,,26.7%,61.7,Industrials,⚠️
Top 50 Composite,25,CSW,2026-01-14,CupHandle,321.37,65.9,3,71.2,72.0,50.0,51.7,0.0,,,,,,,,,
Top 50 Composite,26,BFH,2026-01-06,CupHandle,80.26,65.8,3,73.0,73.7,23.4,92.3,1.0,,,,,,16.3%,7.4,Financial Services,✅
Top 50 Composite,27,NPK,2026-01-15,CupHandle,119.18,65.5,3,69.0,70.0,65.1,69.1,6.7,,,,,,,,,
Top 50 Composite,28,TFIN,2026-01-20,CupHandle,67.36,65.3,3,72.5,67.2,42.7,62.3,0.0,,,,,,,,,
Top 50 Composite,29,AD,2026-01-14,CupHandle,57.19,65.2,3,70.3,67.1,50.0,84.2,0.0,,,,,,5.3%,22.6,Communication Services,⚠️
Top 50 Composite,30,R,2026-01-16,CupHandle,190.74,65.1,3,70.5,72.0,50.0,51.8,0.0,,,,,,,,,
Top 50 Composite,31,TPB,2026-01-09,CupHandle,109.97,65.1,3,72.4,65.6,51.0,40.8,0.0,,,,,,,,,
Top 50 Composite,32,WHD,2026-01-06,CupHandle,49.93,64.5,4,67.4,69.6,74.5,41.7,1.5,,,,,,,,,
Top 50 Composite,33,AXL,2026-01-06,CupHandle,7.05,64.5,4,69.1,70.4,59.4,51.0,1.5,,,,,,6.3%,23.5,Consumer Cyclical,⚠️
Top 50 Composite,34,CVLG,2026-01-06,CupHandle,24.66,64.4,4,73.7,72.2,28.1,39.6,0.0,,,,,,,,,
