List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,1,ESP,2026-01-09,CupHandle,47.32,73.0,3,78.6,64.3,60.4,89.1,17.5,,,,,,,,,
Top 50 Composite,2,UUUU,2026-01-09,CupHandle,18.16,64.7,4,65.4,68.9,83.9,63.2,1.7,,,,,,,,,
Top 50 Composite,3,SCCF,2026-01-06,CupHandle,23.31,57.8,4,67.7,47.1,72.9,75.7,19.5,,,,,,,,,
Top 50 Composite,4,BKTI,2026-01-12,CupHandle,82.99,57.7,4,67.1,50.0,68.2,65.5,11.2,,,,,,38.7%,23.1,Technology,⚠️
Top 50 Composite,5,LGCY,2026-01-08,CupHandle,10.31,55.8,4,68.6,35.1,80.7,37.5,12.2,,,,,,,,,
Top 50 Composite,6,CNL,2026-01-12,CupHandle,15.23,54.9,4,71.4,54.6,20.3,45.4,9.3,,,,,,,,,
Top 50 Composite,7,UUU,2026-01-05,CupHandle,6.05,54.1,4,65.5,31.6,72.4,100.0,3.2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,CANF,,,     4.25,,,,,,,,AMEX,1600.00,12314589,,,,,,⚠️
Top 20 Momentum,2,NBY,,,    19.16,,,,,,,,AMEX,549.49,3793742,,,,,,
Top 20 Momentum,3,UMAC,,,    17.46,,,,,,,,AMEX,97.07,4214732,,,,,,
Top 20 Momentum,4,FLYX,,,     5.63,,,,,,,,AMEX,81.03,8020556,,,,,,
Top 20 Momentum,5,NRXS,,,     4.60,,,,,,,,AMEX,59.72,1005539,,,,,,
Top 20 Momentum,6,MCRP,,,     2.09,,,,,,,,AMEX,50.36,243371,,,,,,
Top 20 Momentum,7,UUUU,,,    20.91,,,,,,,,AMEX,49.57,11072812,,,,,,
Top 20 Momentum,8,WWR,,,     1.24,,,,,,,,AMEX,44.81,2976700,,,,,,
Top 20 Momentum,9,DDC,,,     3.05,,,,,,,,AMEX,42.09,80704,,,,,,
Top 20 Momentum,10,PHGE,,,     2.64,,,,,,,,AMEX,40.43,51439,,,,,,
Top 20 Momentum,11,CMCL,,,    32.63,,,,,,,,AMEX,36.19,207391,,,,,,
Top 20 Momentum,12,KULR,,,     4.05,,,,,,,,AMEX,35.91,2386151,,,,,,
Top 20 Momentum,13,MAIA,,,     1.63,,,,,,,,AMEX,35.83,573149,,,,,,
Top 20 Momentum,14,LSF,,,     2.71,,,,,,,,AMEX,34.16,177587,,,,,,
Top 20 Momentum,15,LEU,,,   306.10,,,,,,,,AMEX,33.27,1042672,,,,,,
Top 20 Momentum,16,DNN,,,     3.38,,,,,,,,AMEX,31.52,39217752,,,,,,
Top 20 Momentum,17,URG,,,     1.83,,,,,,,,AMEX,30.71,10908640,,,,,,
Top 20 Momentum,18,GORO,,,     1.14,,,,,,,,AMEX,29.69,1979389,,,,,,
Top 20 Momentum,19,WRN,,,     3.42,,,,,,,,AMEX,28.09,1368927,,,,,,
Top 20 Momentum,20,TMQ,,,     5.63,,,,,,,,AMEX,26.52,3636966,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Volume,1,BMNR,,,    32.66,,,,,,,,AMEX,,,  1505108110,4.71,-86.3%,,Financial Services,⚠️
Top 20 Volume,2,LEU,,,   306.10,,,,,,,,AMEX,,,    382196950,12.33,,,,
Top 20 Volume,3,UUUU,,,    20.91,,,,,,,,AMEX,,,    294728446,25.36,,,,
Top 20 Volume,4,BTG,,,     4.68,,,,,,,,AMEX,,,    169858568,4.00,7.2%,32.6,Basic Materials,⚠️
Top 20 Volume,5,NGD,,,    10.55,,,,,,,,AMEX,,,    168098018,23.25,,,,
Top 20 Volume,6,DNN,,,     3.38,,,,,,,,AMEX,,,    163395564,11.55,,,,
Top 20 Volume,7,EQX,,,    14.68,,,,,,,,AMEX,,,    124406001,7.15,,,,
Top 20 Volume,8,FLYX,,,     5.63,,,,,,,,AMEX,,,    103043024,40.05,,,,
Top 20 Volume,9,UMAC,,,    17.46,,,,,,,,AMEX,,,     91658762,28.67,,,,
Top 20 Volume,10,IMO,,,    96.28,,,,,,,,AMEX,,,     89239284,8.07,,,,
Top 20 Volume,11,AAP,,,    42.88,,,,,,,,AMEX,,,     85102626,10.26,-23.9%,,Consumer Cyclical,⚠️
Top 20 Volume,12,NBY,,,    19.16,,,,,,,,AMEX,,,     54575845,226.41,,,,
Top 20 Volume,13,VZLA,,,     5.92,,,,,,,,AMEX,,,     43710534,7.25,,,,
Top 20 Volume,14,USAS,,,     6.18,,,,,,,,AMEX,,,     42573600,20.94,,,,
Top 20 Volume,15,IE,,,    17.81,,,,,,,,AMEX,,,     32459559,8.93,,,,
Top 20 Volume,16,IDR,,,    45.47,,,,,,,,AMEX,,,     29106514,10.55,,,,
Top 20 Volume,17,CLM,,,     8.50,,,,,,,,AMEX,,,     27017406,0.95,,,,
Top 20 Volume,18,PLMR,,,   130.41,,,,,,,,AMEX,,,     25318176,-1.07,,,,
Top 20 Volume,19,ORLA,,,    14.75,,,,,,,,AMEX,,,     24948858,11.91,,,,
Top 20 Volume,20,TMQ,,,     5.63,,,,,,,,AMEX,,,     23273539,22.66,,,,
