List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,SIM,2026-02-20,CupHandle,32.48,71.8,3,83.0,57.1,62.0,29.0,26.0,,,,,
Top 50 Composite,2,BHM,2026-02-17,CupHandle,10.82,68.3,3,75.4,74.3,43.2,70.2,19.2,,,,,
Top 50 Composite,3,ESP,2026-02-09,DarvasBox,60.14,61.6,4,75.9,72.2,1.0,70.0,17.3,,,,,
Top 50 Composite,4,CKX,2026-02-20,CupHandle,11.99,58.2,4,68.3,65.0,52.6,49.6,23.6,,,,,
Top 50 Composite,5,SCCF,2026-02-18,CupHandle,23.50,58.0,4,61.7,70.3,71.4,90.0,19.6,,,,,
Top 50 Composite,6,LGL,2026-02-20,CupHandle,7.39,55.7,4,65.2,66.5,51.6,49.3,18.4,,,,,
Top 50 Composite,7,LGCY,2026-02-13,CupHandle,11.55,50.9,4,62.0,67.7,21.4,96.7,9.0,,,,,
Top 50 Composite,8,OPHC,2026-02-04,CupHandle,4.95,50.2,4,67.7,60.5,0.5,74.2,12.9,,,,,
Top 50 Composite,9,AULTpD,2026-02-02,CupHandle,23.42,48.9,4,66.1,13.4,91.1,53.1,19.8,,,,,
Top 50 Composite,10,ACU,2026-02-20,CupHandle,44.80,48.3,4,64.9,40.3,47.9,60.3,18.1,,,,,
Top 50 Composite,11,BDL,2026-02-18,CupHandle,33.95,46.5,4,65.0,15.6,83.9,43.4,20.9,,,,,
Top 50 Composite,12,RLGT,2026-02-09,CupHandle,7.04,39.7,4,59.6,55.6,3.6,35.3,1.0,,,,,
Top 50 Composite,13,OBE,2026-02-11,DarvasBox,8.03,39.3,4,54.8,73.4,1.0,42.8,0.0,,,,,
Top 50 Composite,14,CIX,2026-02-13,CupHandle,24.58,37.5,4,59.6,18.5,58.9,41.2,19.4,,,,,
Top 50 Composite,15,NML,2026-02-11,CupHandle,9.74,33.2,4,55.0,46.3,5.7,51.5,0.0,,,,,
Top 50 Composite,16,INTT,2026-02-03,DarvasBox,9.67,29.1,4,51.1,36.8,32.3,30.5,9.4,,,,,
Top 50 Composite,17,PRK,2026-02-03,CupHandle,171.21,27.4,4,53.2,29.9,14.6,44.6,6.5,,,,,
,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,TCGL,,,   172.84,,,,,,,,AMEX_Yahoo,1989.96,2127186,,
Top 20 Momentum,2,BATL,,,     4.44,,,,,,,,AMEX_Yahoo,263.93,17234593,,
Top 20 Momentum,3,CATX,,,     5.65,,,,,,,,AMEX_Yahoo,111.61,6871696,,
Top 20 Momentum,4,SIF,,,    12.56,,,,,,,,AMEX_Yahoo,93.53,111735,,
Top 20 Momentum,5,TRX,,,     1.79,,,,,,,,AMEX_Yahoo,77.23,13140373,,
Top 20 Momentum,6,PLX,,,     3.06,,,,,,,,AMEX_Yahoo,46.41,1644161,,
Top 20 Momentum,7,MCRP,,,     3.73,,,,,,,,AMEX_Yahoo,44.02,312437,,
Top 20 Momentum,8,PHGE,,,     5.11,,,,,,,,AMEX_Yahoo,43.14,2706432,,
Top 20 Momentum,9,ARMP,,,     8.73,,,,,,,,AMEX_Yahoo,41.03,40486,,
