List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,MPTI,2026-03-26,DarvasBox,72.15,65.1,1,98.0,65.0,100.0,100.0,23.9,,,,,
Top 50 Composite,2,BHM,2026-03-19,CupHandle,10.75,64.7,1,100.0,65.0,100.0,46.4,24.5,,,,,
Top 50 Composite,3,NML,2026-03-27,DarvasBox,10.58,61.1,1,79.7,65.0,100.0,50.0,18.6,,,,,
Top 50 Composite,4,EGG,2026-03-24,CupHandle,5.70,61.0,1,100.0,65.0,50.0,100.0,25.3,,,,,
Top 50 Composite,5,UUU,2026-03-10,CupHandle,5.59,50.3,2,68.0,65.0,100.0,26.4,30.2,,,,,
Top 50 Composite,6,BDL,2026-03-12,CupHandle,34.42,48.4,2,73.9,65.0,100.0,96.8,37.0,,,,,
Top 50 Composite,7,ACU,2026-03-16,CupHandle,46.00,48.2,2,68.4,65.0,100.0,40.2,34.2,,,,,
Top 50 Composite,8,CIX,2026-03-12,CupHandle,24.30,42.0,3,63.8,65.0,100.0,37.9,36.7,,,,,
Top 50 Composite,9,DIT,2026-03-18,CupHandle,118.50,37.9,3,65.8,65.0,100.0,85.5,26.3,,,,,
Top 50 Composite,10,PTN,2026-03-20,CupHandle,21.45,37.6,3,67.1,65.0,100.0,36.7,25.0,,,,,
Top 50 Composite,11,AULTPD,2026-03-25,CupHandle,21.53,31.7,4,55.4,48.9,50.0,81.8,28.5,,,,,
,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,PED,,,    16.67,,,,,,,,AMEX_Yahoo,2288.25,708867,,
Top 20 Momentum,2,EONR,,,     1.02,,,,,,,,AMEX_Yahoo,104.82,73471014,,
Top 20 Momentum,3,SLND,,,     1.80,,,,,,,,AMEX_Yahoo,59.29,816657,,
Top 20 Momentum,4,GTE,,,     9.24,,,,,,,,AMEX_Yahoo,41.94,1051944,,
Top 20 Momentum,5,LPA,,,     3.28,,,,,,,,AMEX_Yahoo,31.20,22577,,
Top 20 Momentum,6,KNRX,,,     1.24,,,,,,,,AMEX_Yahoo,31.08,170908,,
Top 20 Momentum,7,APUS,,,     1.75,,,,,,,,AMEX_Yahoo,29.63,106105,,
Top 20 Momentum,8,AMBO,,,     2.05,,,,,,,,AMEX_Yahoo,28.04,13271,,
Top 20 Momentum,9,REPX,,,    36.71,,,,,,,,AMEX_Yahoo,24.65,477626,,
Top 20 Momentum,10,ELA,,,    16.84,,,,,,,,AMEX_Yahoo,22.65,189064,,
Top 20 Momentum,11,ACCS,,,     8.80,,,,,,,,AMEX_Yahoo,21.72,17380,,
Top 20 Momentum,12,OBE,,,     9.44,,,,,,,,AMEX_Yahoo,18.30,960387,,
Top 20 Momentum,13,TRT,,,     5.54,,,,,,,,AMEX_Yahoo,17.62,64690,,
Top 20 Momentum,14,EGG,,,     5.91,,,,,,,,AMEX_Yahoo,17.03,19572,,
Top 20 Momentum,15,GRO,,,     3.43,,,,,,,,AMEX_Yahoo,15.88,1170422,,
Top 20 Momentum,16,DMYY,,,    13.45,,,,,,,,AMEX_Yahoo,15.15,38212,,
Top 20 Momentum,17,CMT,,,    22.60,,,,,,,,AMEX_Yahoo,14.37,31700,,
Top 20 Momentum,18,UUU,,,     5.37,,,,,,,,AMEX_Yahoo,14.01,48038,,
Top 20 Momentum,19,MGLD,,,     1.14,,,,,,,,AMEX_Yahoo,10.68,25667,,
Top 20 Momentum,20,RCG,,,     3.20,,,,,,,,AMEX_Yahoo,9.22,10753,,
,,,,,,,,,,,,,,,,,
Top 20 Volume,1,SPY,,,   631.97,,,,,,,,AMEX_Yahoo,,, 65278175741,-5.53
Top 20 Volume,2,BMNR,,,    18.30,,,,,,,,AMEX_Yahoo,,,    851051511,-21.22
Top 20 Volume,3,NGD,,,     9.08,,,,,,,,AMEX_Yahoo,,,    169081176,-12.19
Top 20 Volume,4,UUUU,,,    16.46,,,,,,,,AMEX_Yahoo,,,    167219165,-14.80
Top 20 Volume,5,EQX,,,    12.94,,,,,,,,AMEX_Yahoo,,,    158129642,-10.45
Top 20 Volume,6,BTG,,,     4.22,,,,,,,,AMEX_Yahoo,,,    156251921,-12.81
Top 20 Volume,7,DNN,,,     3.30,,,,,,,,AMEX_Yahoo,,,    153033451,-11.05
Top 20 Volume,8,UEC,,,    12.52,,,,,,,,AMEX_Yahoo,,,    132300574,-10.51
Top 20 Volume,9,LEU,,,   168.52,,,,,,,,AMEX_Yahoo,,,    120477614,-21.10
Top 20 Volume,10,UAMY,,,     7.87,,,,,,,,AMEX_Yahoo,,,    104598916,-23.59
Top 20 Volume,11,IMO,,,   129.64,,,,,,,,AMEX_Yahoo,,,    103108940,3.80
Top 20 Volume,12,BATL,,,     5.48,,,,,,,,AMEX_Yahoo,,,     81227552,-51.63
Top 20 Volume,13,SEB,,,  5515.00,,,,,,,,AMEX_Yahoo,,,     78552351,11.60
Top 20 Volume,14,AAp,,,    51.16,,,,,,,,AMEX_Yahoo,,,     73967655,-1.46
Top 20 Volume,15,AAP,,,    51.16,,,,,,,,AMEX_Yahoo,,,     73967655,-1.46
Top 20 Volume,16,ARMN,,,    17.22,,,,,,,,AMEX_Yahoo,,,     64102997,-7.57
Top 20 Volume,17,UMAC,,,    11.10,,,,,,,,AMEX_Yahoo,,,     63996018,-46.92
Top 20 Volume,18,SVM,,,    10.03,,,,,,,,AMEX_Yahoo,,,     56175450,-7.47
Top 20 Volume,19,NAS,,,   330.00,,,,,,,,AMEX_Yahoo,,,     56064393,-1.49
