List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,GENC,2026-01-30,CupHandle,14.34,65.0,3,68.3,74.5,69.3,57.6,14.6,,,,,
Top 50 Composite,2,ESP,2026-01-22,CupHandle,53.90,55.3,4,73.6,55.8,16.7,28.6,17.0,,,,,
Top 50 Composite,3,LGCY,2026-01-26,CupHandle,10.29,55.2,4,64.1,39.0,100.0,38.0,12.5,,,,,
Top 50 Composite,4,GGN,2026-01-22,CupHandle,5.42,54.5,4,62.9,68.5,39.1,64.2,0.0,,,,,
Top 50 Composite,5,IE,2026-01-20,CupHandle,17.98,50.8,4,67.6,48.7,24.0,56.4,4.0,,,,,
Top 50 Composite,6,TMP,2026-01-30,CupHandle,80.12,50.6,4,58.9,88.3,19.8,52.0,10.2,,,,,
Top 50 Composite,7,ACU,2026-01-22,CupHandle,44.29,48.8,4,69.4,34.7,30.2,62.3,18.1,,,,,
Top 50 Composite,8,UEC,2026-01-22,CupHandle,19.86,48.7,4,71.0,30.0,17.7,56.8,0.0,,,,,
Top 50 Composite,9,CIX,2026-01-28,CupHandle,23.59,47.4,4,58.5,51.5,65.6,64.4,19.5,,,,,
Top 50 Composite,10,BTG,2026-01-20,CupHandle,4.91,42.5,4,63.5,36.5,17.7,66.1,2.0,,,,,
Top 50 Composite,11,GTE,2026-01-26,CupHandle,5.46,37.0,4,59.1,42.6,0.5,74.7,0.0,,,,,
Top 50 Composite,12,BHB,2026-01-20,CupHandle,32.29,34.4,4,54.1,53.3,10.4,46.8,4.5,,,,,
Top 50 Composite,13,CNL,2026-01-21,CupHandle,15.90,32.8,4,58.9,30.0,1.0,72.9,7.0,,,,,
Top 50 Composite,14,UUUU,2026-01-14,CupHandle,20.91,32.4,4,57.3,30.0,10.9,62.4,2.3,,,,,
,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,TCGL,,,   172.84,,,,,,,,AMEX,2975.44,1985876,,
Top 20 Momentum,2,PHGE,,,     6.23,,,,,,,,AMEX,180.63,3077623,,
Top 20 Momentum,3,BATL,,,     2.84,,,,,,,,AMEX,146.96,14317232,,
Top 20 Momentum,4,CATX,,,     5.20,,,,,,,,AMEX,85.05,6950132,,
Top 20 Momentum,5,MCRP,,,     3.16,,,,,,,,AMEX,76.54,398169,,
Top 20 Momentum,6,GORO,,,     1.63,,,,,,,,AMEX,71.58,13770593,,
Top 20 Momentum,7,PZG,,,     1.76,,,,,,,,AMEX,58.56,2547822,,
Top 20 Momentum,8,INDO,,,     4.64,,,,,,,,AMEX,49.68,1668517,,
Top 20 Momentum,9,ASM,,,     8.99,,,,,,,,AMEX,40.03,9057455,,
Top 20 Momentum,10,GTE,,,     5.43,,,,,,,,AMEX,36.43,637421,,
Top 20 Momentum,11,MGLD,,,     1.30,,,,,,,,AMEX,35.56,872597,,
Top 20 Momentum,12,UUUU,,,    24.53,,,,,,,,AMEX,33.75,18764364,,
Top 20 Momentum,13,PLX,,,     2.34,,,,,,,,AMEX,32.20,1006150,,
Top 20 Momentum,14,USAS,,,     7.01,,,,,,,,AMEX,32.02,8924843,,
Top 20 Momentum,15,SER,,,     2.72,,,,,,,,AMEX,30.77,4112768,,
Top 20 Momentum,16,REI,,,     1.14,,,,,,,,AMEX,27.87,2871855,,
Top 20 Momentum,17,MAIA,,,     1.94,,,,,,,,AMEX,26.80,1309384,,
Top 20 Momentum,18,LGL,,,     7.23,,,,,,,,AMEX,25.09,29701,,
Top 20 Momentum,19,OBE,,,     7.40,,,,,,,,AMEX,25.00,521222,,
Top 20 Momentum,20,VGZ,,,     2.63,,,,,,,,AMEX,24.64,2350986,,
,,,,,,,,,,,,,,,,,
Top 20 Volume,1,BMNR,,,    25.10,,,,,,,,AMEX,,,    989625437,-14.48
Top 20 Volume,2,UUUU,,,    24.53,,,,,,,,AMEX,,,    538089972,8.93
Top 20 Volume,3,LEU,,,   280.47,,,,,,,,AMEX,,,    418169944,-7.72
Top 20 Volume,4,TCGL,,,   172.84,,,,,,,,AMEX,,,    371676173,1995.03
Top 20 Volume,5,NGD,,,    10.49,,,,,,,,AMEX,,,    304074801,-6.67
Top 20 Volume,6,BTG,,,     5.02,,,,,,,,AMEX,,,    302042031,1.83
Top 20 Volume,7,UEC,,,    17.24,,,,,,,,AMEX,,,    252835653,-8.40
Top 20 Volume,8,DNN,,,     3.78,,,,,,,,AMEX,,,    224105299,0.80
Top 20 Volume,9,EQX,,,    14.15,,,,,,,,AMEX,,,    182291463,-4.59
Top 20 Volume,10,ASM,,,     8.99,,,,,,,,AMEX,,,    118116395,30.29
Top 20 Volume,11,SEB,,,  5136.99,,,,,,,,AMEX,,,    111036039,5.18
Top 20 Volume,12,AAP,,,    50.70,,,,,,,,AMEX,,,    104555010,11.36
Top 20 Volume,13,SVM,,,    10.74,,,,,,,,AMEX,,,    102079856,-9.90
Top 20 Volume,14,TGB,,,     7.71,,,,,,,,AMEX,,,     87419360,9.21
Top 20 Volume,15,BATL,,,     2.84,,,,,,,,AMEX,,,     80815970,130.89
Top 20 Volume,16,USAS,,,     7.01,,,,,,,,AMEX,,,     76810283,-1.68
Top 20 Volume,17,IMO,,,   102.82,,,,,,,,AMEX,,,     74755452,2.61
Top 20 Volume,18,VZLA,,,     5.23,,,,,,,,AMEX,,,     66270042,-13.70
Top 20 Volume,19,CATX,,,     5.20,,,,,,,,AMEX,,,     64136366,103.92
Top 20 Volume,20,NG,,,     9.16,,,,,,,,AMEX,,,     60037497,-8.31
