Symbol,Exchange,Date,IC_5d,IC_10d,IC_20d,FFT_Freq,FFT_Power,FFT_Stability,Pattern_Score,Pattern_Age,Pattern_Type,Vol_20d,ATR_20d,Volume_ZScore,Volume_Ratio_5_20,RSI_14d,RSI_Slope,MACD_Hist,MA_Ratio_50_200,Price_vs_MA50,Kurtosis_20d,Skew_20d,Current_Price,Price_Change_5d,Price_Change_20d,Num_Signals,IC_Enabled_Count,Baseline_Score,ML_Score,Final_Score,Fundamental_Score
AAP,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.05487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.339624,0.0,0,0,,,,50.0
AAp,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.05487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.339624,0.0,0,0,,,,50.0
ACCS,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.661424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.47059,13.553723,0,0,,,,50.0
ACU,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.998242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.487856,0.0,0,0,,,,50.0
AEF,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.887008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.170934,0.0,0,0,,,,50.0
AEON,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.775262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.560445,0.0,0,0,,,,50.0
AIM,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.034203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.121864,0.0,0,0,,,,50.0
AIRI,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.572091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.557631,0.0,0,0,,,,50.0
AMA,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,50.0
AMBO,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.694732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.239812,0.0,0,0,,,,50.0
AMPE,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.042965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.517858,0,0,,,,50.0
AMS,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.580816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.746268,0.0,0,0,,,,50.0
AMZE,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.391589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.379742,0.0,0,0,,,,50.0
ANV,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.543294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.040394,0.0,0,0,,,,50.0
APT,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.580615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.518442,0.0,0,0,,,,50.0
APUS,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.634147,0,0,,,,50.0
AREN,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.345397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02564,0.0,0,0,,,,50.0
ARMN,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,1.241,0.0,0.455681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.564772,11.733048,0,0,,,,50.0
ARMP,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.474636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.805681,0.0,0,0,,,,50.0
ASM,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.734599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.067945,0.0,0,0,,,,50.0
ATCH,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,2.314863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.311398,0.0,0,0,,,,50.0
ATEK,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,50.0
ATNM,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.819328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.834861,0.0,0,0,,,,50.0
AULTPD,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.615865,0.0,2.381647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.284553,-6.883719,0,0,,,,50.0
AULTpD,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.615865,0.0,2.381647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.284553,-6.883719,0,0,,,,50.0
AUMN,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.008404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.306222,-25.000003,0,0,,,,50.0
AUST,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.598331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.999996,0.0,0,0,,,,50.0
AWX,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.738791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,50.0
AXIL,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.090068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.18119,0.0,0,0,,,,50.0
AZTR,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.023131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.79221,0.0,0,0,,,,50.0
BATL,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.979504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.971692,0.0,0,0,,,,50.0
BCV,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.504423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.894741,0.0,0,0,,,,50.0
BDL,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.974167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.813955,0.0,0,0,,,,50.0
BGI,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.769539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.646902,0.0,0,0,,,,50.0
BHB,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.892816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.172936,0.0,0,0,,,,50.0
BHM,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.315382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.50977,0.0,0,0,,,,50.0
BKTI,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.510707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.508611,0.0,0,0,,,,50.0
BMNR,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.824609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.417475,0.0,0,0,,,,50.0
BQ,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.47484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.069853,0.0,0,0,,,,50.0
BRBS,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.80022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.250618,0.0,0,0,,,,50.0
BRIA,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.21377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.017938,-7.609521,0,0,,,,50.0
BRN,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.344398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.565219,0.0,0,0,,,,50.0
BTG,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.677672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.741385,0.0,0,0,,,,50.0
BTIM,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,1.5e-05,0.0,0.087977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,-50.0,0,0,,,,50.0
BURU,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.908613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.361781,0.0,0,0,,,,50.0
CANF,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.817774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.575159,0.0,0,0,,,,50.0
CAQ,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,50.0
CATX,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.424048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.684936,0.0,0,0,,,,50.0
CCEL,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.451252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.448273,0.0,0,0,,,,50.0
CET,AMEX,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.637957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.592821,0.0,0,0,,,,50.0
