List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,1,BAP,2026-01-13,CupHandle,311.50,78.8,2,74.6,82.8,87.5,62.1,4.8,,,,,,18.5%,15.5,Financial Services,✅
Top 50 Composite,2,JEF,2026-01-07,CupHandle,64.67,74.0,3,79.2,66.2,57.3,46.0,1.0,,,,,,,,,
Top 50 Composite,3,BDX,2026-01-05,CupHandle,198.96,73.8,3,71.0,88.7,71.9,46.1,0.0,,,,,,6.5%,34.7,Healthcare,⚠️
Top 50 Composite,4,CNM,2026-01-15,CupHandle,57.86,73.2,3,76.2,69.0,66.1,48.1,0.0,,,,,,,,,
Top 50 Composite,5,JKS,2026-01-12,CupHandle,29.18,73.1,3,74.6,65.1,72.4,83.1,0.0,,,,,,,,,
Top 50 Composite,6,LTM,2026-01-13,CupHandle,58.47,71.9,3,75.5,71.2,52.6,71.6,0.0,,,,,,,,,
Top 50 Composite,7,AVNT,2026-01-15,CupHandle,36.00,71.3,3,73.5,74.0,64.6,53.5,2.1,,,,,,4.8%,29.7,Basic Materials,⚠️
Top 50 Composite,8,BCPC,2026-01-15,Spoon,166.01,70.4,3,74.2,73.4,56.2,47.6,0.9,,,,,,12.1%,37.4,Basic Materials,⚠️
Top 50 Composite,9,FFWM,2026-01-08,CupHandle,6.31,70.2,3,71.8,68.6,81.2,36.4,0.0,,,,,,,,,
Top 50 Composite,10,RKT,2026-01-09,CupHandle,23.29,70.1,3,76.8,63.3,43.2,83.0,0.4,,,,,,,,,
Top 50 Composite,11,OOMA,2026-01-13,CupHandle,12.12,69.9,3,71.7,57.7,91.7,59.4,0.0,,,,,,,,,
Top 50 Composite,12,BTU,2026-01-09,CupHandle,33.80,69.3,3,70.9,82.2,51.0,64.9,0.0,,,,,,-0.4%,,Energy,⚠️
Top 50 Composite,13,SMFG,2026-01-09,CupHandle,20.20,69.3,3,72.3,74.0,63.0,58.1,6.8,,,,,,,,,
Top 50 Composite,14,SEI,2026-01-15,CupHandle,55.40,68.8,3,73.5,50.0,85.9,59.5,0.0,,,,,,,,,
Top 50 Composite,15,TPVG,2025-12-31,CupHandle,6.54,68.8,3,68.7,69.7,91.7,36.0,0.0,,,,,,,,,
Top 50 Composite,16,TKR,2026-01-13,CupHandle,91.68,68.5,3,71.9,65.2,70.3,56.8,0.0,,,,,,,,,
Top 50 Composite,17,HLIO,2026-01-06,CupHandle,59.46,68.5,3,72.1,71.0,60.4,57.6,1.5,,,,,,,,,
Top 50 Composite,18,AIN,2026-01-08,CupHandle,55.24,68.2,3,76.0,50.0,72.4,38.2,0.0,,,,,,-6.1%,,Consumer Cyclical,⚠️
Top 50 Composite,19,AVNS,2026-01-15,CupHandle,12.34,68.1,3,69.7,71.2,73.4,52.9,0.0,,,,,,-46.7%,,Healthcare,⚠️
Top 50 Composite,20,TG,2026-01-15,CupHandle,8.11,68.0,3,69.0,66.8,87.0,45.0,0.0,,,,,,,,,
Top 50 Composite,21,BALL,2026-01-06,CupHandle,54.30,67.9,3,73.2,66.3,63.0,35.0,0.0,,,,,,11.7%,22.1,Consumer Cyclical,⚠️
Top 50 Composite,22,KNF,2026-01-15,CupHandle,80.24,67.8,3,72.8,75.4,44.8,58.7,2.4,,,,,,,,,
Top 50 Composite,23,CBAN,2026-01-15,Spoon,18.68,67.5,3,74.0,73.0,42.2,41.9,0.0,,,,,,8.6%,12.6,Financial Services,⚠️
Top 50 Composite,24,JBTM,2026-01-07,CupHandle,158.31,67.4,3,65.3,84.0,77.1,53.2,0.0,,,,,,,,,
Top 50 Composite,25,GFI,2026-01-15,CupHandle,49.84,67.3,3,72.1,67.3,57.8,60.1,0.0,,,,,,,,,
Top 50 Composite,26,BA,2026-01-13,CupHandle,244.55,67.3,3,75.2,63.9,47.4,55.1,3.9,,,,,,290.1%,94.3,Industrials,⚠️
Top 50 Composite,27,DOV,2026-01-06,CupHandle,203.50,67.0,3,67.2,74.1,78.6,54.1,0.0,,,,,,,,,
Top 50 Composite,28,BROS,2026-01-06,CupHandle,63.26,66.3,3,72.7,61.0,60.9,50.9,0.0,,,,,,11.7%,113.8,Consumer Cyclical,⚠️
Top 50 Composite,29,GBCI,2026-01-15,CupHandle,48.39,66.2,3,67.6,84.1,55.2,52.4,0.0,,,,,,,,,
Top 50 Composite,30,SNDR,2026-01-06,CupHandle,28.56,66.0,3,66.6,70.8,85.4,42.3,0.0,,,,,,,,,
Top 50 Composite,31,BWXT,2026-01-15,CupHandle,213.25,66.0,3,65.4,74.7,82.8,71.6,6.2,,,,,,26.7%,61.7,Industrials,⚠️
Top 50 Composite,32,BFH,2026-01-06,CupHandle,80.26,65.8,3,73.0,73.7,23.4,92.3,1.0,,,,,,16.3%,7.4,Financial Services,✅
Top 50 Composite,33,TPC,2026-01-12,CupHandle,74.25,65.3,3,62.4,75.5,96.4,58.5,0.0,,,,,,,,,
Top 50 Composite,34,AMBQ,2026-01-13,CupHandle,32.88,65.3,3,75.6,49.6,50.0,66.2,0.0,,,,,,,,Technology,⚠️
Top 50 Composite,35,WHD,2026-01-06,CupHandle,49.93,64.5,4,67.4,69.6,74.5,41.7,1.5,,,,,,,,,
Top 50 Composite,36,AXL,2026-01-06,CupHandle,7.05,64.5,4,69.1,70.4,59.4,51.0,1.5,,,,,,6.3%,23.5,Consumer Cyclical,⚠️
Top 50 Composite,37,TSN,2026-01-12,CupHandle,59.42,64.5,4,63.4,74.6,88.0,52.4,0.0,,,,,,,,,
Top 50 Composite,38,CVLG,2026-01-06,CupHandle,24.66,64.4,4,73.7,72.2,28.1,39.6,0.0,,,,,,,,,
Top 50 Composite,39,EIX,2026-01-05,CupHandle,60.62,64.2,4,64.0,88.1,63.0,43.7,0.0,,,,,,,,,
Top 50 Composite,40,MTRN,2026-01-15,CupHandle,149.19,64.1,4,66.8,64.5,82.3,50.5,1.8,,,,,,,,,
Top 50 Composite,41,NTR,2026-01-14,CupHandle,66.20,63.9,4,74.2,68.3,20.3,70.2,1.3,,,,,,,,,
Top 50 Composite,42,AX,2026-01-06,CupHandle,90.59,63.9,4,68.1,69.9,65.1,40.5,0.0,,,,,,16.8%,12.5,Financial Services,✅
Top 50 Composite,43,IPI,2026-01-12,CupHandle,31.39,63.6,4,74.8,68.3,15.1,67.7,0.8,,,,,,,,,
Top 50 Composite,44,DIN,2025-12-29,CupHandle,32.48,63.6,4,73.1,62.6,39.1,53.0,0.0,,,,,,,,,
Top 50 Composite,45,LZB,2026-01-08,CupHandle,39.02,63.6,4,70.0,69.5,50.5,43.9,0.0,,,,,,,,,
Top 50 Composite,46,WPP,2026-01-05,CupHandle,23.55,63.5,4,84.5,7.5,56.2,48.4,0.0,,,,,,,,,
Top 50 Composite,47,GBX,2026-01-07,CupHandle,50.61,63.4,4,75.7,64.1,20.8,44.9,0.0,,,,,,,,,
Top 50 Composite,48,SARO,2026-01-06,CupHandle,30.38,63.4,4,66.2,71.7,66.7,58.4,0.2,,,,,,,,,
