List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,USPH,2026-02-11,CupHandle,88.14,70.7,3,72.5,70.6,66.7,69.0,0.0,,,,,
Top 50 Composite,2,GXO,2026-01-28,CupHandle,57.56,67.7,3,74.9,90.0,0.5,72.4,0.0,,,,,
Top 50 Composite,3,CHE,2026-02-13,Spoon,473.22,67.3,3,75.8,84.6,7.3,52.7,0.0,,,,,
Top 50 Composite,4,SEM,2026-02-13,CupHandle,16.38,65.8,3,69.2,70.1,59.9,72.3,0.3,,,,,
Top 50 Composite,5,MPW,2026-02-11,CupHandle,5.70,65.6,3,71.5,69.9,50.0,51.7,0.0,,,,,
Top 50 Composite,6,KVUE,2026-02-04,CupHandle,18.01,64.8,4,76.9,72.5,6.2,48.6,0.0,,,,,
Top 50 Composite,7,PEBpE,2026-02-12,CupHandle,20.20,64.0,4,64.1,74.8,95.8,50.8,18.8,,,,,
Top 50 Composite,8,HY,2026-02-05,CupHandle,34.81,63.8,4,70.4,74.9,38.5,48.8,0.0,,,,,
Top 50 Composite,9,NIC,2026-02-13,CupHandle,155.19,62.5,4,72.7,71.5,16.7,67.2,0.0,,,,,
Top 50 Composite,10,HZO,2026-02-02,CupHandle,30.00,61.5,4,75.0,69.7,6.2,40.9,0.0,,,,,
Top 50 Composite,11,GLP,2026-02-11,CupHandle,48.44,60.9,4,68.9,41.5,85.9,77.4,10.7,,,,,
Top 50 Composite,12,AXR,2026-02-12,CupHandle,23.69,60.6,4,65.4,65.3,68.2,100.0,19.6,,,,,
Top 50 Composite,13,REZI,2026-02-11,CupHandle,36.40,60.2,4,69.2,67.9,39.1,41.7,0.0,,,,,
Top 50 Composite,14,KOP,2026-02-13,CupHandle,34.30,60.1,4,68.4,74.8,26.6,65.4,1.7,,,,,
Top 50 Composite,15,IFF,2026-02-13,CupHandle,83.00,59.5,4,70.0,79.0,1.6,81.5,2.3,,,,,
Top 50 Composite,16,SI,2026-02-02,CupHandle,14.25,59.4,4,67.9,64.7,50.0,58.0,9.0,,,,,
Top 50 Composite,17,CNM,2026-02-10,CupHandle,57.83,59.3,4,71.1,70.3,17.7,41.2,0.0,,,,,
