List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,1,ISOU,2026-01-13,CupHandle,11.37,72.8,3,78.4,63.0,50.0,79.7,0.3,,,,,,,,,
Top 50 Composite,2,LGCY,2026-01-08,CupHandle,10.31,61.7,4,68.6,47.2,93.2,49.1,12.7,,,,,,,,,
Top 50 Composite,3,ESP,2026-01-22,CupHandle,53.90,60.8,4,72.9,56.7,45.8,54.0,17.2,,,,,,,,,
Top 50 Composite,4,IE,2026-01-20,CupHandle,17.98,56.7,4,67.6,50.0,53.6,58.1,0.0,,,,,,,,,
Top 50 Composite,5,BTG,2026-01-20,CupHandle,4.91,55.2,4,63.5,64.7,46.9,65.6,2.2,,,,,,7.2%,32.6,Basic Materials,⚠️
Top 50 Composite,6,GGN,2026-01-22,CupHandle,5.42,54.6,4,62.9,72.9,31.8,67.1,0.0,,,,,,,,,
Top 50 Composite,7,UUUU,2026-01-14,CupHandle,20.91,52.4,4,57.3,70.0,60.4,72.8,3.1,,,,,,,,,
Top 50 Composite,8,TMP,2026-01-22,CupHandle,79.07,52.2,4,64.8,54.0,46.4,54.8,10.6,,,,,,,,,
Top 50 Composite,9,GTE,2026-01-26,CupHandle,5.46,47.5,4,59.1,64.6,33.9,52.7,2.0,,,,,,,,,
Top 50 Composite,10,ACU,2026-01-22,CupHandle,44.29,46.3,4,69.4,19.3,41.1,60.4,18.5,,,,,,9.0%,17.7,Consumer Defensive,⚠️
Top 50 Composite,11,UUU,2026-01-16,CupHandle,4.95,45.6,4,57.1,70.7,11.5,100.0,2.0,,,,,,,,,
Top 50 Composite,12,SCCF,2026-01-13,CupHandle,23.49,45.5,4,67.4,29.4,39.6,38.5,19.4,,,,,,,,,
Top 50 Composite,13,BKTI,2026-01-12,CupHandle,82.99,43.5,4,65.2,24.0,41.7,52.4,10.7,,,,,,38.7%,23.1,Technology,⚠️
Top 50 Composite,14,CNL,2026-01-21,CupHandle,15.90,42.4,4,62.7,50.0,2.6,75.1,11.9,,,,,,,,,
Top 50 Composite,15,BHB,2026-01-20,CupHandle,32.29,27.1,4,54.1,22.6,17.2,48.7,4.0,,,,,,7.5%,15.0,Financial Services,⚠️
,,,,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,CANF,,,     4.47,,,,,,,,AMEX,2335.97,331512,,,,,,⚠️
Top 20 Momentum,2,BATL,,,     3.34,,,,,,,,AMEX,203.64,12992112,,,-6.1%,,Energy,⚠️
Top 20 Momentum,3,MCRP,,,     3.27,,,,,,,,AMEX,155.47,354813,,,,,,
Top 20 Momentum,4,MAIA,,,     2.95,,,,,,,,AMEX,121.80,1147322,,,,,,
Top 20 Momentum,5,GORO,,,     1.72,,,,,,,,AMEX,102.35,12410683,,,,,,
Top 20 Momentum,6,PHGE,,,     3.57,,,,,,,,AMEX,91.94,49213,,,,,,
Top 20 Momentum,7,UUUU,,,    25.50,,,,,,,,AMEX,79.45,15655123,,,,,,
Top 20 Momentum,8,USAS,,,     9.40,,,,,,,,AMEX,76.03,7918529,,,,,,
Top 20 Momentum,9,GLDG,,,     2.14,,,,,,,,AMEX,65.89,5442324,,,,,,
Top 20 Momentum,10,WWR,,,     1.21,,,,,,,,AMEX,56.94,3653338,,,,,,
Top 20 Momentum,11,INDO,,,     4.70,,,,,,,,AMEX,56.67,1489051,,,,,,
Top 20 Momentum,12,VGZ,,,     2.97,,,,,,,,AMEX,54.69,1951038,,,,,,
Top 20 Momentum,13,AUST,,,     2.37,,,,,,,,AMEX,52.41,2945400,,,-19.4%,,Basic Materials,⚠️
Top 20 Momentum,14,DNN,,,     3.94,,,,,,,,AMEX,49.81,51910839,,,,,,
