List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,ZEUS,2026-01-20,CupHandle,49.17,76.5,2,81.9,89.8,11.5,59.6,1.0,,,,,
Top 50 Composite,2,LNSR,2026-01-30,CupHandle,12.73,72.2,3,76.3,66.3,72.9,57.0,13.2,,,,,
Top 50 Composite,3,WULF,2026-01-23,CupHandle,14.12,71.6,3,70.0,69.8,93.2,60.9,1.0,,,,,
Top 50 Composite,4,DAKT,2026-01-29,CupHandle,22.46,71.0,3,75.8,71.0,50.5,56.2,0.0,,,,,
Top 50 Composite,5,SMTC,2026-01-22,CupHandle,80.12,69.4,3,70.6,82.6,59.4,43.2,0.0,,,,,
Top 50 Composite,6,CIZN,2026-01-30,CupHandle,8.22,68.0,3,71.5,60.7,99.0,40.5,20.3,,,,,
Top 50 Composite,7,CNTA,2026-01-21,CupHandle,23.23,67.7,3,77.5,39.8,78.6,30.6,0.0,,,,,
Top 50 Composite,8,DGICB,2026-01-20,CupHandle,17.38,67.6,3,73.0,67.3,79.2,36.9,22.6,,,,,
Top 50 Composite,9,WSTL,2026-01-20,CupHandle,6.12,67.1,3,67.9,72.3,100.0,24.8,17.2,,,,,
Top 50 Composite,10,VEON,2026-01-22,CupHandle,55.28,65.6,3,76.3,28.9,89.1,53.5,4.9,,,,,
Top 50 Composite,11,FIP,2026-01-21,CupHandle,5.99,65.5,3,76.7,62.5,28.6,47.6,0.0,,,,,
Top 50 Composite,12,DVXP,2026-01-27,CupHandle,25.04,65.4,3,76.6,50.2,50.0,100.0,21.0,,,,,
Top 50 Composite,13,MYRG,2026-01-21,CupHandle,256.95,64.6,4,72.8,70.0,38.5,47.5,3.2,,,,,
Top 50 Composite,14,EYE,2026-01-15,CupHandle,29.43,64.0,4,65.5,73.6,71.9,57.5,0.0,,,,,
Top 50 Composite,15,AMAL,2026-01-22,CupHandle,38.44,63.4,4,76.4,74.4,0.5,46.1,1.8,,,,,
Top 50 Composite,16,SWBI,2026-01-26,CupHandle,11.19,63.4,4,71.5,74.7,31.8,41.4,0.0,,,,,
Top 50 Composite,17,AEBI,2026-02-02,CupHandle,15.14,63.3,4,70.4,63.7,50.0,62.8,0.0,,,,,
Top 50 Composite,18,THAR,2026-01-29,CupHandle,4.47,63.1,4,73.3,68.5,17.2,100.0,7.7,,,,,
Top 50 Composite,19,BBGI,2026-01-26,CupHandle,5.58,62.7,4,73.3,16.3,94.8,100.0,0.0,,,,,
Top 50 Composite,20,FUSB,2026-01-23,CupHandle,14.50,61.3,4,70.6,86.4,22.9,45.3,23.6,,,,,
Top 50 Composite,21,TCBI,2026-01-21,CupHandle,102.28,61.3,4,73.2,67.3,18.8,46.9,0.0,,,,,
Top 50 Composite,22,WNEB,2026-01-28,CupHandle,13.17,61.0,4,68.6,79.2,24.5,80.8,9.0,,,,,
Top 50 Composite,23,TXN,2026-01-26,CupHandle,196.59,60.6,4,73.5,71.8,2.6,74.1,7.1,,,,,
Top 50 Composite,24,ATEX,2026-01-27,CupHandle,25.93,60.5,4,72.0,71.7,1.0,94.6,0.0,,,,,
Top 50 Composite,25,INVA,2026-02-02,CupHandle,20.98,60.5,4,57.3,84.8,87.5,54.1,0.0,,,,,
Top 50 Composite,26,ARCB,2026-01-29,CupHandle,85.31,60.3,4,78.3,50.0,2.1,71.2,1.2,,,,,
Top 50 Composite,27,QCRH,2026-01-28,CupHandle,89.49,60.0,4,68.3,69.4,35.9,69.1,3.3,,,,,
