List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,ISOU,2026-01-13,CupHandle,11.37,70.1,3,78.4,53.9,50.0,80.0,1.0,,,,,
Top 50 Composite,2,GENC,2026-01-30,CupHandle,14.34,65.0,3,68.3,74.5,69.3,57.6,14.6,,,,,
Top 50 Composite,3,LGCY,2026-01-26,CupHandle,10.29,61.0,4,64.1,61.1,91.1,64.0,12.2,,,,,
Top 50 Composite,4,ESP,2026-01-22,CupHandle,53.90,55.3,4,73.6,55.8,16.7,28.6,17.0,,,,,
Top 50 Composite,5,BTG,2026-01-20,CupHandle,4.91,55.0,4,63.5,63.4,51.0,61.1,5.8,,,,,
Top 50 Composite,6,GGN,2026-01-22,CupHandle,5.42,54.5,4,62.9,68.5,39.1,64.2,0.0,,,,,
Top 50 Composite,7,TMP,2026-01-30,CupHandle,80.12,50.6,4,58.9,88.3,19.8,52.0,10.2,,,,,
Top 50 Composite,8,ACU,2026-01-22,CupHandle,44.29,48.8,4,69.4,34.7,30.2,62.3,18.1,,,,,
Top 50 Composite,9,UEC,2026-01-22,CupHandle,19.86,48.7,4,71.0,30.0,17.7,56.8,0.0,,,,,
Top 50 Composite,10,BKTI,2026-01-12,CupHandle,82.99,46.8,4,65.2,39.7,41.1,34.2,10.9,,,,,
Top 50 Composite,11,GTE,2026-01-26,CupHandle,5.46,46.7,4,59.1,65.7,26.0,54.0,0.7,,,,,
Top 50 Composite,12,CNL,2026-01-21,CupHandle,15.90,46.6,4,62.7,65.4,0.5,73.9,7.9,,,,,
Top 50 Composite,13,SCCF,2026-01-13,CupHandle,23.49,45.3,4,67.4,28.7,39.6,37.8,19.4,,,,,
Top 50 Composite,14,IE,2026-01-20,CupHandle,17.98,43.6,4,67.6,21.8,25.0,57.5,3.0,,,,,
Top 50 Composite,15,BHB,2026-01-20,CupHandle,32.29,40.4,4,54.1,74.9,12.0,42.8,4.4,,,,,
Top 50 Composite,16,UUUU,2026-01-14,CupHandle,20.91,32.7,4,57.3,30.0,11.5,64.8,1.3,,,,,
,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,TCGL,,,    86.36,,,,,,,,AMEX,1442.14,2035714,,
Top 20 Momentum,2,BATL,,,     4.16,,,,,,,,AMEX,231.47,15681964,,
Top 20 Momentum,3,PHGE,,,     6.58,,,,,,,,AMEX,191.15,3357133,,
Top 20 Momentum,4,MCRP,,,     3.41,,,,,,,,AMEX,99.42,392543,,
Top 20 Momentum,5,MAIA,,,     2.95,,,,,,,,AMEX,95.36,1188205,,
Top 20 Momentum,6,SER,,,     3.54,,,,,,,,AMEX,70.19,4213860,,
Top 20 Momentum,7,GORO,,,     1.44,,,,,,,,AMEX,59.65,14093552,,
Top 20 Momentum,8,GLDG,,,     2.02,,,,,,,,AMEX,56.59,6415733,,
Top 20 Momentum,9,ASM,,,     8.99,,,,,,,,AMEX,48.35,8881994,,
Top 20 Momentum,10,VGZ,,,     2.95,,,,,,,,AMEX,47.50,2070535,,
Top 20 Momentum,11,INDO,,,     4.64,,,,,,,,AMEX,46.37,1671326,,
Top 20 Momentum,12,PZG,,,     1.73,,,,,,,,AMEX,45.38,1835175,,
Top 20 Momentum,13,USAS,,,     7.42,,,,,,,,AMEX,44.08,8759379,,
Top 20 Momentum,14,TGB,,,     8.60,,,,,,,,AMEX,43.09,9507881,,
Top 20 Momentum,15,GTE,,,     5.71,,,,,,,,AMEX,39.27,570559,,
Top 20 Momentum,16,LSF,,,     3.30,,,,,,,,AMEX,39.24,131356,,
Top 20 Momentum,17,CATX,,,     3.79,,,,,,,,AMEX,38.83,5738862,,
Top 20 Momentum,18,NGD,,,    12.58,,,,,,,,AMEX,38.70,21297443,,
Top 20 Momentum,19,THM,,,     2.61,,,,,,,,AMEX,35.94,2446399,,
