List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,BHM,2026-03-19,CupHandle,10.75,68.0,1,100.0,72.0,100.0,100.0,25.5,,,,,
Top 50 Composite,2,CMCL,2026-03-03,CupHandle,29.79,58.5,1,74.5,72.0,100.0,55.9,23.6,,,,,
Top 50 Composite,3,BKTI,2026-03-02,CupHandle,86.62,54.7,2,70.2,72.0,100.0,60.2,29.9,,,,,
Top 50 Composite,4,BDL,2026-03-12,CupHandle,34.42,54.1,2,73.9,63.0,100.0,7.6,27.1,,,,,
Top 50 Composite,5,UUU,2026-03-10,CupHandle,5.59,53.8,2,68.0,72.0,100.0,48.7,18.6,,,,,
Top 50 Composite,6,CIX,2026-03-12,CupHandle,24.30,53.8,2,69.1,72.0,100.0,82.4,37.4,,,,,
Top 50 Composite,7,ISOU,2026-03-05,CupHandle,10.87,52.6,2,66.7,72.0,100.0,54.2,22.9,,,,,
Top 50 Composite,8,ACU,2026-03-16,CupHandle,46.00,52.3,2,68.4,72.0,100.0,48.0,34.5,,,,,
Top 50 Composite,9,PTN,2026-03-20,CupHandle,21.45,52.2,2,67.1,72.0,100.0,42.3,24.9,,,,,
Top 50 Composite,10,AULTPD,2026-03-06,CupHandle,22.48,51.6,2,67.8,70.1,60.9,90.5,28.5,,,,,
Top 50 Composite,11,AXIL,2026-03-09,CupHandle,6.27,50.1,2,65.2,72.0,100.0,41.7,30.3,,,,,
Top 50 Composite,12,EGG,2026-03-13,CupHandle,6.00,48.8,2,69.0,72.0,50.0,45.6,17.2,,,,,
Top 50 Composite,13,DIT,2026-03-18,CupHandle,118.50,48.3,2,65.8,50.0,100.0,81.8,26.4,,,,,
Top 50 Composite,14,CKX,2026-03-06,CupHandle,11.01,44.4,3,66.2,46.0,100.0,10.7,34.8,,,,,
,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,DMYY,,,    13.45,,,,,,,,AMEX_Yahoo,14.96,43200,,
Top 20 Momentum,2,TMI,,,    64.00,,,,,,,,AMEX_Yahoo,3.23,105862,,
Top 20 Momentum,3,FFF,,,    21.52,,,,,,,,AMEX_Yahoo,2.82,1343,,
Top 20 Momentum,4,BDL,,,    33.26,,,,,,,,AMEX_Yahoo,2.05,745,,
Top 20 Momentum,5,SCCE,,,    23.72,,,,,,,,AMEX_Yahoo,0.66,5068,,
Top 20 Momentum,6,MMK,,,   100.20,,,,,,,,AMEX_Yahoo,0.08,242,,
Top 20 Momentum,7,GRAF,,,    10.71,,,,,,,,AMEX_Yahoo,0.08,10046,,
,,,,,,,,,,,,,,,,,
Top 20 Volume,1,NGD,,,     9.08,,,,,,,,AMEX_Yahoo,,,    125201342,-18.71
Top 20 Volume,2,ARMN,,,    16.77,,,,,,,,AMEX_Yahoo,,,     61998356,-15.94
Top 20 Volume,3,NAS,,,   342.00,,,,,,,,AMEX_Yahoo,,,     53606756,0.59
Top 20 Volume,4,TMI,,,    64.00,,,,,,,,AMEX_Yahoo,,,      7939789,1.59
Top 20 Volume,5,DMYY,,,    13.45,,,,,,,,AMEX_Yahoo,,,        481950,13.89
Top 20 Volume,6,SCCE,,,    23.72,,,,,,,,AMEX_Yahoo,,,        187717,0.16
Top 20 Volume,7,NEN,,,    61.01,,,,,,,,AMEX_Yahoo,,,        154643,-6.14
Top 20 Volume,8,DIT,,,    84.80,,,,,,,,AMEX_Yahoo,,,        154612,-24.19
Top 20 Volume,9,SCCF,,,    23.44,,,,,,,,AMEX_Yahoo,,,        104318,0.06
Top 20 Volume,10,PTHS,,,    22.00,,,,,,,,AMEX_Yahoo,,,         96446,-13.08
Top 20 Volume,11,COE,,,    16.63,,,,,,,,AMEX_Yahoo,,,         87668,-31.28
Top 20 Volume,12,SACHpA,,,    16.90,,,,,,,,AMEX_Yahoo,,,         84593,-9.48
Top 20 Volume,13,SACHPA,,,    16.90,,,,,,,,AMEX_Yahoo,,,         84593,-9.48
Top 20 Volume,14,PCGPE,,,    18.90,,,,,,,,AMEX_Yahoo,,,         63255,-2.29
Top 20 Volume,15,PCGpE,,,    18.90,,,,,,,,AMEX_Yahoo,,,         63255,-2.29
Top 20 Volume,16,SCCG,,,    23.45,,,,,,,,AMEX_Yahoo,,,         49308,-1.26
Top 20 Volume,17,CVR,,,    13.90,,,,,,,,AMEX_Yahoo,,,         41827,-0.79
Top 20 Volume,18,TLG,,,    24.13,,,,,,,,AMEX_Yahoo,,,         33732,-1.82
Top 20 Volume,19,AMBO,,,     2.03,,,,,,,,AMEX_Yahoo,,,         27609,20.47
Top 20 Volume,20,GRAF,,,    10.71,,,,,,,,AMEX_Yahoo,,,         26136,0.28
