Symbol,Exchange,Date,IC_5d,IC_10d,IC_20d,FFT_Freq,FFT_Power,FFT_Stability,Pattern_Score,Pattern_Age,Pattern_Type,Vol_20d,ATR_20d,Volume_ZScore,Volume_Ratio_5_20,RSI_14d,RSI_Slope,MACD_Hist,MA_Ratio_50_200,Price_vs_MA50,Kurtosis_20d,Skew_20d,Current_Price,Price_Change_5d,Price_Change_20d,Num_Signals,IC_Enabled_Count,Baseline_Score,ML_Score,Final_Score,Fundamental_Score
AACB,NASDAQ,2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.018,0.0,0.315142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28544,0.380952,0,0,,,,50.0
AACBR,NASDAQ,2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.00631,0.0,0.025541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.755266,0,0,,,,50.0
AACBU,NASDAQ,2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,50.0
AACG,NASDAQ,2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.062895,0.0,0.195973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010206,-2.01,0,0,,,,50.0
AACI,NASDAQ,2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.014,0.0,0.216251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.100193,0.100404,0,0,,,,50.0
AACIU,NASDAQ,2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.02,0.0,0.08425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595242,-1.553397,0,0,,,,50.0
AADR,NASDAQ,2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,1.344114,0.0,0.500798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.45887,-1.707658,0,0,,,,50.0
AAGR,NASDAQ,2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.00272,0.0,0.009342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9900.000029,0,0,,,,50.0
AAGRW,NASDAQ,2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0052,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,50.0
AAL,NASDAQ,2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.738495,0.0,1.081147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.622426,-2.853441,0,0,,,,50.0
AALG,NASDAQ,2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,1.365255,0.0,0.446458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.708102,-7.85861,0,0,,,,50.0
AAME,NASDAQ,2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.063795,0.0,1.291726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.508876,-10.73446,0,0,,,,50.0
AAOI,NASDAQ,2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,15.20268,0.0,0.882712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.601397,-38.801239,0,0,,,,50.0
AAON,NASDAQ,2026-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,6.853455,0.0,1.001268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.400145,-16.451711,0,0,,,,50.0
