List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,OFED,2026-08-21,DarvasBox,21.75,87.2,1,85.5,62.4,78.6,100.0,20.7,,,,,
Top 50 Composite,2,NVCR,2026-08-19,CupHandle,18.20,85.9,1,79.9,59.4,89.1,43.3,0.0,,,,,
Top 50 Composite,3,ADAMN,2026-08-18,DarvasBox,24.91,84.8,1,83.1,70.4,85.9,38.7,13.1,,,,,
Top 50 Composite,4,TRMD,2026-08-27,CupHandle,31.80,82.8,1,76.5,73.6,79.2,84.8,11.4,,,,,
Top 50 Composite,5,NESR,2026-08-10,DarvasBox,35.79,81.9,1,90.8,57.5,45.3,42.8,0.7,,,,,
Top 50 Composite,6,RNW,2026-08-11,CupHandle,6.85,81.8,1,71.7,68.1,100.0,40.5,0.7,,,,,
Top 50 Composite,7,CIBR,2026-08-13,DarvasBox,102.20,81.1,1,83.0,68.0,38.5,47.0,11.4,,,,,
Top 50 Composite,8,WAY,2026-08-25,CupHandle,24.21,81.0,1,84.6,58.3,48.4,55.7,5.7,,,,,
Top 50 Composite,9,WCBR,2026-08-13,DarvasBox,43.80,80.9,1,84.3,68.0,31.8,39.4,15.2,,,,,
Top 50 Composite,10,NVDA,2026-08-27,CupHandle,227.98,80.6,1,75.2,68.9,53.6,71.7,12.1,,,,,
Top 50 Composite,11,FRHC,2026-08-18,CupHandle,160.80,79.6,1,74.4,68.0,89.6,63.1,1.4,,,,,
Top 50 Composite,12,PFBX,2026-08-07,DarvasBox,23.63,79.5,1,82.0,48.1,55.7,100.0,19.5,,,,,
Top 50 Composite,13,TTAN,2026-08-11,CupHandle,88.39,79.2,1,76.4,75.0,64.6,49.6,0.0,,,,,
Top 50 Composite,14,QQUP,2026-08-27,CupHandle,63.66,79.0,1,68.8,71.8,91.7,70.8,13.9,,,,,
Top 50 Composite,15,SPAM,2026-08-10,DarvasBox,45.62,78.6,1,79.8,74.3,27.1,56.5,25.4,,,,,
Top 50 Composite,16,QCOM,2026-08-27,CupHandle,164.78,78.0,1,66.6,74.7,92.2,57.1,11.4,,,,,
Top 50 Composite,17,AXGN,2026-08-21,CupHandle,50.40,77.1,1,74.6,54.9,91.1,43.5,0.0,,,,,
Top 50 Composite,18,AOTG,2026-08-10,CupHandle,63.43,77.1,1,69.3,74.7,100.0,45.9,25.2,,,,,
Top 50 Composite,19,KFFB,2026-08-25,DarvasBox,5.83,77.0,1,87.7,56.3,30.2,72.9,13.7,,,,,
Top 50 Composite,20,PRHIZ,2026-08-25,CupHandle,21.55,76.2,1,74.0,68.0,100.0,76.9,33.9,,,,,
Top 50 Composite,21,TEKY,2026-08-14,CupHandle,45.94,75.9,1,70.4,73.8,87.5,17.7,25.7,,,,,
Top 50 Composite,22,ROBT,2026-08-17,CupHandle,59.62,75.8,1,71.4,65.7,84.4,38.9,20.0,,,,,
Top 50 Composite,23,CFFI,2026-08-26,DarvasBox,91.59,74.7,1,75.3,70.2,25.0,100.0,6.6,,,,,
Top 50 Composite,24,MTLS,2026-08-24,CupHandle,6.69,74.6,1,67.7,74.0,53.6,100.0,0.9,,,,,
Top 50 Composite,25,SAIL,2026-08-13,CupHandle,19.99,74.4,1,75.3,70.1,41.7,60.1,1.4,,,,,
Top 50 Composite,26,STRC,2026-08-24,CupHandle,97.21,74.3,1,76.5,31.9,72.9,56.6,5.7,,,,,
Top 50 Composite,27,ANGO,2026-08-11,DarvasBox,15.75,72.3,1,78.5,28.7,83.3,29.9,0.0,,,,,
Top 50 Composite,28,CNXC,2026-08-19,CupHandle,25.72,72.3,1,73.8,68.0,68.8,48.9,11.4,,,,,
Top 50 Composite,29,RIVN,2026-08-21,CupHandle,16.97,71.9,1,76.8,25.5,100.0,52.3,11.4,,,,,
Top 50 Composite,30,KRNY,2026-08-27,DarvasBox,10.01,71.7,1,76.2,70.1,87.0,55.4,0.0,,,,,
Top 50 Composite,31,NEO,2026-08-27,DarvasBox,18.64,71.0,1,70.0,68.0,67.7,56.3,0.0,,,,,
Top 50 Composite,32,NGNE,2026-08-12,CupHandle,36.98,70.4,1,77.8,15.0,60.4,69.1,0.0,,,,,
Top 50 Composite,33,MESO,2026-08-27,CupHandle,18.18,70.3,1,76.9,44.7,47.9,59.2,7.1,,,,,
Top 50 Composite,34,BULL,2026-08-18,CupHandle,7.93,70.3,1,75.2,74.6,26.0,64.6,0.7,,,,,
Top 50 Composite,35,ARGX,2026-08-17,DarvasBox,987.84,70.1,1,88.8,24.0,36.5,44.8,0.7,,,,,
Top 50 Composite,36,QQXL,2026-08-19,CupHandle,53.58,69.9,1,63.7,64.4,100.0,24.0,29.1,,,,,
Top 50 Composite,37,RELY,2026-08-24,CupHandle,26.59,69.2,1,76.6,67.7,12.0,47.9,12.1,,,,,
Top 50 Composite,38,HBIO,2026-08-10,CupHandle,6.39,68.7,1,75.4,75.0,33.9,34.4,11.6,,,,,
Top 50 Composite,39,ADP,2026-08-18,CupHandle,269.31,68.7,1,62.4,69.5,96.4,43.9,0.0,,,,,
