List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,DAN,2025-12-19,CupHandle,23.73,63.8,4,72.1,80.1,69.8,24.9,0.0,,,,,
Top 50 Composite,2,SSL,2026-01-02,CupHandle,6.66,63.8,4,72.0,50.1,90.6,60.3,0.0,,,,,
Top 50 Composite,3,ARR,2026-01-02,CupHandle,18.09,62.9,4,70.5,79.9,60.9,40.2,0.0,,,,,
Top 50 Composite,4,UAN,2025-12-30,CupHandle,98.27,61.5,4,60.2,90.5,97.9,58.5,32.1,,,,,
Top 50 Composite,5,SOBO,2025-12-30,CupHandle,28.40,60.7,4,68.4,57.8,61.5,82.1,0.0,,,,,
Top 50 Composite,6,LTM,2026-01-02,CupHandle,54.58,56.7,4,72.0,37.4,84.9,39.7,0.0,,,,,
Top 50 Composite,7,GPOR,2025-12-19,CupHandle,201.26,55.5,4,60.7,85.3,76.6,32.2,18.8,,,,,
Top 50 Composite,8,NGG,2026-01-02,CupHandle,78.70,54.6,4,57.7,76.6,84.4,36.6,1.5,,,,,
Top 50 Composite,9,JKS,2026-01-02,CupHandle,27.94,53.3,4,66.3,45.1,78.1,43.1,0.0,,,,,
Top 50 Composite,10,FOA,2025-12-30,CupHandle,23.82,53.2,4,64.5,89.4,28.6,47.9,24.7,,,,,
Top 50 Composite,11,TDF,2026-01-02,CupHandle,11.68,53.2,4,58.6,74.0,82.8,50.0,27.5,,,,,
Top 50 Composite,12,SPNT,2025-12-17,CupHandle,21.95,49.7,4,72.2,30.7,61.5,29.0,0.0,,,,,
Top 50 Composite,13,HBCP,2025-12-19,CupHandle,60.92,49.5,4,68.1,26.8,95.8,43.1,31.9,,,,,
Top 50 Composite,14,NIO,2025-12-30,POS,0.00,48.7,4,40.0,90.9,96.4,59.6,0.0,,,,,
Top 50 Composite,15,MHK,2025-12-26,POS,0.00,47.9,4,40.0,77.7,81.8,100.0,0.0,,,,,
Top 50 Composite,16,AME,2025-12-23,POS,0.00,47.7,4,40.0,93.6,81.2,66.0,0.0,,,,,
