List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,LTM,2026-01-05,CupHandle,56.77,79.2,2,77.2,74.3,85.9,49.5,0.0,,,,,
Top 50 Composite,2,WPP,2026-01-05,CupHandle,23.55,78.0,2,84.5,48.8,71.4,56.4,0.0,,,,,
Top 50 Composite,3,BA,2026-01-02,CupHandle,227.77,75.8,2,76.1,73.6,79.7,41.2,3.7,,,,,
Top 50 Composite,4,KEX,2026-01-05,CupHandle,117.15,74.1,3,71.6,87.8,71.4,45.9,0.0,,,,,
Top 50 Composite,5,SSL,2026-01-02,CupHandle,6.66,74.1,3,72.0,69.4,94.3,61.2,0.0,,,,,
Top 50 Composite,6,SNDR,2025-12-19,CupHandle,27.01,73.8,3,79.2,50.7,82.8,40.0,0.0,,,,,
Top 50 Composite,7,DIN,2025-12-29,CupHandle,32.48,72.9,3,73.1,88.9,50.5,51.8,0.0,,,,,
Top 50 Composite,8,AX,2026-01-05,CupHandle,89.50,72.4,3,72.1,72.9,81.8,48.5,0.0,,,,,
Top 50 Composite,9,MUR,2025-12-16,CupHandle,31.23,71.1,3,72.6,69.0,81.8,32.5,0.0,,,,,
Top 50 Composite,10,CRL,2025-12-19,CupHandle,197.06,70.5,3,71.8,66.4,87.0,35.7,0.0,,,,,
Top 50 Composite,11,WHD,2026-01-05,CupHandle,49.69,68.1,3,71.7,63.2,76.6,42.6,0.0,,,,,
Top 50 Composite,12,MEC,2025-12-19,CupHandle,17.33,67.6,3,80.8,28.4,68.2,54.6,0.0,,,,,
Top 50 Composite,13,DAN,2025-12-19,CupHandle,23.73,67.4,3,72.1,65.8,68.2,33.5,0.0,,,,,
Top 50 Composite,14,MATV,2025-12-19,CupHandle,12.49,67.0,3,68.4,66.2,87.5,40.7,0.0,,,,,
Top 50 Composite,15,BKKT,2026-01-05,CupHandle,14.79,66.8,3,64.5,77.3,90.1,59.6,3.0,,,,,
Top 50 Composite,16,DOV,2026-01-05,CupHandle,202.27,66.6,3,74.3,53.8,65.6,44.9,0.0,,,,,
Top 50 Composite,17,GRDN,2025-12-19,CupHandle,31.54,66.4,3,77.6,37.3,69.8,45.3,0.0,,,,,
Top 50 Composite,18,ARR,2026-01-02,CupHandle,18.09,65.7,3,69.8,72.0,60.9,40.2,0.0,,,,,
Top 50 Composite,19,STLA,2025-12-22,CupHandle,11.08,65.1,3,65.2,69.4,91.1,44.2,0.0,,,,,
Top 50 Composite,20,QXO,2026-01-05,CupHandle,23.30,64.7,4,67.4,68.1,67.2,75.3,0.0,,,,,
Top 50 Composite,21,UAN,2025-12-30,CupHandle,98.27,64.6,4,60.2,88.3,97.9,58.5,16.4,,,,,
