List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,1,CNTA,2026-01-21,CupHandle,23.23,79.2,2,77.5,73.5,86.5,44.0,0.0,,,,,,,,,
Top 50 Composite,2,OPCH,2026-01-13,CupHandle,34.75,73.3,3,72.4,87.7,55.7,67.8,1.0,,,,,,,,,
Top 50 Composite,3,WULF,2026-01-23,CupHandle,14.12,71.6,3,70.0,69.8,93.2,60.9,1.0,,,,,,,,,
Top 50 Composite,4,SMTC,2026-01-22,CupHandle,80.12,69.4,3,70.6,82.6,59.4,43.2,0.0,,,,,,,,,
Top 50 Composite,5,COO,2026-01-12,CupHandle,83.23,69.2,3,69.1,74.3,77.1,58.5,0.0,,,,,,,,,
Top 50 Composite,6,OVLY,2026-01-21,CupHandle,32.17,68.0,3,73.7,88.3,29.2,66.1,17.5,,,,,,,,,
Top 50 Composite,7,CIZN,2026-01-30,CupHandle,8.22,68.0,3,71.5,60.7,99.0,40.5,20.3,,,,,,,,,
Top 50 Composite,8,DGICB,2026-01-20,CupHandle,17.38,67.6,3,73.0,67.3,79.2,36.9,22.6,,,,,,,,,
Top 50 Composite,9,SHLS,2026-01-28,CupHandle,10.15,66.2,3,70.4,72.8,56.8,48.4,0.0,,,,,,,,,
Top 50 Composite,10,URNJ,2026-01-20,CupHandle,32.66,66.1,3,75.2,70.4,17.2,90.7,1.6,,,,,,,,,
Top 50 Composite,11,ZEUS,2026-01-20,CupHandle,49.17,66.0,3,81.9,24.5,60.4,60.1,5.0,,,,,,,,,
Top 50 Composite,12,VEON,2026-01-22,CupHandle,55.28,65.6,3,76.3,28.9,89.1,53.5,4.9,,,,,,,,,
Top 50 Composite,13,DVXP,2026-01-27,CupHandle,25.04,65.4,3,76.6,50.2,50.0,100.0,21.0,,,,,,,,,
Top 50 Composite,14,NVTS,2026-01-13,CupHandle,9.46,65.0,3,68.7,72.4,58.9,62.6,2.0,,,,,,,,,
Top 50 Composite,15,FLEX,2026-01-29,CupHandle,65.47,64.8,4,66.9,84.0,53.6,45.5,0.0,,,,,,,,,
Top 50 Composite,16,WSTL,2026-01-20,CupHandle,6.12,64.6,4,67.9,54.9,99.5,71.9,16.8,,,,,,,,,
Top 50 Composite,17,CPSS,2026-01-13,CupHandle,9.40,64.5,4,76.7,62.8,30.2,63.2,16.5,,,,,,,,,
Top 50 Composite,18,LNSR,2026-01-27,CupHandle,12.48,64.5,4,76.0,36.4,78.6,54.1,13.7,,,,,,,,,
Top 50 Composite,19,AMAL,2026-01-22,CupHandle,38.44,63.8,4,76.4,72.3,0.5,62.3,0.7,,,,,,13.9%,12.1,Financial Services,⚠️
Top 50 Composite,20,NN,2026-01-22,CupHandle,17.01,63.3,4,74.2,67.7,16.7,71.3,0.0,,,,,,,,,
Top 50 Composite,21,JRVR,2026-01-12,CupHandle,6.59,62.9,4,72.7,57.4,46.9,51.0,0.0,,,,,,,,,
Top 50 Composite,22,BBGI,2026-01-26,CupHandle,5.58,62.7,4,73.3,16.3,94.8,100.0,0.0,,,,,,-5.9%,,Communication Services,⚠️
Top 50 Composite,23,FIP,2026-01-21,CupHandle,5.99,62.3,4,76.7,36.2,51.0,53.4,0.0,,,,,,,,,
Top 50 Composite,24,MDRR,2026-01-13,CupHandle,13.04,61.7,4,74.8,47.4,68.8,14.3,20.4,,,,,,,,,
Top 50 Composite,25,TCBI,2026-01-21,CupHandle,102.28,61.3,4,73.2,67.3,18.8,46.9,0.0,,,,,,,,,
Top 50 Composite,26,ARCB,2026-01-29,CupHandle,85.31,61.1,4,78.3,53.2,3.6,62.7,1.0,,,,,,4.6%,34.5,Industrials,⚠️
Top 50 Composite,27,GDEV,2026-01-23,CupHandle,22.05,60.6,4,70.3,50.0,67.7,100.0,27.7,,,,,,,,,
