Symbol,Exchange,Date,IC_5d,IC_10d,IC_20d,FFT_Freq,FFT_Power,FFT_Stability,Pattern_Score,Pattern_Age,Pattern_Type,Vol_20d,ATR_20d,Volume_ZScore,Volume_Ratio_5_20,RSI_14d,RSI_Slope,MACD_Hist,MA_Ratio_50_200,Price_vs_MA50,Kurtosis_20d,Skew_20d,Current_Price,Price_Change_5d,Price_Change_20d,Num_Signals,IC_Enabled_Count,Baseline_Score,ML_Score,Final_Score,Fundamental_Score
KEYS,NYSE,2026-09-23,-0.053763,0.184262,-0.011364,0.008681,0.586633,0.997551,40.0,0,POS,0.113251,9.121512,0.354097,1.267519,63.150557,4.177548,2.733343,1.095637,0.080458,3.437616,-0.380083,353.359985,12.764872,9.78345,18,7,100.0,100.0,80.0,50.0
DNA,NYSE,2026-09-23,-0.065517,0.159649,-0.062944,0.007812,0.519429,1.0,40.0,0,POS,0.268894,0.37992,1.68882,1.521024,69.165956,4.088895,0.211514,0.912563,0.144855,4.566135,0.855377,8.58,22.746784,18.672198,18,7,100.0,100.0,80.0,50.0
MSM,NYSE,2026-09-23,-0.08152,0.188133,-0.053957,0.013889,0.468562,0.989833,40.0,0,POS,0.058219,3.01325,0.366141,1.437667,60.24563,2.397481,0.470036,1.17068,0.017308,2.935855,0.356409,124.099998,3.520188,1.306121,18,7,100.0,100.0,80.0,50.0
DIS,NYSE,2026-09-23,1.0,1.0,1.0,0.008929,0.602948,0.997274,40.0,0,POS,0.058288,2.168499,-0.269708,1.318133,45.019545,1.359179,0.0,0.0,0.000745,2.40712,0.137509,103.459999,-2.781431,-5.62802,18,7,100.0,100.0,80.0,50.0
DIVY,NYSE,2026-09-23,1.0,1.0,1.0,0.007812,0.541157,1.0,40.0,0,POS,0.058747,0.20962,0.593563,1.433876,32.17578,-1.649899,0.0,0.0,0.0,0.0,0.0,29.780001,-2.168199,-4.436111,18,7,100.0,100.0,80.0,50.0
MSIF,NYSE,2026-09-23,-0.145858,0.290518,-0.159527,0.007812,0.496334,1.0,40.0,0,POS,0.043167,0.25745,-1.073871,0.87647,49.33747,-0.643809,-0.039708,0.974083,0.023353,4.747965,0.916248,12.41,0.812343,-2.129341,18,7,100.0,100.0,80.0,50.0
MSI,NYSE,2026-09-23,0.01006,0.068441,0.053769,0.009549,0.634731,0.995114,40.0,0,POS,0.085578,8.394998,-0.121862,1.052236,46.001794,0.857224,-2.399858,1.06508,0.007741,10.614481,2.043671,460.440002,-1.85446,-5.508126,18,7,100.0,100.0,80.0,50.0
DKS,NYSE,2026-09-23,-0.038195,0.076805,0.020485,0.012153,0.539538,0.990275,40.0,0,POS,0.174893,4.995184,-0.164714,0.931165,38.664432,7.658622,1.933375,0.845868,-0.225886,30.71867,-4.57462,132.360001,6.983511,2.082367,18,7,100.0,100.0,80.0,50.0
DLB,NYSE,2026-09-23,-0.068176,0.225273,-0.197487,0.011285,0.42483,0.993546,40.0,0,POS,0.12828,1.71925,1.197923,1.148002,39.761552,1.386646,-0.765571,0.988182,-0.019495,16.757681,2.700238,58.029999,-3.860175,-10.654347,18,7,100.0,100.0,80.0,50.0
MSGS,NYSE,2026-09-23,-0.073772,0.158223,0.0083,0.008681,0.624475,0.997551,40.0,0,POS,0.044586,8.251517,0.12033,1.249743,50.276164,-2.625384,0.698803,1.163287,-0.002799,5.570608,0.866538,394.799988,0.389045,-0.916056,18,7,100.0,100.0,80.0,50.0
MSGE,NYSE,2026-09-23,-0.065904,0.098171,-0.050604,0.008789,0.50544,0.997423,40.0,0,POS,0.073796,2.121445,-0.472831,1.613914,49.404239,-1.10859,0.170823,1.168397,-0.002105,11.807609,2.014913,78.489998,-2.966994,-1.25802,18,7,100.0,100.0,80.0,50.0
DLX,NYSE,2026-09-23,-0.05351,0.080909,-0.047694,0.007812,0.684389,1.0,40.0,0,POS,0.066598,0.601125,0.171301,1.090388,49.868102,3.72746,0.041902,0.971389,-0.03038,2.69135,0.001685,23.879999,1.358233,1.100755,18,7,100.0,100.0,80.0,50.0
MSCI,NYSE,2026-09-23,-0.112035,0.298062,-0.172055,0.012153,0.559361,0.991743,40.0,0,POS,0.074341,12.078534,0.01769,1.252473,47.107984,1.008213,0.306965,0.989967,-0.02135,11.493405,-1.863843,555.700012,2.0382,-1.510042,18,7,100.0,100.0,80.0,50.0
MSB,NYSE,2026-09-23,-0.075672,0.206874,0.006215,0.011285,0.514241,0.994677,40.0,0,POS,0.304496,0.968095,-0.789532,1.579268,30.615286,-0.055985,-0.314854,0.794254,-0.117503,4.27926,-0.626586,20.17,-1.801367,-12.683984,18,7,100.0,100.0,80.0,50.0
