List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,1,FTK,2025-12-23,CupHandle,18.48,67.6,3,59.3,100.0,90.6,58.9,100.0,,,,,,,,,
Top 50 Composite,2,UAN,2025-12-30,CupHandle,98.27,66.6,3,60.2,90.5,97.9,58.5,100.0,,,,,,,,,
Top 50 Composite,3,ONIT,2025-12-30,CupHandle,45.86,65.9,3,68.8,92.2,77.1,51.7,100.0,,,,,,,,,
Top 50 Composite,4,TFPM,2025-12-23,POS,0.00,65.4,3,40.0,92.5,91.7,74.1,0.0,,,,,,,,,
Top 50 Composite,5,DAN,2025-12-19,CupHandle,23.73,64.1,4,72.1,80.1,69.8,24.9,0.0,,,,,,,,,
Top 50 Composite,6,NIO,2025-12-30,POS,0.00,63.9,4,40.0,90.9,96.4,59.6,0.0,,,,,,,,,
Top 50 Composite,7,K,2025-12-10,POS,0.00,63.5,4,40.0,74.6,89.1,100.0,0.0,,,,,,,,,
Top 50 Composite,8,MHK,2025-12-26,POS,0.00,63.1,4,40.0,77.7,81.8,100.0,0.0,,,,,,,,,
Top 50 Composite,9,AME,2025-12-23,POS,0.00,62.9,4,40.0,93.6,81.2,66.0,0.0,,,,,,14.6%,36.0,Industrials,⚠️
Top 50 Composite,10,SOBO,2025-12-30,CupHandle,28.40,62.7,4,68.4,57.8,61.5,82.1,0.0,,,,,,,,,
Top 50 Composite,11,GBCI,2025-12-19,POS,0.00,62.5,4,40.0,83.6,84.9,79.2,0.0,,,,,,,,,
Top 50 Composite,12,ALE,2025-12-12,POS,0.00,62.0,4,40.0,74.6,80.2,100.0,0.0,,,,,,2.6%,23.8,Utilities,⚠️
Top 50 Composite,13,AIV,2025-12-26,POS,0.00,61.9,4,40.0,81.2,89.6,73.8,0.0,,,,,,-30.6%,,Real Estate,⚠️
Top 50 Composite,14,IBM,2025-12-23,POS,0.00,61.7,4,40.0,84.2,85.9,70.6,0.0,,,,,,,,,
Top 50 Composite,15,AJG,2025-12-26,POS,0.00,61.7,4,40.0,86.3,98.4,49.6,0.0,,,,,,6.9%,42.7,Financial Services,⚠️
Top 50 Composite,16,PH,2025-12-19,POS,0.00,61.1,4,40.0,91.2,78.6,61.2,0.0,,,,,,,,,
Top 50 Composite,17,JCI,2025-12-18,POS,0.00,60.7,4,40.0,90.6,83.3,52.6,0.0,,,,,,,,,
Top 50 Composite,18,OSK,2025-12-23,POS,0.00,60.6,4,40.0,89.0,84.4,53.9,0.0,,,,,,,,,
Top 50 Composite,19,NRG,2025-12-23,POS,0.00,60.4,4,40.0,79.8,82.8,73.6,0.0,,,,,,,,,
Top 50 Composite,20,STN,2025-12-23,POS,0.00,60.4,4,40.0,85.7,91.7,88.1,100.0,,,,,,,,,
Top 50 Composite,21,GFL,2025-12-30,POS,0.00,59.6,4,40.0,80.6,93.8,51.9,0.0,,,,,,,,,
Top 50 Composite,22,BYD,2025-12-15,POS,0.00,59.6,4,40.0,99.7,59.9,56.2,0.0,,,,,,87.0%,3.8,Consumer Cyclical,⚠️
Top 50 Composite,23,DAR,2025-12-30,POS,0.00,59.6,4,40.0,83.1,97.9,40.7,0.0,,,,,,,,,
Top 50 Composite,24,TMO,2025-12-24,POS,0.00,59.2,4,40.0,81.4,90.6,51.1,0.0,,,,,,,,,
Top 50 Composite,25,OEC,2025-12-30,POS,0.00,59.2,4,40.0,78.9,97.4,46.9,0.0,,,,,,,,,
Top 50 Composite,26,YPF,2025-12-30,POS,0.00,58.9,4,40.0,79.5,100.0,40.6,0.0,,,,,,,,,
Top 50 Composite,27,LH,2025-12-26,POS,0.00,58.8,4,40.0,76.7,91.1,56.8,0.0,,,,,,,,,
Top 50 Composite,28,BVN,2025-12-24,POS,0.00,58.6,4,40.0,74.8,77.1,77.9,0.0,,,,,,12.3%,19.0,Basic Materials,⚠️
Top 50 Composite,29,AIT,2025-12-23,POS,0.00,58.4,4,40.0,89.6,86.5,71.4,100.0,,,,,,22.0%,25.7,Industrials,⚠️
Top 50 Composite,30,GPOR,2025-12-19,CupHandle,201.26,58.3,4,60.7,85.3,76.6,32.2,100.0,,,,,,,,,
Top 50 Composite,31,SE,2025-12-29,POS,0.00,58.3,4,40.0,80.1,100.0,34.2,0.0,,,,,,,,,
Top 50 Composite,32,BABA,2025-12-26,POS,0.00,58.3,4,40.0,80.2,96.4,38.7,0.0,,,,,,11.2%,22.5,Consumer Cyclical,⚠️
Top 50 Composite,33,BAK,2025-12-24,CupHandle,3.08,58.2,4,62.9,72.6,43.2,60.2,10.0,,,,,,,,Basic Materials,⚠️
Top 50 Composite,34,CLPR,2025-12-12,POS,0.00,58.1,4,40.0,86.6,91.1,69.7,100.0,,,,,,,,,
Top 50 Composite,35,BEDU,2025-12-15,POS,0.00,58.1,4,40.0,78.4,80.7,100.0,100.0,,,,,,-75.3%,,Consumer Defensive,⚠️
Top 50 Composite,36,TEF,2025-12-30,POS,0.00,57.9,4,40.0,68.6,95.8,60.9,0.0,,,,,,,,,
Top 50 Composite,37,NVO,2025-12-29,POS,0.00,57.8,4,40.0,84.4,55.7,81.4,5.0,,,,,,,,,
Top 50 Composite,38,ENIC,2025-12-30,CupHandle,4.02,57.7,4,70.4,57.0,82.3,50.6,100.0,,,,,,,,,
Top 50 Composite,39,BG,2025-12-30,POS,0.00,57.5,4,40.0,75.1,100.0,39.0,0.0,,,,,,9.8%,12.8,Consumer Defensive,⚠️
Top 50 Composite,40,SYK,2025-12-23,POS,0.00,57.5,4,40.0,76.9,82.3,57.9,0.0,,,,,,,,,
Top 50 Composite,41,GOOS,2025-12-26,POS,0.00,57.4,4,40.0,60.5,86.5,86.3,0.0,,,,,,,,,
Top 50 Composite,42,KGC,2025-12-24,POS,0.00,57.4,4,40.0,79.6,89.1,43.0,0.0,,,,,,,,,
Top 50 Composite,43,WAT,2025-12-26,POS,0.00,57.4,4,40.0,78.5,80.7,56.0,0.0,,,,,,,,,
Top 50 Composite,44,IRS,2025-12-29,POS,0.00,57.3,4,40.0,93.1,99.5,38.8,100.0,,,,,,,,,
Top 50 Composite,45,ADM,2025-12-26,POS,0.00,57.3,4,40.0,66.8,100.0,54.2,0.0,,,,,,5.2%,27.7,Consumer Defensive,⚠️
Top 50 Composite,46,TT,2025-12-24,POS,0.00,57.2,4,40.0,75.5,86.5,52.9,0.0,,,,,,,,,
Top 50 Composite,47,CRS,2025-12-26,POS,0.00,57.0,4,40.0,92.4,69.8,38.1,0.0,,,,,,,,,
Top 50 Composite,48,BN,2025-12-24,POS,0.00,56.9,4,40.0,85.1,80.2,39.3,0.0,,,,,,1.0%,129.4,Financial Services,⚠️
Top 50 Composite,49,CAH,2025-12-18,POS,0.00,56.9,4,40.0,84.6,92.7,23.9,0.0,,,,,,,33.0,Healthcare,⚠️
Top 50 Composite,50,NPWR,2025-12-30,POS,0.00,56.8,4,40.0,58.2,89.6,82.4,0.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,RPT,,,    16.38,,,,,,,,NYSE,530.00,209314,,,,,,
Top 20 Momentum,2,SOC,,,     8.75,,,,,,,,NYSE,71.57,11746653,,,,,,
Top 20 Momentum,3,DBI,,,     7.82,,,,,,,,NYSE,66.03,2129066,,,,,,
Top 20 Momentum,4,DBRG,,,    15.26,,,,,,,,NYSE,57.00,12441850,,,,,,
Top 20 Momentum,5,CPAC,,,    10.50,,,,,,,,NYSE,55.10,246960,,,,,,
Top 20 Momentum,6,PL,,,    19.87,,,,,,,,NYSE,53.55,15676416,,,,,,
