Symbol,Exchange,Date,IC_5d,IC_10d,IC_20d,FFT_Freq,FFT_Power,FFT_Stability,Pattern_Score,Pattern_Age,Pattern_Type,Vol_20d,ATR_20d,Volume_ZScore,Volume_Ratio_5_20,RSI_14d,RSI_Slope,MACD_Hist,MA_Ratio_50_200,Price_vs_MA50,Kurtosis_20d,Skew_20d,Current_Price,Price_Change_5d,Price_Change_20d,Num_Signals,IC_Enabled_Count,Baseline_Score,ML_Score,Final_Score,Fundamental_Score
RANG,NASDAQ,2026-09-04,-0.1165,0.235174,-0.156087,0.007812,0.590761,1.0,40.0,0,POS,0.007187,0.009505,-0.28299,0.217345,51.764123,0.0,-0.006961,1.015268,0.002693,13.079003,2.128922,10.76,-0.278033,0.279596,18,7,100.0,100.0,80.0,50.0
CPSS,NASDAQ,2026-09-04,1.0,1.0,1.0,0.008681,0.630634,0.997551,70.3,0,CupHandle,0.0,0.254244,0.202305,1.630592,47.115154,0.0,0.0,0.0,0.0,0.0,0.0,9.4,1.7316,2.173911,18,7,100.0,100.0,80.0,50.0
SHOT,NASDAQ,2026-09-04,-0.046244,0.208767,0.019258,0.007812,0.536712,0.0,40.0,0,POS,0.004523,0.011755,-0.311534,0.036838,93.493915,-0.00462,-0.247308,0.0,0.0,58.016938,7.550956,9.84,0.0,0.203671,17,6,100.0,100.0,80.0,50.0
CMBO,NASDAQ,2026-09-04,-0.117952,0.269605,-0.141096,0.007812,0.582775,0.0,40.0,0,POS,0.003508,0.016,-0.421042,0.485308,99.846483,0.0,-0.002615,1.011833,0.003804,3.069636,0.755681,103.480003,0.058021,0.30048,18,7,100.0,100.0,80.0,50.0
SEIE,NASDAQ,2026-09-04,-0.090933,0.219967,-0.202483,0.009766,0.613085,0.996628,40.0,0,POS,0.019622,0.380425,-0.480741,0.68889,61.601905,0.0,-0.027316,1.055105,0.027124,4.212362,0.644511,37.348701,1.540699,0.847041,18,7,100.0,100.0,80.0,50.0
CNOBP,NASDAQ,2026-09-04,-0.131033,0.277571,-0.177108,0.008789,0.480689,0.997423,40.0,0,POS,0.022297,0.097545,-0.750374,0.286217,69.016696,0.0,0.022543,1.01722,0.009167,14.176416,-2.311004,25.400999,0.003935,0.201178,18,7,100.0,100.0,80.0,50.0
SEEM,NASDAQ,2026-09-04,-0.084783,0.110768,-0.095069,0.009766,0.473529,0.996628,40.0,0,POS,0.044907,0.50726,-0.413,0.783245,62.291868,0.0,0.098884,1.076685,0.037886,3.837374,-0.181957,40.0373,2.715052,4.656262,18,7,100.0,100.0,80.0,50.0
SDHIU,NASDAQ,2026-09-04,-0.160454,0.281011,-0.23708,0.010417,0.281532,0.996331,40.0,0,POS,0.006439,0.003,0.20995,1.340635,77.423625,0.0,0.001961,1.005501,0.003496,28.357376,-0.842023,10.62,0.188675,0.568177,18,7,100.0,100.0,80.0,50.0
COPJ,NASDAQ,2026-09-04,1.0,1.0,1.0,0.009549,0.587683,0.996763,69.8,0,CupHandle,0.0,1.392494,0.861378,0.890702,51.091271,0.0,0.0,0.0,0.0,0.0,0.0,45.959999,2.246937,1.099868,18,7,100.0,100.0,80.0,50.0
SBFG,NASDAQ,2026-09-04,-0.007818,0.124272,-0.075725,0.007812,0.608424,1.0,40.0,0,POS,0.156548,0.942,-0.252073,1.124369,72.124188,0.0,0.24686,1.169872,0.111156,2.693152,0.128726,29.985001,7.898523,10.077096,18,7,100.0,100.0,80.0,50.0
CPLS,NASDAQ,2026-09-04,-0.044592,0.113538,-0.03812,0.007812,0.565033,1.0,40.0,0,POS,0.012094,0.108459,-0.303255,0.369205,41.996189,0.0,-0.009178,0.985273,-0.006684,2.411788,0.046346,34.435001,0.162889,-0.124715,18,7,100.0,100.0,80.0,50.0
CPST,NASDAQ,2026-09-04,0.043708,0.111717,0.082028,0.007812,0.562909,1.0,40.0,0,POS,0.005384,0.04304,0.635975,1.724973,64.491023,0.0,-0.000456,1.019468,0.005087,4.775717,-0.181995,28.131001,0.210174,0.324535,18,7,100.0,100.0,80.0,50.0
SJLD,NASDAQ,2026-09-04,0.020288,0.110879,-0.031348,0.010417,0.598094,0.996331,40.0,0,POS,0.004827,0.01871,-0.334377,0.090527,67.661263,0.0,0.001027,0.996591,0.004112,48.766431,-6.596116,25.34,0.086892,0.455896,18,7,100.0,100.0,80.0,50.0
CRACU,NASDAQ,2026-09-04,-0.05409,0.221308,0.042403,0.007812,0.586516,0.0,40.0,0,POS,0.0,0.0,-0.212962,0.0,66.65396,0.0,-0.000412,1.004804,0.000293,22.263195,3.354447,10.25,0.0,0.0,18,7,100.0,100.0,80.0,50.0
RWAYL,NASDAQ,2026-09-04,-0.100464,0.18974,-0.090423,0.008681,0.617599,0.997551,40.0,0,POS,0.015671,0.05175,1.352526,1.559568,39.252637,0.0,0.002798,1.000376,-0.006626,16.251426,-2.733736,25.1,0.059802,-1.21999,18,7,100.0,100.0,80.0,50.0
RUNN,NASDAQ,2026-09-04,-0.04181,0.09868,-0.043866,0.007812,0.512298,1.0,40.0,0,POS,0.03666,0.3562,-0.116474,0.823175,48.56627,0.0,-0.134316,1.018354,0.013053,2.82246,0.209922,34.589001,0.359787,-2.456284,18,7,100.0,100.0,80.0,50.0
RNGTU,NASDAQ,2026-09-04,-0.17375,0.484163,-0.334801,0.011719,0.298863,0.996109,40.0,0,POS,0.025507,0.037,-0.292897,1.01851,65.729145,-0.0,0.018297,1.011233,0.011175,12.179177,0.533185,10.46,1.65209,1.750976,18,7,100.0,100.0,80.0,50.0
RNEM,NASDAQ,2026-09-04,-0.066664,0.245554,-0.126116,0.012153,0.491329,0.992588,40.0,0,POS,0.047438,0.281305,-0.983099,0.599003,65.777347,0.0,0.106172,1.006365,0.026142,3.135948,0.071546,57.8256,1.191004,1.368396,18,7,100.0,100.0,80.0,50.0
RILYT,NASDAQ,2026-09-04,-0.073726,0.165937,-0.030855,0.010417,0.635104,0.992688,40.0,0,POS,0.036374,0.278495,-1.14731,0.548401,56.736649,0.0,-0.038705,1.136109,0.033733,5.295496,-0.267395,21.68,-0.914072,1.072259,18,7,100.0,100.0,80.0,50.0
RILYN,NASDAQ,2026-09-04,-0.07796,0.234452,-0.044821,0.010417,0.605317,0.992688,40.0,0,POS,0.011443,0.03373,-0.534869,0.455741,75.566683,0.0,0.006961,1.054739,0.008283,28.855069,-4.268767,25.175699,0.142004,0.843978,18,7,100.0,100.0,80.0,50.0
RILYG,NASDAQ,2026-09-04,-0.070427,0.204724,-0.073497,0.010417,0.606853,0.992688,40.0,0,POS,0.017733,0.10353,-0.259912,0.6778,58.189429,0.0,0.009009,1.071184,0.009988,4.149526,0.192329,24.7728,0.051697,1.072216,18,7,100.0,100.0,80.0,50.0
RIFR,NASDAQ,2026-09-04,-0.041151,0.130503,-0.111787,0.007812,0.476833,1.0,40.0,0,POS,0.032046,0.222425,0.514376,1.281919,41.269541,0.0,-0.044953,1.031246,-0.013157,2.831977,0.137327,28.4034,0.213104,-0.216405,18,7,100.0,100.0,80.0,50.0
SJCP,NASDAQ,2026-09-04,-0.004315,0.108975,-0.078758,0.007812,0.45726,1.0,40.0,0,POS,0.005283,0.046915,-0.754939,0.513077,60.774523,0.0,-0.002391,0.997588,0.004021,3.023625,-0.25051,25.174999,0.099402,0.699997,18,7,100.0,100.0,80.0,50.0
CIZN,NASDAQ,2026-09-04,0.024475,0.097424,0.034751,0.009549,0.546291,0.996763,40.0,0,POS,0.084787,0.1255,0.785365,1.286862,56.540872,0.0,-0.016732,1.096778,0.036134,4.382892,0.695136,10.67,3.091784,-0.280371,18,7,100.0,100.0,80.0,50.0
PSC,NASDAQ,2026-09-04,-0.064622,0.124792,-0.12894,0.007812,0.630812,1.0,40.0,0,POS,0.034382,0.602999,-0.697335,0.88363,49.347461,0.0,-0.110107,1.093769,0.001435,2.984076,0.375127,69.161499,1.157666,-0.957329,18,7,100.0,100.0,80.0,50.0
SMCO,NASDAQ,2026-09-04,-0.009857,0.134708,-0.043105,0.010417,0.466128,0.996331,40.0,0,POS,0.102657,0.279515,0.773396,1.422067,34.169309,0.0,-0.071158,1.036298,-0.03352,3.15368,0.365566,28.8874,0.934308,-5.308946,18,7,100.0,100.0,80.0,50.0
SPIT,NASDAQ,2026-09-04,-0.158127,0.343546,-0.31881,0.007812,0.68349,1.0,40.0,0,POS,0.128254,0.49762,-0.598726,0.755625,39.122027,0.0,-0.127344,1.103525,-0.03793,3.613592,0.760216,31.773701,1.393563,-7.067265,18,7,100.0,100.0,80.0,50.0
CCNEP,NASDAQ,2026-09-04,-0.080011,0.232107,-0.053828,0.010417,0.482134,0.994819,40.0,0,POS,0.016218,0.15737,0.131495,0.629,54.726508,0.0,0.024918,1.000867,0.001242,7.74697,-0.413851,25.02,0.481931,-1.88197,18,7,100.0,100.0,80.0,50.0
SPEGU,NASDAQ,2026-09-04,-0.149785,0.447263,-0.269428,0.019531,0.404991,0.988417,40.0,0,POS,0.0,0.0,-0.130824,0.0,23.36922,0.0,0.003643,1.009454,-0.005598,41.849754,5.397525,10.48,0.0,0.0,18,7,100.0,100.0,80.0,50.0
SPCT,NASDAQ,2026-09-04,0.009919,0.16691,-0.139247,0.007812,0.573251,1.0,40.0,0,POS,0.028948,0.13723,-0.459272,1.3295,42.708403,0.0,-0.037672,1.03106,-0.007685,2.977945,0.110634,27.5844,0.026836,-2.248838,18,7,100.0,100.0,80.0,50.0
CDIG,NASDAQ,2026-09-04,-0.174903,0.39477,-0.349565,0.015625,0.478726,0.992248,40.0,0,POS,0.039406,0.274585,0.681281,0.87932,60.915488,0.0,0.002416,1.010837,0.042818,2.631866,0.028908,27.169001,1.9207,2.277524,18,7,100.0,100.0,80.0,50.0
SOCAU,NASDAQ,2026-09-04,-0.014619,0.205828,-0.021543,0.007812,0.653429,1.0,40.0,0,POS,0.004568,0.002,-0.194227,1.545622,80.078754,0.0,-0.00019,1.00746,0.003373,26.401796,1.359267,10.41,0.096156,0.385728,18,7,100.0,100.0,80.0,50.0
SOCA,NASDAQ,2026-09-04,-0.165053,0.290658,-0.171736,0.011719,0.612702,0.996109,40.0,0,POS,0.003562,0.007,-0.169451,3.508101,61.153025,0.0,-0.000805,1.011385,0.003559,8.921648,0.92776,10.35,0.193615,0.193615,18,7,100.0,100.0,80.0,50.0
CGABL,NASDAQ,2026-09-04,-0.045898,0.12298,0.028077,0.008789,0.689998,0.997423,40.0,0,POS,0.021591,0.196265,1.783642,1.868101,41.545765,0.0,-0.004575,0.959091,-0.017013,3.917484,-0.548793,15.93,-1.30111,-0.994406,18,7,100.0,100.0,80.0,50.0
SMCP,NASDAQ,2026-09-04,0.01498,0.116206,-0.01335,0.009375,0.594308,0.996885,40.0,0,POS,0.04436,0.262885,-0.244747,0.582336,64.68357,0.0,0.011294,0.869363,0.061401,3.011981,0.21237,27.261299,3.145285,4.529522,18,7,100.0,100.0,80.0,50.0
SMCF,NASDAQ,2026-09-04,-0.03437,0.113591,-0.097579,0.010417,0.572169,0.996331,40.0,0,POS,0.032837,0.254965,-0.523367,2.159632,55.315687,0.0,0.020797,1.092103,0.011616,2.287282,-0.006807,40.355,2.496693,1.402112,18,7,100.0,100.0,80.0,50.0
SLMBP,NASDAQ,2026-09-04,-0.027568,0.244101,-0.011619,0.012153,0.452292,0.994677,40.0,0,POS,0.022259,0.497996,-0.326162,0.820491,36.398066,0.0,-0.150272,1.001144,-0.009373,5.165881,-0.815569,73.919998,-1.216095,-1.242485,18,7,100.0,100.0,80.0,50.0
CHAR,NASDAQ,2026-09-04,-0.133411,0.279502,-0.090406,0.007812,0.591669,1.0,40.0,0,POS,0.004695,0.008,-0.194638,0.13429,85.834027,0.0,-0.001986,1.021203,0.006193,14.926943,-0.101642,10.95,0.09141,0.366636,18,7,100.0,100.0,80.0,50.0
CHI,NASDAQ,2026-09-04,-0.058939,0.150409,-0.015918,0.007812,0.644447,1.0,40.0,0,POS,0.094625,0.211635,-0.504577,1.099401,40.29065,0.0,-0.046872,1.083633,-0.02957,2.555872,0.231216,12.53,0.885666,-4.642318,18,7,100.0,100.0,80.0,50.0
CHPG,NASDAQ,2026-09-04,-0.215324,0.348113,-0.287271,0.007812,0.641669,1.0,40.0,0,POS,0.006354,0.0045,4.082199,3.947267,36.526693,0.0,-0.006557,1.010073,0.000322,18.581937,-1.81014,10.43,-0.477092,-0.191383,18,7,100.0,100.0,80.0,50.0
CHRI,NASDAQ,2026-09-04,-0.096511,0.168274,-0.147512,0.007812,0.613184,1.0,40.0,0,POS,0.023076,0.425935,-0.096262,1.486113,55.94493,0.0,-0.056401,1.059507,0.016882,2.843991,0.231913,91.496399,1.226267,-0.269886,18,7,100.0,100.0,80.0,50.0
CHSCL,NASDAQ,2026-09-04,-0.122133,0.233623,-0.115269,0.011285,0.502118,0.994677,40.0,0,POS,0.008823,0.12983,-0.090361,0.944318,50.903692,0.0,0.002597,0.993825,0.001293,6.658473,-0.807426,25.4,0.197236,0.078804,18,7,100.0,100.0,80.0,50.0
