List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,16,ARR,2026-01-06,CupHandle,18.22,68.4,3,72.5,63.2,66.1,66.3,0.0,,,,,,3.7%,89.8,Real Estate,⚠️
Top 50 Composite,17,CYD,2026-01-08,CupHandle,40.30,68.1,3,75.2,50.0,66.1,100.0,9.0,,,,,,,,,
Top 50 Composite,18,SBSI,2025-12-19,CupHandle,32.05,68.0,3,69.1,70.0,82.3,42.0,0.0,,,,,,,,,
Top 50 Composite,19,DAN,2025-12-19,CupHandle,23.73,67.4,3,72.1,65.8,68.2,33.5,0.0,,,,,,,,,
Top 50 Composite,20,AIN,2026-01-08,CupHandle,55.24,67.3,3,76.0,55.8,51.6,57.8,0.0,,,,,,-6.1%,,Consumer Cyclical,⚠️
Top 50 Composite,21,SNDR,2026-01-06,CupHandle,28.56,67.2,3,67.0,73.5,81.2,57.1,0.0,,,,,,,,,
Top 50 Composite,22,SSL,2026-01-02,CupHandle,6.66,67.0,3,72.0,55.3,76.6,62.0,1.0,,,,,,,,,
Top 50 Composite,23,BKKT,2026-01-05,CupHandle,14.79,66.8,3,64.5,77.3,90.1,59.6,3.0,,,,,,-67.5%,,Technology,⚠️
Top 50 Composite,24,DOV,2026-01-05,CupHandle,202.27,66.6,3,74.3,53.8,65.6,44.9,0.0,,,,,,,,,
Top 50 Composite,25,BAP,2026-01-08,CupHandle,303.84,66.4,3,69.1,58.5,87.0,58.2,0.0,,,,,,18.5%,15.5,Financial Services,✅
Top 50 Composite,26,PNC,2026-01-08,CupHandle,218.64,66.2,3,67.5,77.3,62.5,67.5,0.0,,,,,,,,,
Top 50 Composite,27,WSR,2026-01-06,CupHandle,14.01,66.1,3,68.5,67.0,77.6,50.8,0.0,,,,,,,,,
Top 50 Composite,28,PM,2026-01-05,CupHandle,159.86,66.0,3,66.8,74.7,75.5,49.7,0.0,,,,,,,,,
Top 50 Composite,29,PEN,2026-01-06,CupHandle,316.97,65.9,3,70.2,54.3,79.2,73.5,0.0,,,,,,,,,
Top 50 Composite,30,AXL,2026-01-06,CupHandle,7.05,65.2,3,69.1,66.6,65.1,74.6,4.0,,,,,,6.3%,23.5,Consumer Cyclical,⚠️
Top 50 Composite,31,NBHC,2025-12-19,CupHandle,39.68,65.2,3,66.4,74.7,70.3,60.9,0.0,,,,,,,,,
Top 50 Composite,32,HZO,2026-01-08,CupHandle,27.55,65.1,3,64.6,76.4,80.2,55.9,0.0,,,,,,,,,
Top 50 Composite,33,LZB,2026-01-08,CupHandle,39.02,65.0,3,70.0,71.5,55.2,46.0,0.0,,,,,,,,,
Top 50 Composite,34,TPC,2026-01-06,CupHandle,71.14,64.8,4,67.1,57.9,92.7,55.1,0.0,,,,,,,,,
Top 50 Composite,35,JBTM,2026-01-07,CupHandle,158.31,64.5,4,65.3,87.8,52.6,56.3,0.0,,,,,,,,,
Top 50 Composite,36,WHD,2026-01-06,CupHandle,49.93,64.2,4,67.4,63.8,74.0,67.8,0.1,,,,,,,,,
Top 50 Composite,37,ACN,2026-01-08,CupHandle,281.82,64.2,4,67.3,89.3,36.5,53.8,0.0,,,,,,25.0%,22.0,Technology,⚠️
Top 50 Composite,38,JEF,2026-01-07,CupHandle,64.67,64.0,4,79.4,16.8,67.2,85.5,1.0,,,,,,,,,
Top 50 Composite,39,PB,2025-12-19,CupHandle,71.40,63.1,4,67.6,68.2,67.2,39.1,0.0,,,,,,,,,
Top 50 Composite,40,G,2025-12-19,CupHandle,47.91,63.0,4,66.1,65.3,78.1,48.3,0.0,,,,,,,,,
Top 50 Composite,41,THQ,2026-01-06,CupHandle,19.68,62.9,4,70.1,70.8,35.9,71.3,0.0,,,,,,,,,
Top 50 Composite,42,STLA,2025-12-22,CupHandle,11.08,62.9,4,65.2,59.9,91.1,51.9,0.0,,,,,,,,,
Top 50 Composite,43,TPVG,2025-12-31,CupHandle,6.54,62.4,4,68.7,68.7,55.7,36.7,0.0,,,,,,,,,
Top 50 Composite,44,RVTY,2026-01-06,CupHandle,105.05,62.4,4,66.8,72.7,56.2,53.9,0.0,,,,,,,,,
Top 50 Composite,45,RF,2026-01-08,CupHandle,28.84,62.2,4,65.7,68.9,64.6,67.9,0.0,,,,,,,,,
Top 50 Composite,46,SARO,2026-01-06,CupHandle,30.38,62.2,4,66.2,69.2,64.1,61.1,1.8,,,,,,,,,
Top 50 Composite,47,GRDN,2025-12-19,CupHandle,31.54,62.0,4,77.6,21.0,71.9,42.8,0.0,,,,,,,,,
Top 50 Composite,48,WAB,2025-12-19,CupHandle,216.14,61.9,4,61.2,90.0,65.6,40.6,0.0,,,,,,,,,
Top 50 Composite,49,BDX,2026-01-05,CupHandle,198.96,61.8,4,71.0,44.4,75.5,42.1,0.0,,,,,,6.5%,34.7,Healthcare,⚠️
Top 50 Composite,50,JLL,2026-01-06,CupHandle,350.54,61.6,4,63.8,67.8,76.6,64.1,0.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,RPT,,,    16.08,,,,,,,,NYSE,478.42,147066,,,,,,
Top 20 Momentum,2,SOC,,,    10.67,,,,,,,,NYSE,90.54,13335801,,,,,,
Top 20 Momentum,3,SKIL,,,     8.90,,,,,,,,NYSE,56.97,371527,,,,,,
Top 20 Momentum,4,RDW,,,    10.66,,,,,,,,NYSE,54.72,19017941,,,,,,
Top 20 Momentum,5,SRFM,,,     2.99,,,,,,,,NYSE,54.12,5548803,,,,,,
Top 20 Momentum,6,BE,,,   136.87,,,,,,,,NYSE,52.79,11495478,,,2.9%,1951.6,Industrials,⚠️
Top 20 Momentum,7,LITB,,,     2.61,,,,,,,,NYSE,50.00,29145,,,,,,
Top 20 Momentum,8,CPAC,,,    10.45,,,,,,,,NYSE,49.50,216188,,,,,,
Top 20 Momentum,9,KRMN,,,   101.28,,,,,,,,NYSE,48.81,2271886,,,,,,
Top 20 Momentum,10,BW,,,     8.22,,,,,,,,NYSE,48.64,3164353,,,,,Industrials,⚠️
Top 20 Momentum,11,LAR,,,     7.04,,,,,,,,NYSE,46.67,3611161,,,,,,
Top 20 Momentum,12,AP,,,     5.17,,,,,,,,NYSE,40.87,227197,,,-4.1%,,Industrials,⚠️
Top 20 Momentum,13,BKKT,,,    14.79,,,,,,,,NYSE,38.48,1206808,,,-67.5%,,Technology,⚠️
Top 20 Momentum,14,TGE,,,     1.37,,,,,,,,NYSE,38.38,159911,,,,,,
Top 20 Momentum,15,NEXA,,,    10.74,,,,,,,,NYSE,37.87,806486,,,,,,
Top 20 Momentum,16,ONTF,,,     7.96,,,,,,,,NYSE,37.24,482164,,,,,,
Top 20 Momentum,17,DDL,,,     2.81,,,,,,,,NYSE,37.07,2814824,,,,,,
Top 20 Momentum,18,GCO,,,    32.43,,,,,,,,NYSE,37.01,200223,,,,,,
Top 20 Momentum,19,RH,,,   219.00,,,,,,,,NYSE,33.81,1154735,,,,,,
Top 20 Momentum,20,NTCPF,,,     2.24,,,,,,,,NYSE,32.54,419896,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Volume,1,TSM,,,   331.77,,,,,,,,NYSE,,,  4186725473,10.75,,,,
Top 20 Volume,2,ORCL,,,   204.68,,,,,,,,NYSE,,,  3642617844,3.79,,,,
Top 20 Volume,3,LLY,,,  1081.00,,,,,,,,NYSE,,,  2990337750,0.12,,,,
Top 20 Volume,4,JPM,,,   324.49,,,,,,,,NYSE,,,  2900106913,0.33,,,,
Top 20 Volume,5,XOM,,,   124.61,,,,,,,,NYSE,,,  2269927349,2.99,,,,
Top 20 Volume,6,V,,,   343.20,,,,,,,,NYSE,,,  2193310052,-2.95,,,,
Top 20 Volume,7,GS,,,   934.83,,,,,,,,NYSE,,,  2166817884,5.70,,,,
Top 20 Volume,8,UNH,,,   343.98,,,,,,,,NYSE,,,  2133702995,3.56,,,,
Top 20 Volume,9,WMT,,,   114.53,,,,,,,,NYSE,,,  2090969457,2.33,,,,
Top 20 Volume,10,BABA,,,   154.47,,,,,,,,NYSE,,,  1987745867,4.82,11.2%,22.5,Consumer Cyclical,⚠️
Top 20 Volume,11,BA,,,   227.38,,,,,,,,NYSE,,,  1763475669,4.06,290.1%,94.3,Industrials,⚠️
Top 20 Volume,12,BE,,,   136.87,,,,,,,,NYSE,,,  1718758910,56.85,2.9%,1951.6,Industrials,⚠️
Top 20 Volume,13,MA,,,   575.54,,,,,,,,NYSE,,,  1673251111,-0.33,,,,
Top 20 Volume,14,BAC,,,    56.18,,,,,,,,NYSE,,,  1665807835,1.63,10.2%,14.2,Financial Services,⚠️
Top 20 Volume,15,GEV,,,   639.77,,,,,,,,NYSE,,,  1634374356,-3.01,,,,
Top 20 Volume,16,ABBV,,,   220.04,,,,,,,,NYSE,,,  1503816805,-4.22,138.0%,169.7,Healthcare,⚠️
Top 20 Volume,17,CRM,,,   256.26,,,,,,,,NYSE,,,  1458167897,-3.63,,,,
Top 20 Volume,18,CAT,,,   608.13,,,,,,,,NYSE,,,  1449270656,5.32,43.5%,36.8,Industrials,⚠️
Top 20 Volume,19,PG,,,   143.46,,,,,,,,NYSE,,,  1416824525,-0.41,,,,
Top 20 Volume,20,HD,,,   359.56,,,,,,,,NYSE,,,  1413522151,3.81,,,,
