List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,FSUN,2026-01-22,CupHandle,39.93,82.1,2,77.8,87.4,74.0,61.6,0.0,,,,,
Top 50 Composite,2,CNTA,2026-01-21,CupHandle,23.23,81.2,2,77.5,70.0,93.2,82.5,0.0,,,,,
Top 50 Composite,3,LNSR,2026-01-23,CupHandle,12.51,73.6,3,75.9,71.5,78.6,48.4,13.9,,,,,
Top 50 Composite,4,SPRX,2026-01-20,CupHandle,41.35,73.5,3,73.4,67.4,86.5,55.6,0.0,,,,,
Top 50 Composite,5,OPCH,2026-01-13,CupHandle,34.75,73.3,3,72.4,87.7,55.7,67.8,1.0,,,,,
Top 50 Composite,6,SHLS,2026-01-16,CupHandle,9.27,73.2,3,74.9,63.4,79.2,64.9,0.0,,,,,
Top 50 Composite,7,FIP,2026-01-21,CupHandle,5.99,73.1,3,76.7,63.7,70.3,63.5,4.0,,,,,
Top 50 Composite,8,COO,2026-01-12,CupHandle,83.23,72.8,3,72.4,74.3,77.1,58.5,0.0,,,,,
Top 50 Composite,9,OS,2026-01-06,CupHandle,23.61,71.8,3,71.0,70.0,100.0,20.8,1.9,,,,,
Top 50 Composite,10,VEON,2026-01-22,CupHandle,55.28,71.0,3,76.3,46.3,90.1,64.2,5.6,,,,,
Top 50 Composite,11,BBGI,2026-01-15,CupHandle,6.03,70.8,3,70.6,70.1,96.9,40.4,9.3,,,,,
Top 50 Composite,12,BIDU,2026-01-21,CupHandle,162.28,70.2,3,75.6,88.6,21.9,49.9,2.9,,,,,
Top 50 Composite,13,SAMG,2026-01-05,CupHandle,15.67,70.1,3,73.4,70.9,75.0,45.0,13.4,,,,,
Top 50 Composite,14,SIBN,2026-01-07,CupHandle,21.40,70.0,3,81.1,50.3,46.4,46.5,0.0,,,,,
Top 50 Composite,15,WSTL,2026-01-20,CupHandle,6.12,69.7,3,67.9,74.2,95.8,79.5,16.5,,,,,
Top 50 Composite,16,DXCM,2026-01-22,CupHandle,73.92,69.6,3,76.1,62.6,51.0,65.7,0.0,,,,,
Top 50 Composite,17,BTGD,2026-01-21,CupHandle,39.44,69.5,3,67.2,72.7,94.3,60.2,1.0,,,,,
Top 50 Composite,18,UPWK,2026-01-23,CupHandle,22.11,69.3,3,70.3,81.5,59.9,52.3,0.0,,,,,
Top 50 Composite,19,RUSHB,2026-01-21,CupHandle,60.73,68.9,3,71.6,72.1,75.0,59.1,14.8,,,,,
Top 50 Composite,20,URNJ,2026-01-20,CupHandle,32.66,68.8,3,75.2,50.0,77.6,70.5,7.4,,,,,
Top 50 Composite,21,FSTR,2026-01-21,CupHandle,29.56,68.3,3,69.5,88.8,58.3,60.8,16.3,,,,,
Top 50 Composite,22,WERN,2026-01-14,CupHandle,33.09,68.2,3,69.2,71.2,70.3,76.9,0.0,,,,,
Top 50 Composite,23,EWBC,2026-01-15,CupHandle,115.77,68.0,3,68.6,71.4,67.2,95.9,0.0,,,,,
