List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,26,CVLG,2026-01-06,CupHandle,24.66,64.4,4,73.7,72.2,28.1,39.6,0.0,,,,,,,,,
Top 50 Composite,27,BROS,2026-01-06,CupHandle,63.26,64.4,4,72.7,57.1,54.2,57.0,0.0,,,,,,11.7%,113.8,Consumer Cyclical,⚠️
Top 50 Composite,28,TG,2026-01-22,CupHandle,8.59,64.2,4,71.3,67.8,34.4,92.1,0.0,,,,,,,,,
Top 50 Composite,29,FFWM,2026-01-22,CupHandle,6.39,64.1,4,75.3,36.8,58.9,90.3,0.0,,,,,,,,,
Top 50 Composite,30,AMTB,2026-01-22,CupHandle,22.21,63.7,4,74.4,68.1,19.8,60.5,0.0,,,,,,5.7%,17.4,Financial Services,⚠️
Top 50 Composite,31,IPI,2026-01-12,CupHandle,31.39,63.6,4,74.8,68.3,15.1,67.7,0.8,,,,,,,,,
Top 50 Composite,32,R,2026-01-16,CupHandle,190.74,63.5,4,70.5,72.4,39.6,52.8,0.0,,,,,,,,,
Top 50 Composite,33,GBX,2026-01-07,CupHandle,50.61,63.4,4,75.7,64.1,20.8,44.9,0.0,,,,,,,,,
Top 50 Composite,34,CRK,2026-01-05,CupHandle,22.56,63.3,4,65.0,82.0,56.8,60.8,1.0,,,,,,,,,
Top 50 Composite,35,GIL,2026-01-21,CupHandle,66.29,63.3,4,66.1,75.2,54.7,78.2,0.0,,,,,,,,,
Top 50 Composite,36,CTOS,2026-01-21,CupHandle,6.45,63.2,4,64.3,72.6,80.7,43.4,0.0,,,,,,,,,
Top 50 Composite,37,YOU,2026-01-16,CupHandle,34.92,62.9,4,63.7,66.9,88.5,55.9,0.0,,,,,,,,,
Top 50 Composite,38,THO,2026-01-13,CupHandle,115.56,62.8,4,63.5,66.4,85.9,70.8,0.0,,,,,,,,,
Top 50 Composite,39,WEX,2026-01-12,CupHandle,160.83,62.7,4,64.7,82.3,59.9,39.7,0.0,,,,,,,,,
Top 50 Composite,40,BBT,2026-01-22,CupHandle,29.29,62.6,4,68.7,68.2,50.0,62.6,0.0,,,,,,4.9%,28.2,Financial Services,⚠️
Top 50 Composite,41,BV,2026-01-21,CupHandle,13.49,62.3,4,66.4,68.1,65.6,55.2,0.0,,,,,,3.1%,106.2,Industrials,⚠️
Top 50 Composite,42,MTRN,2026-01-15,CupHandle,149.19,62.2,4,66.8,55.3,84.4,53.2,0.4,,,,,,,,,
Top 50 Composite,43,BTU,2026-01-09,CupHandle,33.80,61.9,4,70.9,58.2,49.0,59.8,0.0,,,,,,-0.4%,,Energy,⚠️
Top 50 Composite,44,TLK,2026-01-12,CupHandle,21.39,61.9,4,66.9,49.2,92.2,51.5,0.0,,,,,,,,,
Top 50 Composite,45,MTW,2026-01-21,CupHandle,13.53,61.9,4,67.8,70.4,48.4,60.2,0.0,,,,,,,,,
Top 50 Composite,46,AMBQ,2026-01-13,CupHandle,32.88,61.7,4,75.6,36.9,50.0,65.5,0.0,,,,,,,,Technology,⚠️
Top 50 Composite,47,REVG,2026-01-13,CupHandle,68.15,61.6,4,71.0,44.4,75.5,37.7,0.0,,,,,,,,,
Top 50 Composite,48,MATX,2026-01-15,CupHandle,145.97,61.5,4,67.3,82.2,33.9,71.7,9.6,,,,,,,,,
Top 50 Composite,49,PX,2026-01-16,CupHandle,10.71,61.5,4,66.3,74.8,42.2,82.9,0.0,,,,,,,,,
Top 50 Composite,50,PEN,2026-01-06,CupHandle,316.97,61.4,4,70.2,69.6,29.7,81.6,6.2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,BVC,,,    10.07,,,,,,,,NYSE,850.00,1132306,,,-94.2%,,Technology,⚠️
Top 20 Momentum,2,AMCR,,,    44.28,,,,,,,,NYSE,424.02,11654979,,,7.5%,29.0,Consumer Cyclical,⚠️
Top 20 Momentum,3,RDW,,,    12.52,,,,,,,,NYSE,78.86,26898324,,,,,,
Top 20 Momentum,4,BE,,,   149.50,,,,,,,,NYSE,69.10,12180265,,,2.9%,1951.6,Industrials,⚠️
Top 20 Momentum,5,TII,,,     5.14,,,,,,,,NYSE,69.08,1650731,,,,,,
Top 20 Momentum,6,BW,,,     8.82,,,,,,,,NYSE,59.21,3340341,,,,,Industrials,⚠️
Top 20 Momentum,7,LAR,,,     8.48,,,,,,,,NYSE,55.31,4305376,,,,,,
Top 20 Momentum,8,SPIR,,,    11.81,,,,,,,,NYSE,53.78,806171,,,,,,
Top 20 Momentum,9,AG,,,    25.44,,,,,,,,NYSE,52.34,24989028,,,4.2%,145.7,Basic Materials,⚠️
Top 20 Momentum,10,AMPX,,,    11.95,,,,,,,,NYSE,50.88,7605277,,,-39.0%,,Industrials,⚠️
Top 20 Momentum,11,DDD,,,     2.64,,,,,,,,NYSE,48.31,5455264,,,,,,
Top 20 Momentum,12,CWH,,,    14.33,,,,,,,,NYSE,46.22,2490623,,,,,,
Top 20 Momentum,13,BKKT,,,    15.22,,,,,,,,NYSE,46.07,1965834,,,-67.5%,,Technology,⚠️
Top 20 Momentum,14,RYAM,,,     8.54,,,,,,,,NYSE,44.50,954083,,,,,,
Top 20 Momentum,15,KOS,,,     1.27,,,,,,,,NYSE,44.48,22308725,,,,,,
Top 20 Momentum,16,LAC,,,     6.44,,,,,,,,NYSE,42.48,18213436,,,,,,
Top 20 Momentum,17,EXK,,,    13.60,,,,,,,,NYSE,42.11,16410577,,,,,,
Top 20 Momentum,18,MUX,,,    26.78,,,,,,,,NYSE,41.84,1369609,,,,,,
Top 20 Momentum,19,LZM,,,     5.96,,,,,,,,NYSE,41.57,350661,,,,,,
Top 20 Momentum,20,BKSY,,,    27.08,,,,,,,,NYSE,41.26,1526308,,,-88.2%,,Industrials,⚠️
,,,,,,,,,,,,,,,,,,,,,
Top 20 Volume,1,WMT,,,   119.70,,,,,,,,NYSE,,, 13586380106,1.47,,,,
Top 20 Volume,2,TSM,,,   334.87,,,,,,,,NYSE,,,  5994710652,0.93,,,,
Top 20 Volume,3,JPM,,,   312.47,,,,,,,,NYSE,,,  5468503661,-3.70,,,,
Top 20 Volume,4,ORCL,,,   177.16,,,,,,,,NYSE,,,  4150585403,-13.45,,,,
Top 20 Volume,5,BABA,,,   173.23,,,,,,,,NYSE,,,  3264875761,4.16,11.2%,22.5,Consumer Cyclical,⚠️
Top 20 Volume,6,V,,,   326.18,,,,,,,,NYSE,,,  3255416947,-4.96,,,,
Top 20 Volume,7,LLY,,,  1064.29,,,,,,,,NYSE,,,  3043710939,-1.55,,,,
Top 20 Volume,8,UNH,,,   356.26,,,,,,,,NYSE,,,  2635322553,4.63,,,,
Top 20 Volume,9,JNJ,,,   218.01,,,,,,,,NYSE,,,  2569648988,3.95,,,,
Top 20 Volume,10,CRM,,,   221.58,,,,,,,,NYSE,,,  2526001681,-14.58,,,,
Top 20 Volume,11,XOM,,,   134.97,,,,,,,,NYSE,,,  2524585746,8.82,,,,
Top 20 Volume,12,GS,,,   918.88,,,,,,,,NYSE,,,  2524253104,-3.23,,,,
Top 20 Volume,13,MA,,,   532.86,,,,,,,,NYSE,,,  2516782505,-5.90,,,,
Top 20 Volume,14,BAC,,,    51.72,,,,,,,,NYSE,,,  2466218181,-6.29,10.2%,14.2,Financial Services,⚠️
Top 20 Volume,15,BA,,,   252.15,,,,,,,,NYSE,,,  2129826440,5.15,290.1%,94.3,Industrials,⚠️
Top 20 Volume,16,PG,,,   150.15,,,,,,,,NYSE,,,  2064509347,4.66,,,,
Top 20 Volume,17,NOW,,,   133.11,,,,,,,,NYSE,,,  2047815990,-6.68,,,,
Top 20 Volume,18,C,,,   113.59,,,,,,,,NYSE,,,  2018998122,-3.49,6.8%,16.6,Financial Services,⚠️
Top 20 Volume,19,WFC,,,    86.66,,,,,,,,NYSE,,,  2018627825,-8.74,,,,
Top 20 Volume,20,GEV,,,   657.78,,,,,,,,NYSE,,,  2009204504,2.82,,,,
