List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,1,WPP,2026-01-05,CupHandle,23.55,80.0,2,84.5,71.4,50.5,38.9,0.0,,,,,,,,,
Top 50 Composite,2,BDX,2026-01-05,CupHandle,198.96,73.8,3,71.0,88.7,71.9,46.1,0.0,,,,,,6.5%,34.7,Healthcare,⚠️
Top 50 Composite,3,BAP,2026-01-13,CupHandle,311.50,73.6,3,74.6,67.4,83.3,65.3,8.0,,,,,,18.5%,15.5,Financial Services,✅
Top 50 Composite,4,OI,2026-01-05,CupHandle,15.25,73.4,3,78.0,66.7,64.1,32.0,0.0,,,,,,,,,
Top 50 Composite,5,AVNS,2026-01-15,CupHandle,12.34,72.4,3,69.7,89.9,64.6,64.7,0.0,,,,,,-46.7%,,Healthcare,⚠️
Top 50 Composite,6,IHS,2026-01-07,CupHandle,7.64,72.1,3,75.0,64.9,72.9,53.0,0.0,,,,,,,,,
Top 50 Composite,7,LTM,2026-01-13,CupHandle,58.47,71.9,3,75.5,71.2,52.6,71.6,0.0,,,,,,,,,
Top 50 Composite,8,OOMA,2026-01-13,CupHandle,12.12,71.5,3,71.7,63.6,92.2,55.1,0.0,,,,,,,,,
Top 50 Composite,9,JEF,2026-01-07,CupHandle,64.67,70.4,3,79.2,64.2,40.6,41.7,1.0,,,,,,,,,
Top 50 Composite,10,RYI,2026-01-20,CupHandle,28.79,69.6,3,71.8,74.4,60.9,62.1,0.0,,,,,,,,,
Top 50 Composite,11,ASGN,2026-01-21,CupHandle,51.05,69.3,3,76.8,79.2,18.8,60.4,0.0,,,,,,7.2%,18.1,Technology,⚠️
Top 50 Composite,12,CYD,2026-01-21,CupHandle,44.17,69.0,3,78.4,55.5,51.6,43.5,1.0,,,,,,,,,
Top 50 Composite,13,BALL,2026-01-06,CupHandle,54.30,67.9,3,73.2,66.3,63.0,35.0,0.0,,,,,,11.7%,22.1,Consumer Cyclical,⚠️
Top 50 Composite,14,SMFG,2026-01-09,CupHandle,20.20,67.8,3,72.3,66.9,60.9,56.7,0.0,,,,,,,,,
Top 50 Composite,15,GFI,2026-01-15,CupHandle,49.84,67.3,3,72.1,67.3,57.8,60.1,0.0,,,,,,,,,
Top 50 Composite,16,PAGS,2026-01-21,CupHandle,10.49,67.3,3,67.6,73.3,78.6,55.7,0.0,,,,,,,,,
Top 50 Composite,17,RAL,2026-01-22,CupHandle,54.27,67.3,3,72.7,69.3,50.0,61.3,0.0,,,,,,,,,
Top 50 Composite,18,AVNT,2026-01-15,CupHandle,36.00,67.2,3,73.5,67.6,48.4,67.8,4.1,,,,,,4.8%,29.7,Basic Materials,⚠️
Top 50 Composite,19,CNM,2026-01-15,CupHandle,57.86,66.3,3,76.2,56.9,42.2,59.0,0.0,,,,,,,,,
Top 50 Composite,20,GBCI,2026-01-15,CupHandle,48.39,66.2,3,67.6,84.1,55.2,52.4,0.0,,,,,,,,,
Top 50 Composite,21,SNDR,2026-01-06,CupHandle,28.56,66.0,3,66.6,70.8,85.4,42.3,0.0,,,,,,,,,
Top 50 Composite,22,DAR,2026-01-15,CupHandle,40.43,65.4,3,74.9,67.4,28.1,61.9,0.6,,,,,,,,,
Top 50 Composite,23,AD,2026-01-14,CupHandle,57.19,65.2,3,70.3,67.1,50.0,84.2,0.0,,,,,,5.3%,22.6,Communication Services,⚠️
Top 50 Composite,24,TPB,2026-01-09,CupHandle,109.97,65.1,3,72.4,65.6,51.0,40.8,0.0,,,,,,,,,
Top 50 Composite,25,SSB,2026-01-22,CupHandle,100.56,64.6,4,70.2,82.0,30.2,59.0,0.0,,,,,,,,,
