List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,FANG,2026-02-06,STRONG_BUY,0.154,68.4,3,,+9.73%,,,,,,,,
Top 50 Composite,2,QVAL,2026-02-06,STRONG_BUY,0.131,63.8,2,,+8.29%,,,,,,,,
Top 50 Composite,3,AEBI,2026-02-06,STRONG_BUY,0.146,69.3,3,,+6.96%,,,,,,,,
Top 50 Composite,4,IPKW,2026-02-06,STRONG_BUY,0.136,62.0,2,,+5.38%,,,,,,,,
Top 50 Composite,5,NXST,2026-02-06,STRONG_BUY,0.063,68.1,3,,+4.12%,,,,,,,,
Top 50 Composite,6,PFG,2026-02-06,STRONG_BUY,0.129,62.6,2,,+6.00%,,,,,,,,
Top 50 Composite,7,CBK,2026-02-06,STRONG_BUY,0.250,63.1,2,,+12.15%,,,,,,,,
Top 50 Composite,8,STLD,2026-02-06,STRONG_BUY,0.071,68.6,3,,+0.13%,,,,,,,,
Top 50 Composite,9,ABCB,2026-02-06,STRONG_BUY,0.041,68.6,3,,-1.87%,,,,,,,,
Top 50 Composite,10,JFB,2026-02-06,STRONG_BUY,0.143,60.9,2,,-10.83%,,,,,,,,
Top 50 Composite,11,SITM,2026-02-06,STRONG_BUY,0.090,65.3,3,,-13.92%,,,,,,,,
Top 50 Composite,12,ZM,2026-02-06,STRONG_BUY,0.064,60.1,2,,+3.82%,,,,,,,,
Top 50 Composite,13,TIGO,2026-02-06,STRONG_BUY,0.132,60.7,2,,-6.03%,,,,,,,,
Top 50 Composite,14,HIFS,2026-02-06,STRONG_BUY,0.085,66.3,3,,+9.25%,,,,,,,,
Top 50 Composite,15,EWJV,2026-02-06,STRONG_BUY,0.173,61.7,2,,+0.82%,,,,,,,,
Top 50 Composite,16,CNOB,2026-02-06,STRONG_BUY,0.090,58.0,2,,+7.54%,,,,,,,,
Top 50 Composite,17,PXI,2026-02-06,STRONG_BUY,0.167,63.2,2,,+6.23%,,,,,,,,
Top 50 Composite,18,FEX,2026-02-06,STRONG_BUY,0.108,64.0,2,,+1.11%,,,,,,,,
Top 50 Composite,19,CFA,2026-02-06,STRONG_BUY,0.099,64.1,2,,+5.85%,,,,,,,,
Top 50 Composite,20,ACMR,2026-02-06,STRONG_BUY,0.064,65.4,3,,-13.26%,,,,,,,,
Top 50 Composite,21,TCBI,2026-02-06,STRONG_BUY,0.061,60.5,2,,-2.60%,,,,,,,,
Top 50 Composite,22,MCFT,2026-02-06,STRONG_BUY,0.067,63.0,2,,+7.68%,,,,,,,,
Top 50 Composite,23,SPXD,2026-02-06,STRONG_BUY,0.167,61.1,2,,+11.50%,,,,,,,,
Top 50 Composite,24,IUSV,2026-02-06,STRONG_BUY,0.113,65.5,3,,+10.45%,,,,,,,,
Top 50 Composite,25,PSCI,2026-02-06,STRONG_BUY,0.063,64.8,2,,+2.18%,,,,,,,,
Top 50 Composite,26,CEFA,2026-02-06,STRONG_BUY,0.106,60.9,2,,+4.96%,,,,,,,,
Top 50 Composite,27,OSBC,2026-02-06,STRONG_BUY,0.089,59.0,2,,+8.92%,,,,,,,,
Top 50 Composite,28,USVM,2026-02-06,STRONG_BUY,0.067,62.1,2,,+8.29%,,,,,,,,
Top 50 Composite,29,CING,2026-02-06,STRONG_BUY,0.093,60.5,2,,-6.41%,,,,,,,,
