Symbol,Exchange,Date,IC_5d,IC_10d,IC_20d,FFT_Freq,FFT_Power,FFT_Stability,Pattern_Score,Pattern_Age,Pattern_Type,Vol_20d,ATR_20d,Volume_ZScore,Volume_Ratio_5_20,RSI_14d,RSI_Slope,MACD_Hist,MA_Ratio_50_200,Price_vs_MA50,Kurtosis_20d,Skew_20d,Current_Price,Price_Change_5d,Price_Change_20d,Num_Signals,IC_Enabled_Count,Baseline_Score,ML_Score,Final_Score,Fundamental_Score
A,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,3.665214,0.0,1.094392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.820053,2.518493,0,0,,,,50.0
AA,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,2.650065,0.0,0.980757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75534,-26.764359,0,0,,,,50.0
AAM,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.02905,0.0,1.479978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.093723,0.178555,0,0,,,,50.0
AAMI,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,3.491415,0.0,0.782562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238046,9.314704,0,0,,,,50.0
AAP,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,2.945465,0.0,1.071842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.912132,-13.410978,0,0,,,,50.0
AAPw,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,1.093365,0.0,1.143387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79246,8.43143,0,0,,,,50.0
AAT,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.48669,0.0,0.883847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47733,5.031189,0,0,,,,50.0
AAUC,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,1.02624,0.0,1.131618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.127334,-20.397815,0,0,,,,50.0
AApB,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,1.9556,0.0,1.360445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.422791,17.576814,0,0,,,,50.0
AB,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.673624,0.0,0.705395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.633201,5.591094,0,0,,,,50.0
ABBV,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,7.280417,0.0,0.578516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.169357,17.040047,0,0,,,,50.0
ABCB,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,1.778955,0.0,0.863142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.102202,3.67622,0,0,,,,50.0
ABEV,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.066995,0.0,0.863763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653594,-1.28205,0,0,,,,50.0
ABG,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,7.07425,0.0,1.130801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28947,6.63283,0,0,,,,50.0
ABM,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,1.106715,0.0,1.092247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.122573,6.976213,0,0,,,,50.0
ABR,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.19565,0.0,0.827828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.443999,-3.269223,0,0,,,,50.0
ABT,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,3.05875,0.0,1.399262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.368041,14.986992,0,0,,,,50.0
ABX,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.5752,0.0,0.984003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.727271,10.918921,0,0,,,,50.0
ACA,NYSE,2026-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,1.462749,0.0,0.725719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.124201,6.551833,0,0,,,,50.0
