List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,30,BROS,2026-01-06,CupHandle,63.26,65.1,3,72.7,53.8,64.6,54.7,0.0,,,,,,11.7%,113.8,Consumer Cyclical,⚠️
Top 50 Composite,31,TPB,2026-01-09,CupHandle,109.97,65.1,3,72.4,65.6,51.0,40.8,0.0,,,,,,,,,
Top 50 Composite,32,BA,2026-01-13,CupHandle,244.55,64.8,4,75.2,56.5,43.2,57.5,3.1,,,,,,290.1%,94.3,Industrials,⚠️
Top 50 Composite,33,WHD,2026-01-06,CupHandle,49.93,64.5,4,67.4,69.6,74.5,41.7,1.5,,,,,,,,,
Top 50 Composite,34,AXL,2026-01-06,CupHandle,7.05,64.5,4,69.1,70.4,59.4,51.0,1.5,,,,,,6.3%,23.5,Consumer Cyclical,⚠️
Top 50 Composite,35,TSN,2026-01-12,CupHandle,59.42,64.5,4,63.4,74.6,88.0,52.4,0.0,,,,,,,,,
Top 50 Composite,36,CVLG,2026-01-06,CupHandle,24.66,64.4,4,73.7,72.2,28.1,39.6,0.0,,,,,,,,,
Top 50 Composite,37,NTR,2026-01-14,CupHandle,66.20,64.3,4,74.2,63.5,28.6,72.3,0.0,,,,,,,,,
Top 50 Composite,38,EIX,2026-01-05,CupHandle,60.62,64.2,4,64.0,88.1,63.0,43.7,0.0,,,,,,,,,
Top 50 Composite,39,AX,2026-01-06,CupHandle,90.59,63.9,4,68.1,69.9,65.1,40.5,0.0,,,,,,16.8%,12.5,Financial Services,✅
Top 50 Composite,40,JEF,2026-01-07,CupHandle,64.67,63.8,4,79.2,34.1,52.1,38.3,1.0,,,,,,,,,
Top 50 Composite,41,IHS,2026-01-07,CupHandle,7.64,63.7,4,75.0,30.6,74.5,70.5,0.0,,,,,,,,,
Top 50 Composite,42,IPI,2026-01-12,CupHandle,31.39,63.6,4,74.8,68.3,15.1,67.7,0.8,,,,,,,,,
Top 50 Composite,43,DIN,2025-12-29,CupHandle,32.48,63.6,4,73.1,62.6,39.1,53.0,0.0,,,,,,,,,
Top 50 Composite,44,LZB,2026-01-08,CupHandle,39.02,63.6,4,70.0,69.5,50.5,43.9,0.0,,,,,,,,,
Top 50 Composite,45,WPP,2026-01-05,CupHandle,23.55,63.5,4,84.5,7.5,56.2,48.4,0.0,,,,,,,,,
Top 50 Composite,46,CBAN,2026-01-15,Spoon,18.68,63.5,4,70.4,73.0,42.2,41.9,0.0,,,,,,8.6%,12.6,Financial Services,⚠️
Top 50 Composite,47,GBX,2026-01-07,CupHandle,50.61,63.4,4,75.7,64.1,20.8,44.9,0.0,,,,,,,,,
Top 50 Composite,48,SARO,2026-01-06,CupHandle,30.38,63.4,4,66.2,71.7,66.7,58.4,0.2,,,,,,,,,
Top 50 Composite,49,UCB,2026-01-08,Spoon,33.28,63.4,4,71.3,65.4,41.1,65.4,0.0,,,,,,,,,
Top 50 Composite,50,REVG,2026-01-13,CupHandle,68.15,63.2,4,71.0,40.4,87.5,51.2,0.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,BVC,,,    10.31,,,,,,,,NYSE,759.17,1166673,,,-94.2%,,Technology,⚠️
Top 20 Momentum,2,RPT,,,    16.17,,,,,,,,NYSE,514.83,48751,,,,,,
Top 20 Momentum,3,AMCR,,,    40.94,,,,,,,,NYSE,395.04,12145901,,,7.5%,29.0,Consumer Cyclical,⚠️
Top 20 Momentum,4,BKKT,,,    21.41,,,,,,,,NYSE,107.06,1681145,,,-67.5%,,Technology,⚠️
Top 20 Momentum,5,BW,,,     8.28,,,,,,,,NYSE,67.95,3104670,,,,,Industrials,⚠️
Top 20 Momentum,6,GCO,,,    36.60,,,,,,,,NYSE,66.74,245207,,,,,,
Top 20 Momentum,7,BE,,,   149.50,,,,,,,,NYSE,63.51,10679150,,,2.9%,1951.6,Industrials,⚠️
Top 20 Momentum,8,TII,,,     4.07,,,,,,,,NYSE,63.45,1345682,,,,,,
Top 20 Momentum,9,DDD,,,     2.76,,,,,,,,NYSE,52.49,5047619,,,,,,
Top 20 Momentum,10,RYAM,,,     8.72,,,,,,,,NYSE,51.92,821517,,,,,,
Top 20 Momentum,11,AGL,,,     1.02,,,,,,,,NYSE,48.47,5652619,,,-73.3%,,Healthcare,⚠️
Top 20 Momentum,12,LAR,,,     8.18,,,,,,,,NYSE,47.12,3980829,,,,,,
Top 20 Momentum,13,LDI,,,     3.20,,,,,,,,NYSE,46.12,4745791,,,,,,
Top 20 Momentum,14,NEXA,,,    12.61,,,,,,,,NYSE,41.69,847232,,,,,,
Top 20 Momentum,15,PL,,,    28.78,,,,,,,,NYSE,38.83,12652847,,,,,,
Top 20 Momentum,16,ONTF,,,     7.96,,,,,,,,NYSE,37.95,558794,,,,,,
Top 20 Momentum,17,SPIR,,,    11.81,,,,,,,,NYSE,37.01,774089,,,,,,
Top 20 Momentum,18,AP,,,     5.78,,,,,,,,NYSE,36.00,286008,,,-4.1%,,Industrials,⚠️
Top 20 Momentum,19,KRMN,,,   108.50,,,,,,,,NYSE,35.66,1748415,,,,,,
Top 20 Momentum,20,RDW,,,    10.86,,,,,,,,NYSE,35.58,20563424,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Volume,1,WMT,,,   119.70,,,,,,,,NYSE,,,  9522980471,6.19,,,,
Top 20 Volume,2,TSM,,,   342.40,,,,,,,,NYSE,,,  5594820023,7.44,,,,
Top 20 Volume,3,JPM,,,   312.47,,,,,,,,NYSE,,,  4519784379,-4.44,,,,
Top 20 Volume,4,ORCL,,,   179.92,,,,,,,,NYSE,,,  3697413394,-6.70,,,,
Top 20 Volume,5,LLY,,,  1077.19,,,,,,,,NYSE,,,  3211370533,-2.79,,,,
Top 20 Volume,6,V,,,   328.30,,,,,,,,NYSE,,,  3182763034,-7.75,,,,
Top 20 Volume,7,BABA,,,   162.39,,,,,,,,NYSE,,,  2847906054,10.66,11.2%,22.5,Consumer Cyclical,⚠️
Top 20 Volume,8,BAC,,,    52.10,,,,,,,,NYSE,,,  2533304333,-6.36,10.2%,14.2,Financial Services,⚠️
Top 20 Volume,9,XOM,,,   130.46,,,,,,,,NYSE,,,  2486195282,10.10,,,,
Top 20 Volume,10,GS,,,   962.00,,,,,,,,NYSE,,,  2342670216,2.23,,,,
Top 20 Volume,11,BE,,,   149.50,,,,,,,,NYSE,,,  2208079195,38.43,2.9%,1951.6,Industrials,⚠️
Top 20 Volume,12,MA,,,   531.74,,,,,,,,NYSE,,,  2181225012,-8.31,,,,
Top 20 Volume,13,GEV,,,   684.86,,,,,,,,NYSE,,,  2177655582,3.40,,,,
Top 20 Volume,14,UNH,,,   338.43,,,,,,,,NYSE,,,  2169224242,-0.96,,,,
Top 20 Volume,15,JNJ,,,   218.21,,,,,,,,NYSE,,,  2130119178,5.17,,,,
Top 20 Volume,16,BA,,,   249.00,,,,,,,,NYSE,,,  2115553274,9.15,290.1%,94.3,Industrials,⚠️
Top 20 Volume,17,CRM,,,   227.11,,,,,,,,NYSE,,,  2002180043,-14.66,,,,
Top 20 Volume,18,CVX,,,   166.26,,,,,,,,NYSE,,,  1977260413,7.13,,,,
Top 20 Volume,19,C,,,   112.80,,,,,,,,NYSE,,,  1957840510,-7.06,6.8%,16.6,Financial Services,⚠️
Top 20 Volume,20,HD,,,   380.17,,,,,,,,NYSE,,,  1854912871,8.91,,,,
