List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,GLW,2026-05-06,DarvasBox,181.57,91.8,1,86.5,53.2,100.0,55.6,17.1,,,,,
Top 50 Composite,2,DEC,2026-05-07,CupHandle,15.57,86.6,1,76.4,64.7,99.5,48.6,0.0,,,,,
Top 50 Composite,3,PSTG,2026-05-11,CupHandle,87.34,81.1,1,76.3,45.0,100.0,50.5,13.6,,,,,
Top 50 Composite,4,ARMK,2026-05-12,DarvasBox,48.41,79.4,1,90.6,68.0,18.8,79.4,3.8,,,,,
Top 50 Composite,5,AROC,2026-05-06,DarvasBox,39.10,78.8,1,85.7,51.5,36.5,55.1,12.1,,,,,
Top 50 Composite,6,FTW,2026-05-15,CupHandle,11.86,76.7,1,66.7,72.9,97.4,82.4,5.6,,,,,
Top 50 Composite,7,KRP,2026-04-30,DarvasBox,15.40,76.6,1,74.7,42.1,79.7,65.2,0.0,,,,,
Top 50 Composite,8,TWO,2026-05-11,CupHandle,12.62,75.2,1,79.3,24.5,88.0,46.6,0.7,,,,,
Top 50 Composite,9,ENB,2026-05-14,DarvasBox,56.22,75.0,1,79.1,53.7,28.1,69.4,0.0,,,,,
Top 50 Composite,10,SNDR,2026-05-14,CupHandle,33.21,74.6,1,79.2,68.0,21.4,74.8,0.7,,,,,
Top 50 Composite,11,DELL,2026-05-06,CupHandle,238.80,73.6,1,66.9,69.2,100.0,47.3,27.0,,,,,
Top 50 Composite,12,CVEO,2026-05-14,DarvasBox,35.56,73.0,1,86.1,33.6,21.4,82.5,4.7,,,,,
Top 50 Composite,13,SB,2026-05-05,DarvasBox,7.11,72.4,1,82.1,38.9,70.3,67.1,0.0,,,,,
Top 50 Composite,14,KNX,2026-05-15,DarvasBox,69.06,72.4,1,69.8,68.0,100.0,71.5,11.4,,,,,
