List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,25,JKS,2026-01-12,CupHandle,29.18,63.0,4,74.6,58.0,37.5,41.3,1.0,,,,,,,,,
Top 50 Composite,26,ZIM,2026-01-12,CupHandle,23.27,62.9,4,72.3,68.4,34.9,39.1,0.0,,,,,,,,,
Top 50 Composite,27,YOU,2026-01-16,CupHandle,34.92,62.9,4,63.7,66.9,88.5,55.9,0.0,,,,,,,,,
Top 50 Composite,28,THO,2026-01-13,CupHandle,115.56,62.8,4,63.5,66.4,85.9,70.8,0.0,,,,,,,,,
Top 50 Composite,29,DAR,2026-01-15,CupHandle,40.43,62.8,4,74.9,69.8,9.4,58.0,0.1,,,,,,,,,
Top 50 Composite,30,VIST,2026-01-13,CupHandle,49.95,62.7,4,66.3,60.1,80.7,59.4,0.0,,,,,,,,,
Top 50 Composite,31,BBT,2026-01-22,CupHandle,29.29,62.6,4,68.7,68.2,50.0,62.6,0.0,,,,,,4.9%,28.2,Financial Services,⚠️
Top 50 Composite,32,AMBQ,2026-01-13,CupHandle,32.88,62.4,4,75.6,33.4,50.0,100.0,0.0,,,,,,,,Technology,⚠️
Top 50 Composite,33,INFY,2026-01-14,CupHandle,19.35,62.2,4,64.7,68.9,81.8,31.9,0.0,,,,,,,,,
Top 50 Composite,34,MTRN,2026-01-15,CupHandle,149.19,62.2,4,66.8,55.3,84.4,53.2,0.4,,,,,,,,,
Top 50 Composite,35,CMP,2026-01-23,CupHandle,25.57,62.1,4,76.2,49.2,32.8,50.3,0.0,,,,,,,,,
Top 50 Composite,36,BTU,2026-01-09,CupHandle,33.80,61.9,4,70.9,58.2,49.0,59.8,0.0,,,,,,-0.4%,,Energy,⚠️
Top 50 Composite,37,MTW,2026-01-21,CupHandle,13.53,61.9,4,67.8,70.4,48.4,60.2,0.0,,,,,,,,,
Top 50 Composite,38,KNTK,2026-01-23,CupHandle,39.78,61.8,4,66.8,71.2,54.2,57.1,0.0,,,,,,,,,
Top 50 Composite,39,TLK,2026-01-12,CupHandle,21.39,61.1,4,66.2,49.2,92.2,51.5,0.0,,,,,,,,,
Top 50 Composite,40,SPB,2026-01-22,CupHandle,65.24,60.9,4,64.0,62.5,79.7,64.1,0.0,,,,,,,,,
Top 50 Composite,41,AUB,2026-01-21,CupHandle,39.99,59.9,4,69.3,72.7,17.7,78.5,0.0,,,,,,6.7%,19.5,Financial Services,⚠️
Top 50 Composite,42,NIQ,2026-01-22,CupHandle,18.00,59.7,4,65.5,73.0,50.0,49.4,0.0,,,,,,,,,
Top 50 Composite,43,HRL,2026-01-14,CupHandle,24.49,59.5,4,67.7,69.8,41.1,44.4,0.0,,,,,,,,,
Top 50 Composite,44,GEV,2026-01-27,CupHandle,692.70,59.5,4,64.3,63.8,72.9,59.3,6.0,,,,,,,,,
Top 50 Composite,45,TEX,2026-01-08,CupHandle,58.66,59.5,4,69.1,43.3,74.0,49.2,0.0,,,,,,,,,
Top 50 Composite,46,ONON,2026-01-09,CupHandle,49.12,59.3,4,67.4,70.8,39.1,48.2,0.0,,,,,,,,,
Top 50 Composite,47,FMX,2026-01-26,CupHandle,107.50,59.0,4,60.7,85.3,53.6,59.0,0.0,,,,,,,,,
Top 50 Composite,48,NTR,2026-01-14,CupHandle,66.20,58.7,4,74.2,59.9,8.9,51.5,1.3,,,,,,,,,
Top 50 Composite,49,STK,2026-01-20,CupHandle,39.05,58.6,4,66.1,57.7,73.4,43.7,10.2,,,,,,,,,
Top 50 Composite,50,PRIM,2026-01-16,CupHandle,149.39,58.0,4,54.6,89.5,80.2,62.9,0.1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,BVC,,,    10.07,,,,,,,,NYSE,783.33,1283236,,,-94.2%,,Technology,⚠️
Top 20 Momentum,2,AMCR,,,    44.19,,,,,,,,NYSE,429.86,10522159,,,7.5%,29.0,Consumer Cyclical,⚠️
Top 20 Momentum,3,BE,,,   165.39,,,,,,,,NYSE,90.34,12541734,,,2.9%,1951.6,Industrials,⚠️
Top 20 Momentum,4,TII,,,     5.14,,,,,,,,NYSE,73.65,1748329,,,,,,
Top 20 Momentum,5,SPIR,,,    12.65,,,,,,,,NYSE,68.67,909913,,,,,,
Top 20 Momentum,6,BW,,,    10.48,,,,,,,,NYSE,65.30,3453271,,,,,Industrials,⚠️
Top 20 Momentum,7,NEXA,,,    14.46,,,,,,,,NYSE,63.39,915673,,,,,,
Top 20 Momentum,8,KRMN,,,   115.29,,,,,,,,NYSE,57.56,1928617,,,,,,
Top 20 Momentum,9,AG,,,    25.72,,,,,,,,NYSE,54.38,27017726,,,4.2%,145.7,Basic Materials,⚠️
Top 20 Momentum,10,TGE,,,     1.59,,,,,,,,NYSE,54.37,80249,,,,,,
Top 20 Momentum,11,NXE,,,    13.92,,,,,,,,NYSE,51.30,8149286,,,,,,
Top 20 Momentum,12,GOLD,,,    51.15,,,,,,,,NYSE,50.22,702678,,,,,,
Top 20 Momentum,13,BKSY,,,    27.73,,,,,,,,NYSE,47.89,1567164,,,-88.2%,,Industrials,⚠️
Top 20 Momentum,14,MUX,,,    26.97,,,,,,,,NYSE,45.71,1444683,,,,,,
Top 20 Momentum,15,RYAM,,,     8.53,,,,,,,,NYSE,44.82,968047,,,,,,
Top 20 Momentum,16,UMC,,,    11.38,,,,,,,,NYSE,44.78,14382644,,,,,,
Top 20 Momentum,17,EXK,,,    13.60,,,,,,,,NYSE,44.68,16334300,,,,,,
Top 20 Momentum,18,SMR,,,    20.48,,,,,,,,NYSE,44.53,32300114,,,,,,
Top 20 Momentum,19,BKKT,,,    14.50,,,,,,,,NYSE,44.42,1969474,,,-67.5%,,Technology,⚠️
Top 20 Momentum,20,RDW,,,    10.96,,,,,,,,NYSE,44.21,28940064,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Volume,1,WMT,,,   116.94,,,,,,,,NYSE,,,  9098972240,-1.90,,,,
Top 20 Volume,2,TSM,,,   342.30,,,,,,,,NYSE,,,  6000872178,0.19,,,,
Top 20 Volume,3,UNH,,,   282.70,,,,,,,,NYSE,,,  4394794020,-16.60,,,,
Top 20 Volume,4,ORCL,,,   182.44,,,,,,,,NYSE,,,  4383859204,-3.90,,,,
Top 20 Volume,5,JPM,,,   301.04,,,,,,,,NYSE,,,  3696384665,-2.66,,,,
Top 20 Volume,6,LLY,,,  1062.75,,,,,,,,NYSE,,,  3263757628,2.88,,,,
Top 20 Volume,7,CRM,,,   221.58,,,,,,,,NYSE,,,  2828599709,-5.12,,,,
Top 20 Volume,8,BABA,,,   173.23,,,,,,,,NYSE,,,  2828359730,1.35,11.2%,22.5,Consumer Cyclical,⚠️
Top 20 Volume,9,GEV,,,   711.59,,,,,,,,NYSE,,,  2634588602,10.80,,,,
Top 20 Volume,10,GS,,,   936.81,,,,,,,,NYSE,,,  2544339945,-4.00,,,,
Top 20 Volume,11,V,,,   326.98,,,,,,,,NYSE,,,  2499280931,-0.23,,,,
Top 20 Volume,12,GE,,,   295.06,,,,,,,,NYSE,,,  2438981809,-7.78,,,,
Top 20 Volume,13,MA,,,   521.37,,,,,,,,NYSE,,,  2365235788,-3.92,,,,
Top 20 Volume,14,BA,,,   241.59,,,,,,,,NYSE,,,  2356681057,-2.48,290.1%,94.3,Industrials,⚠️
Top 20 Volume,15,JNJ,,,   227.72,,,,,,,,NYSE,,,  2318406845,3.71,,,,
Top 20 Volume,16,XOM,,,   136.83,,,,,,,,NYSE,,,  2299693788,5.96,,,,
Top 20 Volume,17,BAC,,,    51.72,,,,,,,,NYSE,,,  2199578908,-1.65,10.2%,14.2,Financial Services,⚠️
Top 20 Volume,18,NOW,,,   129.62,,,,,,,,NYSE,,,  2167904726,-1.18,,,,
Top 20 Volume,19,PG,,,   149.49,,,,,,,,NYSE,,,  2019426647,3.36,,,,
Top 20 Volume,20,WFC,,,    86.66,,,,,,,,NYSE,,,  1966662329,-2.59,,,,
