List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,1,LSCC,2026-01-06,CupHandle,85.44,76.4,2,79.3,62.1,71.9,62.5,0.0,,,,,,,,,
Top 50 Composite,2,ARDX,2026-01-02,CupHandle,6.15,75.5,2,77.2,72.1,64.6,59.9,0.0,,,,,,-36.2%,,Healthcare,⚠️
Top 50 Composite,3,SYNA,2026-01-05,CupHandle,79.16,74.8,3,77.5,84.8,36.5,64.4,0.0,,,,,,,,,
Top 50 Composite,4,SAIA,2026-01-06,CupHandle,365.62,74.6,3,75.1,73.9,70.8,58.0,0.0,,,,,,,,,
Top 50 Composite,5,INTW,2026-01-09,CupHandle,64.35,73.3,3,80.6,56.3,50.0,96.5,6.0,,,,,,,,,
Top 50 Composite,6,AMAL,2026-01-05,CupHandle,33.55,71.5,3,79.3,48.9,68.8,49.9,0.0,,,,,,13.9%,12.1,Financial Services,⚠️
Top 50 Composite,7,DKNG,2026-01-08,CupHandle,35.98,71.2,3,73.0,73.0,65.1,60.1,0.0,,,,,,,,,
Top 50 Composite,8,AFRM,2026-01-05,CupHandle,80.80,70.9,3,77.8,60.9,55.7,47.9,0.0,,,,,,7.6%,89.8,Financial Services,⚠️
Top 50 Composite,9,ATEX,2026-01-02,CupHandle,22.23,70.9,3,78.9,69.9,31.8,53.0,0.0,,,,,,50.4%,5.4,Communication Services,⚠️
Top 50 Composite,10,SAMG,2026-01-05,CupHandle,15.67,70.8,3,73.4,73.3,75.0,39.6,10.9,,,,,,,,,
Top 50 Composite,11,GT,2026-01-06,CupHandle,9.26,70.6,3,78.7,57.9,49.5,60.0,0.0,,,,,,,,,
Top 50 Composite,12,MCHPP,2026-01-06,CupHandle,66.95,70.6,3,73.3,71.7,50.0,100.0,0.0,,,,,,,,,
Top 50 Composite,13,GDEN,2026-01-09,CupHandle,27.49,70.6,3,67.0,74.1,96.9,66.7,0.0,,,,,,,,,
Top 50 Composite,14,ATRC,2026-01-06,CupHandle,41.44,70.2,3,69.5,70.3,85.9,62.3,0.0,,,,,,-6.1%,,Healthcare,⚠️
Top 50 Composite,15,MCHP,2026-01-06,CupHandle,74.87,69.4,3,75.0,74.2,38.5,65.5,1.0,,,,,,,,,
Top 50 Composite,16,MEOH,2026-01-05,CupHandle,42.93,68.7,3,76.2,61.3,56.2,58.3,8.0,,,,,,,,,
Top 50 Composite,17,NVTS,2026-01-07,CupHandle,10.31,68.7,3,66.8,72.9,84.4,89.0,2.1,,,,,,,,,
Top 50 Composite,18,VWAV,2025-12-23,CupHandle,9.85,68.6,3,69.6,85.8,50.0,63.4,0.0,,,,,,,,,
Top 50 Composite,19,CYRX,2026-01-07,CupHandle,10.66,68.4,3,68.6,65.0,94.3,48.0,0.0,,,,,,,,,
Top 50 Composite,20,MSFD,2026-01-02,CupHandle,11.77,68.0,3,68.6,70.4,76.0,72.5,0.0,,,,,,,,,
Top 50 Composite,21,COO,2026-01-07,CupHandle,83.90,67.7,3,65.6,73.6,94.8,51.3,0.0,,,,,,,,,
Top 50 Composite,22,SOHU,2026-01-06,Spoon,16.52,67.5,3,72.0,59.5,80.2,66.1,12.1,,,,,,,,,
Top 50 Composite,23,SIBN,2026-01-07,CupHandle,21.40,67.2,3,81.1,40.8,40.1,65.8,0.0,,,,,,,,,
Top 50 Composite,24,GILT,2026-01-06,CupHandle,15.06,66.8,3,70.6,68.2,63.5,61.9,1.5,,,,,,,,,
Top 50 Composite,25,FTXO,2026-01-05,CupHandle,39.06,66.4,3,70.3,68.7,66.7,62.5,7.2,,,,,,,,,
Top 50 Composite,26,SIFY,2026-01-07,CupHandle,13.47,66.4,3,63.7,84.4,91.7,44.4,10.3,,,,,,,,,
Top 50 Composite,27,HSIC,2026-01-06,CupHandle,78.55,66.1,3,67.8,68.6,79.2,51.5,0.0,,,,,,,,,
Top 50 Composite,28,LSTR,2026-01-06,CupHandle,148.86,65.9,3,66.0,82.3,64.6,60.2,0.0,,,,,,,,,
Top 50 Composite,29,DLO,2026-01-07,CupHandle,14.98,65.7,3,64.3,73.9,88.0,61.7,0.0,,,,,,,,,
Top 50 Composite,30,CODA,2025-12-31,CupHandle,9.30,65.7,3,66.4,73.6,66.1,100.0,3.4,,,,,,,,,
Top 50 Composite,31,SPRX,2026-01-09,CupHandle,40.62,65.7,3,68.4,69.1,67.7,65.5,0.0,,,,,,,,,
Top 50 Composite,32,WLDN,2026-01-06,CupHandle,113.90,65.7,3,70.5,67.1,51.0,86.2,0.0,,,,,,,,,
Top 50 Composite,33,AENT,2025-12-29,CupHandle,8.43,65.5,3,78.0,58.9,31.8,49.4,7.8,,,,,,19.9%,19.8,Communication Services,⚠️
Top 50 Composite,34,MESO,2026-01-09,CupHandle,20.96,65.4,3,82.7,39.2,22.9,63.2,1.0,,,,,,,,,
Top 50 Composite,35,TSMU,2026-01-07,CupHandle,48.07,64.9,4,71.7,66.0,51.6,79.5,11.3,,,,,,,,,
Top 50 Composite,36,SNCY,2026-01-09,CupHandle,15.77,64.9,4,71.8,50.0,66.1,100.0,5.4,,,,,,,,,
Top 50 Composite,37,MRTN,2026-01-06,CupHandle,12.60,64.7,4,73.9,69.7,21.9,75.5,0.0,,,,,,,,,
Top 50 Composite,38,SNPS,2026-01-05,CupHandle,494.19,64.6,4,76.8,50.0,43.8,45.6,0.0,,,,,,,,,
Top 50 Composite,39,QTRX,2026-01-09,CupHandle,8.06,64.6,4,74.8,71.3,13.0,74.7,0.0,,,,,,,,,
Top 50 Composite,40,BLFS,2026-01-06,CupHandle,26.35,64.5,4,67.0,67.0,77.1,53.3,0.0,,,,,,-5.2%,,Healthcare,⚠️
Top 50 Composite,41,GMAB,2025-12-22,Spoon,33.06,64.0,4,71.4,74.8,33.3,50.4,0.0,,,,,,,,,
Top 50 Composite,42,HLNE,2026-01-05,CupHandle,144.70,63.8,4,72.1,71.7,33.9,46.9,0.3,,,,,,,,,
Top 50 Composite,43,DLTR,2026-01-06,CupHandle,133.78,63.5,4,67.7,75.6,53.1,51.3,0.0,,,,,,,,,
Top 50 Composite,44,PEPG,2026-01-02,CupHandle,7.17,63.4,4,74.0,54.7,46.9,46.8,0.0,,,,,,,,,
Top 50 Composite,45,HTLD,2026-01-06,CupHandle,10.40,63.2,4,75.4,60.2,26.0,55.3,1.5,,,,,,,,,
Top 50 Composite,46,UPWK,2026-01-09,CupHandle,20.05,63.0,4,68.1,56.3,79.2,51.1,0.0,,,,,,,,,
Top 50 Composite,47,TTEK,2026-01-08,CupHandle,35.50,62.9,4,58.6,87.9,85.9,59.7,0.0,,,,,,,,,
Top 50 Composite,48,ITRN,2026-01-05,CupHandle,44.44,62.7,4,66.9,89.7,22.9,76.4,0.0,,,,,,,,,
Top 50 Composite,49,APEI,2025-12-31,CupHandle,37.80,62.6,4,67.3,50.0,92.2,51.4,0.0,,,,,,11.2%,32.3,Consumer Defensive,⚠️
Top 50 Composite,50,NYAX,2026-01-02,CupHandle,51.95,62.1,4,73.5,50.0,62.5,64.1,22.6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,PAVS,,,     2.33,,,,,,,,NASDAQ,6318.73,12451263,,,,,,
Top 20 Momentum,2,CHR,,,     1.80,,,,,,,,NASDAQ,4612.04,3806712,,,,,,
Top 20 Momentum,3,WOK,,,     2.10,,,,,,,,NASDAQ,3140.74,38632275,,,,,,
Top 20 Momentum,4,MNTS,,,    12.46,,,,,,,,NASDAQ,2591.14,7772059,,,,,,
Top 20 Momentum,5,CODX,,,     6.19,,,,,,,,NASDAQ,2191.74,1486670,,,,,,
Top 20 Momentum,6,BIYA,,,     4.50,,,,,,,,NASDAQ,2175.51,222840,,,-40.6%,,Technology,⚠️
Top 20 Momentum,7,PCSA,,,     3.14,,,,,,,,NASDAQ,2119.08,3151226,,,,,,
Top 20 Momentum,8,VSME,,,     1.76,,,,,,,,NASDAQ,2102.75,2576980,,,,,,
Top 20 Momentum,9,VSA,,,     2.34,,,,,,,,NASDAQ,2033.09,2072533,,,,,,
Top 20 Momentum,10,RVYL,,,     5.46,,,,,,,,NASDAQ,1817.54,1207897,,,,,,
Top 20 Momentum,11,SCWO,,,     2.55,,,,,,,,NASDAQ,1171.82,900104,,,,,,
Top 20 Momentum,12,ELPW,,,     2.12,,,,,,,,NASDAQ,1102.50,297260,,,,,,
Top 20 Momentum,13,ORIS,,,     1.27,,,,,,,,NASDAQ,1037.99,1900834,,,,,,
Top 20 Momentum,14,TNMG,,,     2.32,,,,,,,,NASDAQ,1035.03,654376,,,,,,
Top 20 Momentum,15,MLEC,,,     4.14,,,,,,,,NASDAQ,1024.39,266953,,,,,,
Top 20 Momentum,16,APVO,,,     8.90,,,,,,,,NASDAQ,756.25,1327193,,,-242.7%,0.0,Healthcare,⚠️
Top 20 Momentum,17,ILAG,,,     3.94,,,,,,,,NASDAQ,668.20,60755,,,,,,
Top 20 Momentum,18,FTEL,,,     3.26,,,,,,,,NASDAQ,386.49,2236835,,,,,,
Top 20 Momentum,19,SIDU,,,     4.64,,,,,,,,NASDAQ,350.49,102686415,,,,,,
Top 20 Momentum,20,RBNE,,,     3.18,,,,,,,,NASDAQ,309.85,750746,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Volume,1,TSLA,,,   448.96,,,,,,,,NASDAQ,,, 29697004287,-1.20,,,,
Top 20 Volume,2,QQQ,,,   627.17,,,,,,,,NASDAQ,,, 28304510458,1.25,,,,
Top 20 Volume,3,NVDA,,,   184.94,,,,,,,,NASDAQ,,, 27056392273,-1.39,,,,
Top 20 Volume,4,MU,,,   345.09,,,,,,,,NASDAQ,,, 11483455756,17.93,,,,
Top 20 Volume,5,AAPL,,,   259.37,,,,,,,,NASDAQ,,, 10493815621,-5.02,152.0%,34.1,Technology,⚠️
Top 20 Volume,6,AMZN,,,   246.47,,,,,,,,NASDAQ,,,  9660402823,5.99,24.3%,34.4,Consumer Cyclical,⚠️
Top 20 Volume,7,MSFT,,,   472.94,,,,,,,,NASDAQ,,,  8694426647,-2.98,,,,
Top 20 Volume,8,AVGO,,,   352.21,,,,,,,,NASDAQ,,,  7972303836,0.67,31.0%,69.4,Technology,⚠️
Top 20 Volume,9,GOOGL,,,   316.54,,,,,,,,NASDAQ,,,  7639754150,0.86,,,,
Top 20 Volume,10,META,,,   641.97,,,,,,,,NASDAQ,,,  7502494108,-3.60,,,,
Top 20 Volume,11,PLTR,,,   179.41,,,,,,,,NASDAQ,,,  6765368062,-0.79,,,,
Top 20 Volume,12,AMD,,,   204.68,,,,,,,,NASDAQ,,,  5837680795,-4.95,5.3%,128.3,Technology,⚠️
Top 20 Volume,13,GOOG,,,   322.43,,,,,,,,NASDAQ,,,  5772947290,2.51,,,,
Top 20 Volume,14,INTC,,,    44.06,,,,,,,,NASDAQ,,,  4468071131,18.12,,,,
Top 20 Volume,15,TQQQ,,,    55.89,,,,,,,,NASDAQ,,,  3960090148,3.31,,,,
Top 20 Volume,16,MSTR,,,   162.23,,,,,,,,NASDAQ,,,  3453891193,4.25,,,,
Top 20 Volume,17,NFLX,,,    89.41,,,,,,,,NASDAQ,,,  3355386249,-4.66,,,,
Top 20 Volume,18,TLT,,,    87.67,,,,,,,,NASDAQ,,,  3222928748,-0.22,,,,
Top 20 Volume,19,LRCX,,,   220.40,,,,,,,,NASDAQ,,,  2796046929,26.83,,,,
Top 20 Volume,20,IBIT,,,    51.87,,,,,,,,NASDAQ,,,  2551149246,4.09,,,,
