List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,LTM,2026-01-05,CupHandle,56.77,79.2,2,77.2,74.3,85.9,49.5,0.0,,,,,
Top 50 Composite,2,WPP,2026-01-05,CupHandle,23.55,78.0,2,84.5,48.8,71.4,56.4,0.0,,,,,
Top 50 Composite,3,BA,2026-01-02,CupHandle,227.77,75.8,2,76.1,73.6,79.7,41.2,3.7,,,,,
Top 50 Composite,4,BROS,2026-01-06,CupHandle,63.26,75.0,3,78.1,67.2,65.6,53.0,0.0,,,,,
Top 50 Composite,5,KEX,2026-01-05,CupHandle,117.15,74.1,3,71.6,87.8,71.4,45.9,0.0,,,,,
Top 50 Composite,6,TPC,2026-01-06,CupHandle,71.14,73.4,3,67.1,88.0,96.9,42.9,0.0,,,,,
Top 50 Composite,7,JEF,2026-01-06,CupHandle,66.26,73.0,3,76.1,59.6,74.5,70.1,0.0,,,,,
Top 50 Composite,8,DIN,2025-12-29,CupHandle,32.48,72.9,3,73.1,88.9,50.5,51.8,0.0,,,,,
Top 50 Composite,9,AX,2026-01-05,CupHandle,89.50,72.4,3,72.1,72.9,81.8,48.5,0.0,,,,,
Top 50 Composite,10,CRL,2025-12-19,CupHandle,197.06,70.5,3,71.8,66.4,87.0,35.7,0.0,,,,,
Top 50 Composite,11,SNDR,2026-01-06,CupHandle,28.56,70.4,3,67.0,87.9,77.6,51.4,0.0,,,,,
Top 50 Composite,12,IHS,2026-01-06,CupHandle,7.43,70.0,3,68.9,74.4,79.2,72.3,0.0,,,,,
Top 50 Composite,13,VSH,2026-01-06,CupHandle,16.56,69.6,3,69.0,77.9,75.0,55.8,0.0,,,,,
Top 50 Composite,14,SSL,2026-01-02,CupHandle,6.66,69.0,3,72.0,56.1,86.5,63.0,1.0,,,,,
Top 50 Composite,15,MEC,2025-12-19,CupHandle,17.33,67.6,3,80.8,28.4,68.2,54.6,0.0,,,,,
Top 50 Composite,16,DAN,2025-12-19,CupHandle,23.73,67.4,3,72.1,65.8,68.2,33.5,0.0,,,,,
Top 50 Composite,17,WAL,2025-12-18,CupHandle,86.80,67.3,3,68.5,74.7,74.0,42.0,0.0,,,,,
Top 50 Composite,18,CYD,2026-01-06,CupHandle,38.00,66.8,3,70.5,55.2,85.9,60.8,1.0,,,,,
Top 50 Composite,19,BKKT,2026-01-05,CupHandle,14.79,66.8,3,64.5,77.3,90.1,59.6,3.0,,,,,
Top 50 Composite,20,DOV,2026-01-05,CupHandle,202.27,66.6,3,74.3,53.8,65.6,44.9,0.0,,,,,
Top 50 Composite,21,GRDN,2025-12-19,CupHandle,31.54,66.4,3,77.6,37.3,69.8,45.3,0.0,,,,,
