================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NASDAQ_Yahoo
Date: 2026-02-10
Ranking Method: Baseline (Rule-Based)
Fallback Reason: Training error: Input y contains NaN.
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      AACB          nan      nan     0.0000   nan         
2      AACBR         nan      nan     0.0000   nan         
3      AACBU         nan      nan     0.0000   nan         
4      AACG          nan      nan     0.0000   nan         
5      AACI          nan      nan     0.0000   nan         
6      AADR          nan      nan     0.0000   nan         
7      AAGR          nan      nan     0.0000   nan         
8      AAGRW         nan      nan     0.0000   nan         
9      AAL           nan      nan     0.0000   nan         
10     AALG          nan      nan     0.0000   nan         
11     AAME          nan      nan     0.0000   nan         
12     AAOI          nan      nan     0.0000   nan         
13     AAON          nan      nan     0.0000   nan         
14     AAPB          nan      nan     0.0000   nan         
15     AAPD          nan      nan     0.0000   nan         
16     AAPG          nan      nan     0.0000   nan         
17     AAPL          nan      nan     0.0000   nan         
18     AAPU          nan      nan     0.0000   nan         
19     AARD          nan      nan     0.0000   nan         
20     AATC          nan      nan     0.0000   nan         
21     AAUS          nan      nan     0.0000   nan         
22     AAVM          nan      nan     0.0000   nan         
23     AAXJ          nan      nan     0.0000   nan         
24     ABAT          nan      nan     0.0000   nan         
25     ABCB          nan      nan     0.0000   nan         
26     ABCL          nan      nan     0.0000   nan         
27     ABCS          nan      nan     0.0000   nan         
28     ABEO          nan      nan     0.0000   nan         
29     ABI           nan      nan     0.0000   nan         
30     ABIG          nan      nan     0.0000   nan         
31     ABL           nan      nan     0.0000   nan         
32     ABLLL         nan      nan     0.0000   nan         
33     ABLLW         nan      nan     0.0000   nan         
34     ABLV          nan      nan     0.0000   nan         
35     ABLVW         nan      nan     0.0000   nan         
36     ABNB          nan      nan     0.0000   nan         
37     ABOS          nan      nan     0.0000   nan         
38     ABP           nan      nan     0.0000   nan         
39     ABPWW         nan      nan     0.0000   nan         
40     ABSI          nan      nan     0.0000   nan         
41     ABTC          nan      nan     0.0000   nan         
42     ABTS          nan      nan     0.0000   nan         
43     ABUS          nan      nan     0.0000   nan         
44     ABVC          nan      nan     0.0000   nan         
45     ABVE          nan      nan     0.0000   nan         
46     ABVEW         nan      nan     0.0000   nan         
47     ABVX          nan      nan     0.0000   nan         
48     ACAD          nan      nan     0.0000   nan         
49     ACAT          nan      nan     0.0000   nan         
50     ACB           nan      nan     0.0000   nan         

================================================================================
