Symbol,Exchange,Date,IC_5d,IC_10d,IC_20d,FFT_Freq,FFT_Power,FFT_Stability,Pattern_Score,Pattern_Age,Pattern_Type,Vol_20d,ATR_20d,Volume_ZScore,Volume_Ratio_5_20,RSI_14d,RSI_Slope,MACD_Hist,MA_Ratio_50_200,Price_vs_MA50,Kurtosis_20d,Skew_20d,Current_Price,Price_Change_5d,Price_Change_20d,Num_Signals,IC_Enabled_Count,Baseline_Score,ML_Score,Final_Score,Fundamental_Score
AAP,AMEX,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.814319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.317536,6.716272,0,0,,,,50.0
AAp,AMEX,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.814319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.317536,6.716272,0,0,,,,50.0
ACCS,AMEX,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.642293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.480804,10.468322,0,0,,,,50.0
ACU,AMEX,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.921667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75707,4.793885,0,0,,,,50.0
AEF,AMEX,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.991187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73937,2.827761,0,0,,,,50.0
AEON,AMEX,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.176223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.629445,-21.739131,0,0,,,,50.0
AIM,AMEX,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.019752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.355926,-21.071426,0,0,,,,50.0
AIRI,AMEX,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.679037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309597,-2.409636,0,0,,,,50.0
AMA,AMEX,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,50.0
AMBO,AMEX,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,0.845319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.084034,27.002978,0,0,,,,50.0
AMPE,AMEX,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.070445,0.0,0.354659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.517858,0,0,,,,50.0
AMS,AMEX,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,1.485319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.275862,-37.558687,0,0,,,,50.0
AMZE,AMEX,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,0.0,0.0,0.0,2.30445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.604283,-47.52381,0,0,,,,50.0
