List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,26,HSIC,2026-01-06,CupHandle,78.55,66.1,3,67.8,68.6,79.2,51.5,0.0,,,,,,,,,
Top 50 Composite,27,AMAL,2026-01-05,CupHandle,33.55,65.9,3,79.3,38.1,54.2,47.5,0.0,,,,,,13.9%,12.1,Financial Services,⚠️
Top 50 Composite,28,LSTR,2026-01-06,CupHandle,148.86,65.9,3,66.0,82.3,64.6,60.2,0.0,,,,,,,,,
Top 50 Composite,29,SPRX,2026-01-09,CupHandle,40.62,65.7,3,68.4,69.1,67.7,65.5,0.0,,,,,,,,,
Top 50 Composite,30,WLDN,2026-01-06,CupHandle,113.90,65.7,3,70.5,67.1,51.0,86.2,0.0,,,,,,,,,
Top 50 Composite,31,MESO,2026-01-09,CupHandle,20.96,65.4,3,82.7,39.2,22.9,63.2,1.0,,,,,,,,,
Top 50 Composite,32,TSMU,2026-01-07,CupHandle,48.07,64.9,4,71.7,66.0,51.6,79.5,11.3,,,,,,,,,
Top 50 Composite,33,SNCY,2026-01-09,CupHandle,15.77,64.9,4,71.8,50.0,66.1,100.0,5.4,,,,,,,,,
Top 50 Composite,34,MDRR,2026-01-09,CupHandle,12.25,64.7,4,69.4,74.2,54.2,91.5,19.2,,,,,,,,,
Top 50 Composite,35,QTRX,2026-01-09,CupHandle,8.06,64.6,4,74.8,71.3,13.0,74.7,0.0,,,,,,,,,
Top 50 Composite,36,BLFS,2026-01-06,CupHandle,26.35,64.5,4,67.0,67.0,77.1,53.3,0.0,,,,,,-5.2%,,Healthcare,⚠️
Top 50 Composite,37,DNLI,2026-01-06,CupHandle,17.21,64.5,4,60.0,84.0,95.3,51.1,0.0,,,,,,,,,
Top 50 Composite,38,CTNM,2025-12-29,CupHandle,12.07,64.4,4,67.7,72.4,63.5,51.4,0.0,,,,,,,,,
Top 50 Composite,39,HTLD,2026-01-06,CupHandle,10.40,63.2,4,75.4,60.2,26.0,55.3,1.5,,,,,,,,,
Top 50 Composite,40,NYAX,2026-01-09,CupHandle,55.60,63.2,4,71.7,71.8,51.0,53.5,26.5,,,,,,,,,
Top 50 Composite,41,AENT,2025-12-29,CupHandle,8.43,63.1,4,78.0,33.2,57.3,59.2,8.7,,,,,,19.9%,19.8,Communication Services,⚠️
Top 50 Composite,42,UPWK,2026-01-09,CupHandle,20.05,63.0,4,68.1,56.3,79.2,51.1,0.0,,,,,,,,,
Top 50 Composite,43,LINC,2025-12-31,CupHandle,24.15,62.8,4,69.8,53.4,70.3,56.3,0.0,,,,,,,,,
Top 50 Composite,44,APEI,2025-12-31,CupHandle,37.80,62.6,4,67.3,50.0,92.2,51.4,0.0,,,,,,11.2%,32.3,Consumer Defensive,⚠️
Top 50 Composite,45,ESCA,2026-01-06,CupHandle,14.00,62.4,4,66.7,61.1,90.1,44.9,15.2,,,,,,,,,
Top 50 Composite,46,AAON,2026-01-06,CupHandle,81.67,62.3,4,66.8,50.1,96.4,43.0,0.0,,,,,,12.1%,74.4,Industrials,⚠️
Top 50 Composite,47,UCTT,2026-01-06,CupHandle,31.75,62.3,4,67.8,80.5,31.2,91.6,8.0,,,,,,,,,
Top 50 Composite,48,OPCH,2026-01-09,CupHandle,31.80,62.0,4,69.3,47.8,76.0,63.2,0.0,,,,,,,,,
Top 50 Composite,49,CZR,2026-01-08,CupHandle,25.07,62.0,4,66.6,70.4,58.3,56.4,0.0,,,,,,,,,
Top 50 Composite,50,STEP,2026-01-09,CupHandle,72.12,61.7,4,61.7,82.8,68.2,60.6,1.6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,CHR,,,     1.79,,,,,,,,NASDAQ,4298.03,1784916,,,,,,
Top 20 Momentum,2,WOK,,,     2.10,,,,,,,,NASDAQ,3623.40,17408149,,,,,,
Top 20 Momentum,3,DRCT,,,     1.90,,,,,,,,NASDAQ,2506.31,25461949,,,,,,
Top 20 Momentum,4,VSA,,,     2.32,,,,,,,,NASDAQ,2336.97,1457136,,,,,,
Top 20 Momentum,5,VSME,,,     1.55,,,,,,,,NASDAQ,1972.19,2249330,,,,,,
Top 20 Momentum,6,BIYA,,,     3.91,,,,,,,,NASDAQ,1761.95,180685,,,-40.6%,,Technology,⚠️
Top 20 Momentum,7,RVYL,,,     5.01,,,,,,,,NASDAQ,1740.56,1145051,,,,,,
Top 20 Momentum,8,GOVX,,,     3.48,,,,,,,,NASDAQ,1292.00,4317697,,,,,,
Top 20 Momentum,9,ELPW,,,     2.12,,,,,,,,NASDAQ,1225.00,213352,,,,,,
Top 20 Momentum,10,ORIS,,,     1.27,,,,,,,,NASDAQ,1157.43,1809323,,,,,,
Top 20 Momentum,11,VMAR,,,     5.48,,,,,,,,NASDAQ,997.32,20331008,,,,,,
Top 20 Momentum,12,MLEC,,,     3.53,,,,,,,,NASDAQ,984.49,227423,,,,,,
Top 20 Momentum,13,SCWO,,,     2.51,,,,,,,,NASDAQ,975.87,624524,,,,,,
Top 20 Momentum,14,CODX,,,     2.36,,,,,,,,NASDAQ,800.76,1215090,,,,,,
Top 20 Momentum,15,APVO,,,     8.90,,,,,,,,NASDAQ,764.56,1400250,,,-242.7%,0.0,Healthcare,⚠️
Top 20 Momentum,16,ILAG,,,     3.94,,,,,,,,NASDAQ,738.30,65698,,,,,,
Top 20 Momentum,17,ANPA,,,   143.24,,,,,,,,NASDAQ,587.66,223567,,,,1540.0,Industrials,⚠️
Top 20 Momentum,18,FTEL,,,     3.26,,,,,,,,NASDAQ,414.60,2425004,,,,,,
Top 20 Momentum,19,ICON,,,     2.76,,,,,,,,NASDAQ,389.71,813242,,,,,,
Top 20 Momentum,20,EVTV,,,     3.52,,,,,,,,NASDAQ,339.95,83249473,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Top 20 Volume,1,TSLA,,,   447.20,,,,,,,,NASDAQ,,, 30213524377,2.08,,,,
Top 20 Volume,2,QQQ,,,   626.24,,,,,,,,NASDAQ,,, 29637116032,2.14,,,,
Top 20 Volume,3,NVDA,,,   185.81,,,,,,,,NASDAQ,,, 29212271700,-1.61,,,,
Top 20 Volume,4,MU,,,   345.09,,,,,,,,NASDAQ,,, 12974435348,9.41,,,,
Top 20 Volume,5,AAPL,,,   261.05,,,,,,,,NASDAQ,,, 11912240453,-3.68,152.0%,34.1,Technology,⚠️
Top 20 Volume,6,MSFT,,,   459.38,,,,,,,,NASDAQ,,, 11036745325,-2.87,,,,
Top 20 Volume,7,AMZN,,,   242.60,,,,,,,,NASDAQ,,, 10454096274,7.11,24.3%,34.4,Consumer Cyclical,⚠️
Top 20 Volume,8,GOOGL,,,   316.54,,,,,,,,NASDAQ,,,  9936543859,0.44,,,,
Top 20 Volume,9,AVGO,,,   354.61,,,,,,,,NASDAQ,,,  8423164362,2.01,31.0%,69.4,Technology,⚠️
Top 20 Volume,10,META,,,   641.97,,,,,,,,NASDAQ,,,  8075269463,-1.30,,,,
Top 20 Volume,11,AMD,,,   223.60,,,,,,,,NASDAQ,,,  7806631967,0.06,5.3%,128.3,Technology,⚠️
Top 20 Volume,12,PLTR,,,   179.41,,,,,,,,NASDAQ,,,  7510804657,6.88,,,,
Top 20 Volume,13,GOOG,,,   322.43,,,,,,,,NASDAQ,,,  6898626272,2.25,,,,
Top 20 Volume,14,INTC,,,    47.29,,,,,,,,NASDAQ,,,  5717442829,20.09,,,,
Top 20 Volume,15,TQQQ,,,    53.83,,,,,,,,NASDAQ,,,  4467518902,2.83,,,,
Top 20 Volume,16,MSTR,,,   162.23,,,,,,,,NASDAQ,,,  3776540281,3.23,,,,
Top 20 Volume,17,NFLX,,,    89.41,,,,,,,,NASDAQ,,,  3714992244,-1.74,,,,
Top 20 Volume,18,TLT,,,    87.67,,,,,,,,NASDAQ,,,  3372249206,0.74,,,,
Top 20 Volume,19,LRCX,,,   220.40,,,,,,,,NASDAQ,,,  3260960441,19.10,,,,
Top 20 Volume,20,COST,,,   950.98,,,,,,,,NASDAQ,,,  2859285995,11.29,,,,
